ID,Population,Colour,BodyRegion,Background,Background2,dS,dL
m104,Hawaii,courtship,midflank,Stem2,other,4.310886345,25.5732672
m21,Hawaii,courtship,midflank,Leaf_B1,other,6.526526796,27.8532765
m21,Hawaii,courtship,midflank,Leaf_B2,other,5.663947177,29.1719839
m21,Hawaii,courtship,midflank,Leaf_T1,other,3.301325821,43.5071231
m21,Hawaii,courtship,midflank,Leaf_T2,other,5.291308814,44.582932
m21,Hawaii,courtship,midflank,Stem1,other,6.041651725,38.4218216
m21,Hawaii,courtship,midflank,Stem2,other,6.051035066,29.4521662
m2bh,Hawaii,courtship,midflank,Leaf_B1,other,7.477302662,26.53781
m2bh,Hawaii,courtship,midflank,Leaf_B2,other,6.645546238,27.8565173
m2bh,Hawaii,courtship,midflank,Leaf_T1,other,4.294389339,42.1916565
m2bh,Hawaii,courtship,midflank,Leaf_T2,other,6.195594936,43.2674654
m2bh,Hawaii,courtship,midflank,Stem1,other,6.542193253,37.1063551
m2bh,Hawaii,courtship,midflank,Stem2,other,6.541727038,28.1366996
m2d,Hawaii,courtship,midflank,Leaf_B1,other,1.760909405,13.3503166
m2d,Hawaii,courtship,midflank,Leaf_B2,other,1.224090211,14.669024
m2d,Hawaii,courtship,midflank,Leaf_T1,other,3.157034714,29.0041632
m2d,Hawaii,courtship,midflank,Leaf_T2,other,1.137516488,30.0799721
m2d,Hawaii,courtship,midflank,Stem1,other,1.119595193,23.9188618
m2d,Hawaii,courtship,midflank,Stem2,other,2.039054972,14.9492063
m40,Hawaii,courtship,midflank,Leaf_B1,other,5.114045939,24.7678345
m40,Hawaii,courtship,midflank,Leaf_B2,other,4.263096425,26.0865419
m40,Hawaii,courtship,midflank,Leaf_T1,other,2.132140285,40.4216811
m40,Hawaii,courtship,midflank,Leaf_T2,other,3.8361979,41.49749
m40,Hawaii,courtship,midflank,Stem1,other,4.518823768,35.3363796
m40,Hawaii,courtship,midflank,Stem2,other,4.669628458,26.3667241
m40c,Hawaii,courtship,midflank,Leaf_B1,other,8.458534513,23.0778849
m40c,Hawaii,courtship,midflank,Leaf_B2,other,7.628838192,24.3965923
m40c,Hawaii,courtship,midflank,Leaf_T1,other,4.957627456,38.7317315
m40c,Hawaii,courtship,midflank,Leaf_T2,other,7.132035194,39.8075404
m40c,Hawaii,courtship,midflank,Stem1,other,7.662245105,33.64643
m40c,Hawaii,courtship,midflank,Stem2,other,7.718999887,24.6767745
m40d,Hawaii,courtship,midflank,Leaf_B1,other,2.723486253,17.3258155
m40d,Hawaii,courtship,midflank,Leaf_B2,other,2.205386406,18.6445229
m40d,Hawaii,courtship,midflank,Leaf_T1,other,3.005696153,32.9796621
m40d,Hawaii,courtship,midflank,Leaf_T2,other,1.85435898,34.0554709
m40d,Hawaii,courtship,midflank,Stem1,other,1.665709114,27.8943606
m40d,Hawaii,courtship,midflank,Stem2,other,2.449666712,18.9247051
m44b,Hawaii,courtship,midflank,Leaf_B1,other,3.21398191,16.7997622
m44b,Hawaii,courtship,midflank,Leaf_B2,other,2.472086843,18.1184695
m44b,Hawaii,courtship,midflank,Leaf_T1,other,0.829264529,32.4536088
m44b,Hawaii,courtship,midflank,Leaf_T2,other,1.893823389,33.5294176
m44b,Hawaii,courtship,midflank,Stem1,other,3.5932586,27.3683073
m44b,Hawaii,courtship,midflank,Stem2,other,4.214721902,18.3986518
m67d,Hawaii,courtship,midflank,Leaf_B1,other,1.848435447,11.1527623
m67d,Hawaii,courtship,midflank,Leaf_B2,other,0.997193049,12.4714697
m67d,Hawaii,courtship,midflank,Leaf_T1,other,2.397797475,26.8066089
m67d,Hawaii,courtship,midflank,Leaf_T2,other,0.813628077,27.8824178
m67d,Hawaii,courtship,midflank,Stem1,other,2.284116229,21.7213074
m67d,Hawaii,courtship,midflank,Stem2,other,2.894425626,12.751652
m69,Hawaii,courtship,midflank,Leaf_B1,other,6.236448604,24.4291528
m69,Hawaii,courtship,midflank,Leaf_B2,other,5.389384954,25.7478602
m69,Hawaii,courtship,midflank,Leaf_T1,other,3.121955939,40.0829994
m69,Hawaii,courtship,midflank,Leaf_T2,other,5.062519784,41.1588083
m69,Hawaii,courtship,midflank,Stem1,other,6.036662008,34.9976979
m69,Hawaii,courtship,midflank,Stem2,other,6.077095289,26.0280425
m73d,Hawaii,courtship,midflank,Leaf_B1,other,3.489142246,6.3398472
m73d,Hawaii,courtship,midflank,Leaf_B2,other,2.711458298,7.6585545
m73d,Hawaii,courtship,midflank,Leaf_T1,other,2.554574638,21.9936938
m73d,Hawaii,courtship,midflank,Leaf_T2,other,2.421923777,23.0695026
m73d,Hawaii,courtship,midflank,Stem1,other,2.431994266,16.9083923
m73d,Hawaii,courtship,midflank,Stem2,other,2.65728949,7.9387368
m78,Hawaii,courtship,midflank,Leaf_B1,other,6.860895785,28.0104048
m78,Hawaii,courtship,midflank,Leaf_B2,other,6.020479813,29.3291121
m78,Hawaii,courtship,midflank,Leaf_T1,other,3.304387256,43.6642514
m78,Hawaii,courtship,midflank,Leaf_T2,other,5.535195666,44.7400602
m78,Hawaii,courtship,midflank,Stem1,other,6.30758358,38.5789499
m78,Hawaii,courtship,midflank,Stem2,other,6.440573951,29.6092944
m78b,Hawaii,courtship,midflank,Leaf_B1,other,5.866825102,21.4395051
m78b,Hawaii,courtship,midflank,Leaf_B2,other,5.005125205,22.7582125
m78b,Hawaii,courtship,midflank,Leaf_T1,other,2.737222396,37.0933517
m78b,Hawaii,courtship,midflank,Leaf_T2,other,4.616372785,38.1691606
m78b,Hawaii,courtship,midflank,Stem1,other,5.323908545,32.0080502
m78b,Hawaii,courtship,midflank,Stem2,other,5.377965601,23.0383948
m79c,Hawaii,courtship,midflank,Leaf_B1,other,2.581436331,22.8660927
m79c,Hawaii,courtship,midflank,Leaf_B2,other,1.776469975,24.1848001
m79c,Hawaii,courtship,midflank,Leaf_T1,other,1.727184192,38.5199393
m79c,Hawaii,courtship,midflank,Leaf_T2,other,1.421809903,39.5957482
m79c,Hawaii,courtship,midflank,Stem1,other,3.031854953,33.4346379
m79c,Hawaii,courtship,midflank,Stem2,other,3.565867084,24.4649824
m80b,Hawaii,courtship,midflank,Leaf_B1,other,4.075092369,24.9480808
m80b,Hawaii,courtship,midflank,Leaf_B2,other,3.217645739,26.2667882
m80b,Hawaii,courtship,midflank,Leaf_T1,other,1.890975165,40.6019274
m80b,Hawaii,courtship,midflank,Leaf_T2,other,2.859515031,41.6777363
m80b,Hawaii,courtship,midflank,Stem1,other,3.506800797,35.5166259
m80b,Hawaii,courtship,midflank,Stem2,other,3.691264765,26.5469705
m82d,Hawaii,courtship,midflank,Leaf_B1,other,4.595306237,15.6185182
m82d,Hawaii,courtship,midflank,Leaf_B2,other,3.866432156,16.9372255
m82d,Hawaii,courtship,midflank,Leaf_T1,other,1.983976305,31.2723648
m82d,Hawaii,courtship,midflank,Leaf_T2,other,3.280357859,32.3481736
m82d,Hawaii,courtship,midflank,Stem1,other,3.890276358,26.1870633
m82d,Hawaii,courtship,midflank,Stem2,other,4.350639247,17.2174078
m89,Hawaii,courtship,midflank,Leaf_B1,other,4.787756295,26.686991
m89,Hawaii,courtship,midflank,Leaf_B2,other,3.930001103,28.0056983
m89,Hawaii,courtship,midflank,Leaf_T1,other,2.444189155,42.3408375
m89,Hawaii,courtship,midflank,Leaf_T2,other,3.69234268,43.4166464
m89,Hawaii,courtship,midflank,Stem1,other,4.508829376,37.2555361
m89,Hawaii,courtship,midflank,Stem2,other,4.530057819,28.2858806
m9,Hawaii,courtship,midflank,Leaf_B1,other,6.700331606,19.8142319
m9,Hawaii,courtship,midflank,Leaf_B2,other,5.84122735,21.1329393
m9,Hawaii,courtship,midflank,Leaf_T1,other,3.351505773,35.4680785
m9,Hawaii,courtship,midflank,Leaf_T2,other,5.441553972,36.5438874
m9,Hawaii,courtship,midflank,Stem1,other,6.229082113,30.382777
m9,Hawaii,courtship,midflank,Stem2,other,6.267928105,21.4131216
m90,Hawaii,courtship,midflank,Leaf_B1,other,5.220283412,28.679751
m90,Hawaii,courtship,midflank,Leaf_B2,other,4.371319037,29.9984584
m90,Hawaii,courtship,midflank,Leaf_T1,other,2.018081103,44.3335976
m90,Hawaii,courtship,midflank,Leaf_T2,other,3.923404059,45.4094065
m90,Hawaii,courtship,midflank,Stem1,other,4.738272835,39.2482961
m90,Hawaii,courtship,midflank,Stem2,other,4.924042669,30.2786407
m90,Hawaii,courtship,midflank,Leaf_B1,other,5.220283412,28.679751
m90,Hawaii,courtship,midflank,Leaf_B2,other,4.371319037,29.9984584
m90,Hawaii,courtship,midflank,Leaf_T1,other,2.018081103,44.3335976
m90,Hawaii,courtship,midflank,Leaf_T2,other,3.923404059,45.4094065
m90,Hawaii,courtship,midflank,Stem1,other,4.738272835,39.2482961
m90,Hawaii,courtship,midflank,Stem2,other,4.924042669,30.2786407
m95d,Hawaii,courtship,midflank,Leaf_B1,other,3.426060275,17.6729868
m95d,Hawaii,courtship,midflank,Leaf_B2,other,2.633963913,18.9916942
m95d,Hawaii,courtship,midflank,Leaf_T1,other,2.259675648,33.3268334
m95d,Hawaii,courtship,midflank,Leaf_T2,other,2.276694441,34.4026423
m95d,Hawaii,courtship,midflank,Stem1,other,2.54154223,28.2415319
m95d,Hawaii,courtship,midflank,Stem2,other,2.861642775,19.2718765
m99,Hawaii,courtship,midflank,Leaf_B1,other,2.568509545,14.5600865
m99,Hawaii,courtship,midflank,Leaf_B2,other,1.837632147,15.8787938
m99,Hawaii,courtship,midflank,Leaf_T1,other,2.486833648,30.213933
m99,Hawaii,courtship,midflank,Leaf_T2,other,1.500738067,31.2897419
m99,Hawaii,courtship,midflank,Stem1,other,1.812755996,25.1286316
m99,Hawaii,courtship,midflank,Stem2,other,2.415910779,16.1589761
ms5,Hawaii,courtship,midflank,Leaf_B1,other,5.742481322,11.9377051
ms5,Hawaii,courtship,midflank,Leaf_B2,other,4.893681041,13.2564125
ms5,Hawaii,courtship,midflank,Leaf_T1,other,2.523640333,27.5915517
ms5,Hawaii,courtship,midflank,Leaf_T2,other,4.448801813,28.6673606
ms5,Hawaii,courtship,midflank,Stem1,other,5.133739405,22.5062502
ms5,Hawaii,courtship,midflank,Stem2,other,5.259618214,13.5365948
m108,Kenya,courtship,midflank,Leaf_B1,other,4.881203502,22.0868137
m108,Kenya,courtship,midflank,Leaf_B2,other,6.527713695,22.1805174
m108,Kenya,courtship,midflank,Leaf_T1,other,2.073900922,44.0218534
m108,Kenya,courtship,midflank,Leaf_T2,other,4.273069205,42.4992343
m108,Kenya,courtship,midflank,Stem1,other,7.356052376,24.1228987
m108,Kenya,courtship,midflank,Stem2,other,6.570032981,29.5476574
m108,Kenya,courtship,midflank,Leaf_B1,other,7.193081557,26.8382656
m108,Kenya,courtship,midflank,Leaf_B2,other,8.805532636,26.9319693
m108,Kenya,courtship,midflank,Leaf_T1,other,3.426849068,48.7733052
m108,Kenya,courtship,midflank,Leaf_T2,other,6.310297897,47.2506861
m108,Kenya,courtship,midflank,Stem1,other,9.593458983,28.8743506
m108,Kenya,courtship,midflank,Stem2,other,8.864972619,34.2991092
m11b,Kenya,courtship,midflank,Leaf_B1,other,6.52520621,34.0848484
m11b,Kenya,courtship,midflank,Leaf_B2,other,8.179341106,34.1785521
m11b,Kenya,courtship,midflank,Leaf_T1,other,4.154843703,56.019888
m11b,Kenya,courtship,midflank,Leaf_T2,other,6.350675841,54.4972689
m11b,Kenya,courtship,midflank,Stem1,other,8.660255453,36.1209334
m11b,Kenya,courtship,midflank,Stem2,other,7.967261534,41.545692
m13,Kenya,courtship,midflank,Leaf_B1,other,6.423087307,30.1748222
m13,Kenya,courtship,midflank,Leaf_B2,other,8.051614875,30.2685259
m13,Kenya,courtship,midflank,Leaf_T1,other,4.29443873,52.1098618
m13,Kenya,courtship,midflank,Leaf_T2,other,6.329436021,50.5872428
m13,Kenya,courtship,midflank,Stem1,other,8.457429558,32.2109072
m13,Kenya,courtship,midflank,Stem2,other,7.808866489,37.6356658
m17a,Kenya,courtship,midflank,Leaf_B1,other,3.90197534,27.4902771
m17a,Kenya,courtship,midflank,Leaf_B2,other,5.567684276,27.5839808
m17a,Kenya,courtship,midflank,Leaf_T1,other,2.885105351,49.4253168
m17a,Kenya,courtship,midflank,Leaf_T2,other,3.945929414,47.9026977
m17a,Kenya,courtship,midflank,Stem1,other,6.189925462,29.5263621
m17a,Kenya,courtship,midflank,Stem2,other,5.433362813,34.9511208
m17b,Kenya,courtship,midflank,Leaf_B1,other,6.573504054,24.5591916
m17b,Kenya,courtship,midflank,Leaf_B2,other,8.221873146,24.6528953
m17b,Kenya,courtship,midflank,Leaf_T1,other,3.676458878,46.4942313
m17b,Kenya,courtship,midflank,Leaf_T2,other,6.128690375,44.9716122
m17b,Kenya,courtship,midflank,Stem1,other,8.825891826,26.5952766
m17b,Kenya,courtship,midflank,Stem2,other,8.117966993,32.0200353
m18c,Kenya,courtship,midflank,Leaf_B1,other,9.450979088,23.8169106
m18c,Kenya,courtship,midflank,Leaf_B2,other,11.03878505,23.9106143
m18c,Kenya,courtship,midflank,Leaf_T1,other,5.630843234,45.7519503
m18c,Kenya,courtship,midflank,Leaf_T2,other,8.544649898,44.2293312
m18c,Kenya,courtship,midflank,Stem1,other,11.73029558,25.8529956
m18c,Kenya,courtship,midflank,Stem2,other,11.0628563,31.2777543
m19c,Kenya,courtship,midflank,Leaf_B1,other,9.805959534,23.1898246
m19c,Kenya,courtship,midflank,Leaf_B2,other,11.4279804,23.2835283
m19c,Kenya,courtship,midflank,Leaf_T1,other,5.772220151,45.1248643
m19c,Kenya,courtship,midflank,Leaf_T2,other,8.837806901,43.6022452
m19c,Kenya,courtship,midflank,Stem1,other,12.21010419,25.2259096
m19c,Kenya,courtship,midflank,Stem2,other,11.47547977,30.6506683
m19c,Kenya,courtship,midflank,Leaf_B1,other,7.352997161,22.1284941
m19c,Kenya,courtship,midflank,Leaf_B2,other,8.96788875,22.2221978
m19c,Kenya,courtship,midflank,Leaf_T1,other,3.271096341,44.0635337
m19c,Kenya,courtship,midflank,Leaf_T2,other,6.325775548,42.5409146
m19c,Kenya,courtship,midflank,Stem1,other,9.889328255,24.1645791
m19c,Kenya,courtship,midflank,Stem2,other,9.093504464,29.5893377
m203,Kenya,courtship,midflank,Leaf_B1,other,5.214638175,17.6236874
m203,Kenya,courtship,midflank,Leaf_B2,other,6.754793844,17.7173911
m203,Kenya,courtship,midflank,Leaf_T1,other,2.490930048,39.558727
m203,Kenya,courtship,midflank,Leaf_T2,other,4.503001508,38.0361079
m203,Kenya,courtship,midflank,Stem1,other,7.479466632,19.6597724
m203,Kenya,courtship,midflank,Stem2,other,6.823248678,25.084531
m20b,Kenya,courtship,midflank,Leaf_B1,other,6.735130054,29.3560443
m20b,Kenya,courtship,midflank,Leaf_B2,other,8.357806594,29.4497481
m20b,Kenya,courtship,midflank,Leaf_T1,other,3.997926622,51.291084
m20b,Kenya,courtship,midflank,Leaf_T2,other,6.343118955,49.7684649
m20b,Kenya,courtship,midflank,Stem1,other,8.886105093,31.3921294
m20b,Kenya,courtship,midflank,Stem2,other,8.225894192,36.816888
m211,Kenya,courtship,midflank,Leaf_B1,other,6.337572653,30.3891051
m211,Kenya,courtship,midflank,Leaf_B2,other,7.836484492,30.4828088
m211,Kenya,courtship,midflank,Leaf_T1,other,4.525599177,52.3241447
m211,Kenya,courtship,midflank,Leaf_T2,other,6.205761813,50.8015256
m211,Kenya,courtship,midflank,Stem1,other,8.149037596,32.4251901
m211,Kenya,courtship,midflank,Stem2,other,7.629162974,37.8499487
m212,Kenya,courtship,midflank,Leaf_B1,other,2.46096205,17.2951442
m212,Kenya,courtship,midflank,Leaf_B2,other,3.984028141,17.3888479
m212,Kenya,courtship,midflank,Leaf_T1,other,3.726659734,39.2301839
m212,Kenya,courtship,midflank,Leaf_T2,other,3.159502819,37.7075648
m212,Kenya,courtship,midflank,Stem1,other,4.447546187,19.3312292
m212,Kenya,courtship,midflank,Stem2,other,3.803619997,24.7559879
m22a,Kenya,courtship,midflank,Leaf_B1,other,4.117832247,27.2592899
m22a,Kenya,courtship,midflank,Leaf_B2,other,5.682793293,27.3529937
m22a,Kenya,courtship,midflank,Leaf_T1,other,3.740801987,49.1943296
m22a,Kenya,courtship,midflank,Leaf_T2,other,4.480683749,47.6717105
m22a,Kenya,courtship,midflank,Stem1,other,6.016449068,29.295375
m22a,Kenya,courtship,midflank,Stem2,other,5.403391921,34.7201336
m23,Kenya,courtship,midflank,Leaf_B1,other,5.753799082,29.1269225
m23,Kenya,courtship,midflank,Leaf_B2,other,7.345759061,29.2206262
m23,Kenya,courtship,midflank,Leaf_T1,other,3.352281845,51.0619621
m23,Kenya,courtship,midflank,Leaf_T2,other,5.37631127,49.539343
m23,Kenya,courtship,midflank,Stem1,other,7.894034714,31.1630075
m23,Kenya,courtship,midflank,Stem2,other,7.250930571,36.5877661
m28a,Kenya,courtship,midflank,Leaf_B1,other,3.601063112,20.3774618
m28a,Kenya,courtship,midflank,Leaf_B2,other,5.067437219,20.4711655
m28a,Kenya,courtship,midflank,Leaf_T1,other,3.929511582,42.3125014
m28a,Kenya,courtship,midflank,Leaf_T2,other,4.101769418,40.7898824
m28a,Kenya,courtship,midflank,Stem1,other,5.348408008,22.4135468
m28a,Kenya,courtship,midflank,Stem2,other,4.800250374,27.8383055
m32a,Kenya,courtship,midflank,Leaf_B1,other,5.164058211,23.5474181
m32a,Kenya,courtship,midflank,Leaf_B2,other,6.752136469,23.6411218
m32a,Kenya,courtship,midflank,Leaf_T1,other,3.854318691,45.4824578
m32a,Kenya,courtship,midflank,Leaf_T2,other,5.271071948,43.9598387
m32a,Kenya,courtship,midflank,Stem1,other,7.109054187,25.5835031
m32a,Kenya,courtship,midflank,Stem2,other,6.494235776,31.0082618
m52,Kenya,courtship,midflank,Leaf_B1,other,8.811726401,27.4314697
m52,Kenya,courtship,midflank,Leaf_B2,other,10.42778305,27.5251734
m52,Kenya,courtship,midflank,Leaf_T1,other,5.01981948,49.3665093
m52,Kenya,courtship,midflank,Leaf_T2,other,7.956456019,47.8438902
m52,Kenya,courtship,midflank,Stem1,other,11.14082149,29.4675547
m52,Kenya,courtship,midflank,Stem2,other,10.43909432,34.8923133
m52a,Kenya,courtship,midflank,Leaf_B1,other,5.927240801,23.5804164
m52a,Kenya,courtship,midflank,Leaf_B2,other,7.54954801,23.6741201
m52a,Kenya,courtship,midflank,Leaf_T1,other,3.681660016,45.5154561
m52a,Kenya,courtship,midflank,Leaf_T2,other,5.703294209,43.992837
m52a,Kenya,courtship,midflank,Stem1,other,8.039877414,25.6165014
m52a,Kenya,courtship,midflank,Stem2,other,7.382073939,31.0412601
m55c,Kenya,courtship,midflank,Leaf_B1,other,6.286586743,27.2652007
m55c,Kenya,courtship,midflank,Leaf_B2,other,7.922314702,27.3589044
m55c,Kenya,courtship,midflank,Leaf_T1,other,3.650077757,49.2002404
m55c,Kenya,courtship,midflank,Leaf_T2,other,5.925875133,47.6776213
m55c,Kenya,courtship,midflank,Stem1,other,8.476936722,29.3012857
m55c,Kenya,courtship,midflank,Stem2,other,7.794420513,34.7260444
m56a,Kenya,courtship,midflank,Leaf_B1,other,2.158085532,19.7989616
m56a,Kenya,courtship,midflank,Leaf_B2,other,3.830549478,19.8926653
m56a,Kenya,courtship,midflank,Leaf_T1,other,3.377363031,41.7340013
m56a,Kenya,courtship,midflank,Leaf_T2,other,2.785346241,40.2113822
m56a,Kenya,courtship,midflank,Stem1,other,4.552098893,21.8350466
m56a,Kenya,courtship,midflank,Stem2,other,3.737374957,27.2598053
m56c,Kenya,courtship,midflank,Leaf_B1,other,8.219716293,23.1046739
m56c,Kenya,courtship,midflank,Leaf_B2,other,9.825039461,23.1983776
m56c,Kenya,courtship,midflank,Leaf_T1,other,4.945986648,45.0397135
m56c,Kenya,courtship,midflank,Leaf_T2,other,7.605930116,43.5170944
m56c,Kenya,courtship,midflank,Stem1,other,10.3905351,25.1407589
m56c,Kenya,courtship,midflank,Stem2,other,9.744104574,30.5655175
m63b,Kenya,courtship,midflank,Leaf_B1,other,2.870308772,35.8041719
m63b,Kenya,courtship,midflank,Leaf_B2,other,4.537543563,35.8978756
m63b,Kenya,courtship,midflank,Leaf_T1,other,3.078494094,57.7392116
m63b,Kenya,courtship,midflank,Leaf_T2,other,3.202641181,56.2165925
m63b,Kenya,courtship,midflank,Stem1,other,5.198798234,37.8402569
m63b,Kenya,courtship,midflank,Stem2,other,4.419382072,43.2650156
m64,Kenya,courtship,midflank,Leaf_B1,other,6.298053584,31.9106365
m64,Kenya,courtship,midflank,Leaf_B2,other,7.955569347,32.0043402
m64,Kenya,courtship,midflank,Leaf_T1,other,3.806437767,53.8456761
m64,Kenya,courtship,midflank,Leaf_T2,other,6.043685623,52.323057
m64,Kenya,courtship,midflank,Stem1,other,8.493727535,33.9467215
m64,Kenya,courtship,midflank,Stem2,other,7.785613634,39.3714801
m64b,Kenya,courtship,midflank,Leaf_B1,other,8.024017286,31.2997464
m64b,Kenya,courtship,midflank,Leaf_B2,other,9.647008903,31.3934501
m64b,Kenya,courtship,midflank,Leaf_T1,other,4.460287431,53.234786
m64b,Kenya,courtship,midflank,Leaf_T2,other,7.28096843,51.7121669
m64b,Kenya,courtship,midflank,Stem1,other,10.32231979,33.3358314
m64b,Kenya,courtship,midflank,Stem2,other,9.625497279,38.76059
m74a,Kenya,courtship,midflank,Leaf_B1,other,5.42164164,31.3134319
m74a,Kenya,courtship,midflank,Leaf_B2,other,7.050049456,31.4071356
m74a,Kenya,courtship,midflank,Leaf_T1,other,3.79533662,53.2484716
m74a,Kenya,courtship,midflank,Leaf_T2,other,5.461049037,51.7258525
m74a,Kenya,courtship,midflank,Stem1,other,7.463316216,33.3495169
m74a,Kenya,courtship,midflank,Stem2,other,6.802326276,38.7742756
m74b,Kenya,courtship,midflank,Leaf_B1,other,4.142838211,23.5158702
m74b,Kenya,courtship,midflank,Leaf_B2,other,5.765892736,23.6095739
m74b,Kenya,courtship,midflank,Leaf_T1,other,3.734527521,45.4509099
m74b,Kenya,courtship,midflank,Leaf_T2,other,4.539960165,43.9282908
m74b,Kenya,courtship,midflank,Stem1,other,6.3521492,25.5519552
m74b,Kenya,courtship,midflank,Stem2,other,5.517993207,30.9767139
m74b,Kenya,courtship,midflank,Leaf_B1,other,5.585851667,28.5623723
m74b,Kenya,courtship,midflank,Leaf_B2,other,7.249449713,28.656076
m74b,Kenya,courtship,midflank,Leaf_T1,other,3.313924357,50.497412
m74b,Kenya,courtship,midflank,Leaf_T2,other,5.36452284,48.9747929
m74b,Kenya,courtship,midflank,Stem1,other,7.831503186,30.5984573
m74b,Kenya,courtship,midflank,Stem2,other,7.100397023,36.023216
m7a,Kenya,courtship,midflank,Leaf_B1,other,7.380189262,24.373448
m7a,Kenya,courtship,midflank,Leaf_B2,other,9.044841559,24.4671517
m7a,Kenya,courtship,midflank,Leaf_T1,other,4.047954469,46.3084877
m7a,Kenya,courtship,midflank,Leaf_T2,other,6.789316887,44.7858686
m7a,Kenya,courtship,midflank,Stem1,other,9.744951045,26.409533
m7a,Kenya,courtship,midflank,Stem2,other,8.982342227,31.8342917
m7c,Kenya,courtship,midflank,Leaf_B1,other,6.289949594,33.0316159
m7c,Kenya,courtship,midflank,Leaf_B2,other,7.940950306,33.1253196
m7c,Kenya,courtship,midflank,Leaf_T1,other,3.295522036,54.9666556
m7c,Kenya,courtship,midflank,Leaf_T2,other,5.779496947,53.4440365
m7c,Kenya,courtship,midflank,Stem1,other,8.60425995,35.0677009
m7c,Kenya,courtship,midflank,Stem2,other,7.875346685,40.4924596
m8,Kenya,courtship,midflank,Leaf_B1,other,5.399441939,25.3387431
m8,Kenya,courtship,midflank,Leaf_B2,other,6.978323887,25.4324469
m8,Kenya,courtship,midflank,Leaf_T1,other,3.818040272,47.2737828
m8,Kenya,courtship,midflank,Leaf_T2,other,5.382435475,45.7511637
m8,Kenya,courtship,midflank,Stem1,other,7.363601996,27.3748282
m8,Kenya,courtship,midflank,Stem2,other,6.757899392,32.7995868
m8a,Kenya,courtship,midflank,Leaf_B1,other,8.466981642,26.5184426
m8a,Kenya,courtship,midflank,Leaf_B2,other,10.08240449,26.6121463
m8a,Kenya,courtship,midflank,Leaf_T1,other,4.765265637,48.4534822
m8a,Kenya,courtship,midflank,Leaf_T2,other,7.651769788,46.9308631
m8a,Kenya,courtship,midflank,Stem1,other,10.77822188,28.5545276
m8a,Kenya,courtship,midflank,Stem2,other,10.08271278,33.9792862
m8a,Kenya,courtship,midflank,Leaf_B1,other,9.648330279,26.2360865
m8a,Kenya,courtship,midflank,Leaf_B2,other,11.23315088,26.3297902
m8a,Kenya,courtship,midflank,Leaf_T1,other,5.603902851,48.1711261
m8a,Kenya,courtship,midflank,Leaf_T2,other,8.615669136,46.648507
m8a,Kenya,courtship,midflank,Stem1,other,12.00597521,28.2721715
m8a,Kenya,courtship,midflank,Stem2,other,11.31140305,33.6969301
m8c,Kenya,courtship,midflank,Leaf_B1,other,6.465609292,20.1286837
m8c,Kenya,courtship,midflank,Leaf_B2,other,8.014375271,20.2223875
m8c,Kenya,courtship,midflank,Leaf_T1,other,3.814637747,42.0637234
m8c,Kenya,courtship,midflank,Leaf_T2,other,5.96946783,40.5411043
m8c,Kenya,courtship,midflank,Stem1,other,8.544470921,22.1647688
m8c,Kenya,courtship,midflank,Stem2,other,7.94398324,27.5895274
X29a,Kenya,courtship,midflank,Leaf_B1,other,4.050461703,23.3878386
X29a,Kenya,courtship,midflank,Leaf_B2,other,5.694104429,23.4815423
X29a,Kenya,courtship,midflank,Leaf_T1,other,3.655396968,45.3228782
X29a,Kenya,courtship,midflank,Leaf_T2,other,4.491184601,43.8002591
X29a,Kenya,courtship,midflank,Stem1,other,6.124957193,25.4239236
X29a,Kenya,courtship,midflank,Stem2,other,5.394052105,30.8486822
m95d,Hawaii,courtship,gular,Leaf_B1,own,3.974108008,40.0998391
m95d,Hawaii,courtship,gular,Leaf_B2,own,5.463325052,40.1935428
m95d,Hawaii,courtship,gular,Leaf_T1,own,3.077627525,62.0348788
m95d,Hawaii,courtship,gular,Leaf_T2,own,3.808214111,60.5122597
m95d,Hawaii,courtship,gular,Stem1,own,6.01420946,42.1359241
m95d,Hawaii,courtship,gular,Stem2,own,5.421163463,47.5606828
m101,Hawaii,courtship,tailbase,Leaf_B1,own,1.867406823,17.7303437
m101,Hawaii,courtship,tailbase,Leaf_B2,own,1.623649556,17.8240474
m101,Hawaii,courtship,tailbase,Leaf_T1,own,6.527969471,39.6653834
m101,Hawaii,courtship,tailbase,Leaf_T2,own,4.140307009,38.1427643
m101,Hawaii,courtship,tailbase,Stem1,own,1.527201112,19.7664287
m101,Hawaii,courtship,tailbase,Stem2,own,0.726495616,25.1911874
m101b,Hawaii,courtship,tailbase,Leaf_B1,own,3.30190161,9.4658718
m101b,Hawaii,courtship,tailbase,Leaf_B2,own,2.358238571,9.5595755
m101b,Hawaii,courtship,tailbase,Leaf_T1,own,7.970202335,31.4009114
m101b,Hawaii,courtship,tailbase,Leaf_T2,own,5.413817089,29.8782923
m101b,Hawaii,courtship,tailbase,Stem1,own,0.623319085,11.5019568
m101b,Hawaii,courtship,tailbase,Stem2,own,1.497137101,16.9267154
m101c,Hawaii,courtship,tailbase,Leaf_B1,own,2.549777987,12.8297968
m101c,Hawaii,courtship,tailbase,Leaf_B2,own,2.223238061,12.9235005
m101c,Hawaii,courtship,tailbase,Leaf_T1,own,6.921160158,34.7648365
m101c,Hawaii,courtship,tailbase,Leaf_T2,own,4.554931719,33.2422174
m101c,Hawaii,courtship,tailbase,Stem1,own,2.41012681,14.8658818
m101c,Hawaii,courtship,tailbase,Stem2,own,1.766733653,20.2906405
