ID,Population,Colour,BodyRegion,Background,Background2,dS,dL
m19c,Kenya,courtship,gular,Leaf_T1,own,1.855441548,27.6295834
m19c,Kenya,courtship,gular,Leaf_T2,own,3.702510407,28.7053923
m19c,Kenya,courtship,gular,Stem1,own,4.459254965,22.544282
m19c,Kenya,courtship,gular,Stem2,own,4.770192565,13.5746265
m19c,Kenya,courtship,gular,Leaf_B1,own,4.418976582,21.5896643
m19c,Kenya,courtship,gular,Leaf_B2,own,3.642188294,22.9083717
m19c,Kenya,courtship,gular,Leaf_T1,own,0.598569177,37.2435109
m19c,Kenya,courtship,gular,Leaf_T2,own,3.059261445,38.3193197
m19c,Kenya,courtship,gular,Stem1,own,4.437227308,32.1582094
m19c,Kenya,courtship,gular,Stem2,own,4.927160882,23.1885539
m203,Kenya,courtship,gular,Leaf_B1,own,5.041362335,16.69708
m203,Kenya,courtship,gular,Leaf_B2,own,4.235145523,18.0157874
m203,Kenya,courtship,gular,Leaf_T1,own,1.298376789,32.3509266
m203,Kenya,courtship,gular,Leaf_T2,own,3.690715024,33.4267354
m203,Kenya,courtship,gular,Stem1,own,4.895521338,27.2656251
m203,Kenya,courtship,gular,Stem2,own,5.272377966,18.2959696
m20b,Kenya,courtship,gular,Leaf_B1,own,4.656298259,20.0547558
m20b,Kenya,courtship,gular,Leaf_B2,own,3.84059234,21.3734632
m20b,Kenya,courtship,gular,Leaf_T1,own,1.273349137,35.7086024
m20b,Kenya,courtship,gular,Leaf_T2,own,3.303694667,36.7844113
m20b,Kenya,courtship,gular,Stem1,own,4.325841946,30.6233009
m20b,Kenya,courtship,gular,Stem2,own,4.693082305,21.6536454
m20b,Kenya,courtship,gular,Leaf_B1,own,5.015287924,20.2548895
m20b,Kenya,courtship,gular,Leaf_B2,own,4.220427028,21.5735969
m20b,Kenya,courtship,gular,Leaf_T1,own,1.656674455,35.9087361
m20b,Kenya,courtship,gular,Leaf_T2,own,3.653700236,36.9845449
m20b,Kenya,courtship,gular,Stem1,own,4.532614207,30.8234346
m20b,Kenya,courtship,gular,Stem2,own,4.903411787,21.8537791
m211,Kenya,courtship,gular,Leaf_B1,own,3.547955743,25.4378696
m211,Kenya,courtship,gular,Leaf_B2,own,2.704393662,26.756577
m211,Kenya,courtship,gular,Leaf_T1,own,1.755302326,41.0917162
m211,Kenya,courtship,gular,Leaf_T2,own,2.310247939,42.167525
m211,Kenya,courtship,gular,Stem1,own,3.017742361,36.0064147
m211,Kenya,courtship,gular,Stem2,own,3.335018085,27.0367592
m212,Kenya,courtship,gular,Leaf_B1,own,1.779516215,18.0743885
m212,Kenya,courtship,gular,Leaf_B2,own,1.12803872,19.3930958
m212,Kenya,courtship,gular,Leaf_T1,own,2.300001563,33.7282351
m212,Kenya,courtship,gular,Leaf_T2,own,0.405763788,34.8040439
m212,Kenya,courtship,gular,Stem1,own,2.25677556,28.6429336
m212,Kenya,courtship,gular,Stem2,own,3.124314806,19.6732781
m22a,Kenya,courtship,gular,Leaf_B1,own,3.470307562,12.3745601
m22a,Kenya,courtship,gular,Leaf_B2,own,2.768495662,13.6932674
m22a,Kenya,courtship,gular,Leaf_T1,own,2.991711955,28.0284066
m22a,Kenya,courtship,gular,Leaf_T2,own,2.529393699,29.1042155
m22a,Kenya,courtship,gular,Stem1,own,2.127532779,22.9431052
m22a,Kenya,courtship,gular,Stem2,own,2.340090017,13.9734497
m28a,Kenya,courtship,gular,Leaf_B1,own,6.187391132,25.3768281
m28a,Kenya,courtship,gular,Leaf_B2,own,5.358551999,26.6955355
m28a,Kenya,courtship,gular,Leaf_T1,own,3.235307231,41.0306747
m28a,Kenya,courtship,gular,Leaf_T2,own,4.920725523,42.1064835
m28a,Kenya,courtship,gular,Stem1,own,5.26947158,35.9453732
m28a,Kenya,courtship,gular,Stem2,own,5.320827516,26.9757177
m32a,Kenya,courtship,gular,Leaf_B1,own,5.78654038,23.3592591
m32a,Kenya,courtship,gular,Leaf_B2,own,4.932742115,24.6779665
m32a,Kenya,courtship,gular,Leaf_T1,own,2.749003922,39.0131057
m32a,Kenya,courtship,gular,Leaf_T2,own,4.523111955,40.0889145
m32a,Kenya,courtship,gular,Stem1,own,5.085450862,33.9278042
m32a,Kenya,courtship,gular,Stem2,own,5.145910568,24.9581487
m52,Kenya,courtship,gular,Leaf_B1,own,4.688800615,31.7991044
m52,Kenya,courtship,gular,Leaf_B2,own,3.892992997,33.1178117
m52,Kenya,courtship,gular,Leaf_T1,own,1.858510081,47.4529509
m52,Kenya,courtship,gular,Leaf_T2,own,3.367407851,48.5287598
m52,Kenya,courtship,gular,Stem1,own,4.011642774,42.3676495
m52,Kenya,courtship,gular,Stem2,own,4.34323848,33.397994
m52a,Kenya,courtship,gular,Leaf_B1,own,4.338386408,13.5503941
m52a,Kenya,courtship,gular,Leaf_B2,own,3.59238552,14.8691015
m52a,Kenya,courtship,gular,Leaf_T1,own,2.801828231,29.2042407
m52a,Kenya,courtship,gular,Leaf_T2,own,3.219678773,30.2800495
m52a,Kenya,courtship,gular,Stem1,own,3.12977033,24.1189392
m52a,Kenya,courtship,gular,Stem2,own,3.305410833,15.1492837
m55c,Kenya,courtship,gular,Leaf_B1,own,4.815326393,20.7197705
m55c,Kenya,courtship,gular,Leaf_B2,own,4.015121562,22.0384779
m55c,Kenya,courtship,gular,Leaf_T1,own,1.408888357,36.3736171
m55c,Kenya,courtship,gular,Leaf_T2,own,3.564688973,37.4494259
m55c,Kenya,courtship,gular,Stem1,own,4.973032077,31.2883156
m55c,Kenya,courtship,gular,Stem2,own,5.318005674,22.3186601
m56a,Kenya,courtship,gular,Leaf_B1,own,2.883967606,25.8491418
m56a,Kenya,courtship,gular,Leaf_B2,own,2.048039606,27.1678492
m56a,Kenya,courtship,gular,Leaf_T1,own,1.501752266,41.5029884
m56a,Kenya,courtship,gular,Leaf_T2,own,1.642155862,42.5787973
m56a,Kenya,courtship,gular,Stem1,own,3.034185866,36.4176869
m56a,Kenya,courtship,gular,Stem2,own,3.520344378,27.4480315
m56c,Kenya,courtship,gular,Leaf_B1,own,2.349567343,10.1893007
m56c,Kenya,courtship,gular,Leaf_B2,own,1.525213979,11.5080081
m56c,Kenya,courtship,gular,Leaf_T1,own,1.920270165,25.8431473
m56c,Kenya,courtship,gular,Leaf_T2,own,1.19684301,26.9189561
m56c,Kenya,courtship,gular,Stem1,own,2.759033388,20.7578458
m56c,Kenya,courtship,gular,Stem2,own,3.312505308,11.7881903
m63b,Kenya,courtship,gular,Leaf_B1,own,6.086645736,28.6734546
m63b,Kenya,courtship,gular,Leaf_B2,own,5.256966563,29.992162
m63b,Kenya,courtship,gular,Leaf_T1,own,2.40109864,44.3273012
m63b,Kenya,courtship,gular,Leaf_T2,own,4.756410482,45.4031101
m63b,Kenya,courtship,gular,Stem1,own,5.790159332,39.2419998
m63b,Kenya,courtship,gular,Stem2,own,6.026775316,30.2723443
m64,Kenya,courtship,gular,Leaf_B1,own,4.853283619,22.2666768
m64,Kenya,courtship,gular,Leaf_B2,own,4.008702549,23.5853842
m64,Kenya,courtship,gular,Leaf_T1,own,2.147580874,37.9205234
m64,Kenya,courtship,gular,Leaf_T2,own,3.59239398,38.9963322
m64,Kenya,courtship,gular,Stem1,own,4.14870448,32.8352219
m64,Kenya,courtship,gular,Stem2,own,4.298128807,23.8655664
m64,Kenya,courtship,gular,Leaf_B1,own,4.835992233,18.2836913
m64,Kenya,courtship,gular,Leaf_B2,own,4.032098594,19.6023986
m64,Kenya,courtship,gular,Leaf_T1,own,2.89575665,33.9375378
m64,Kenya,courtship,gular,Leaf_T2,own,3.696574196,35.0133467
m64,Kenya,courtship,gular,Stem1,own,3.70589608,28.8522364
m64,Kenya,courtship,gular,Stem2,own,3.718864208,19.8825809
m64b,Kenya,courtship,gular,Leaf_B1,own,8.756424125,27.2500587
m64b,Kenya,courtship,gular,Leaf_B2,own,7.934095187,28.568766
m64b,Kenya,courtship,gular,Leaf_T1,own,4.99026473,42.9039053
m64b,Kenya,courtship,gular,Leaf_T2,own,7.400164331,43.9797141
m64b,Kenya,courtship,gular,Stem1,own,8.205835819,37.8186038
m64b,Kenya,courtship,gular,Stem2,own,8.353456714,28.8489483
m74a,Kenya,courtship,gular,Leaf_B1,own,5.261075916,19.0591869
m74a,Kenya,courtship,gular,Leaf_B2,own,4.39490912,20.3778942
m74a,Kenya,courtship,gular,Leaf_T1,own,2.502078493,34.7130334
m74a,Kenya,courtship,gular,Leaf_T2,own,4.058852715,35.7888423
m74a,Kenya,courtship,gular,Stem1,own,4.701273079,29.627732
m74a,Kenya,courtship,gular,Stem2,own,4.729684307,20.6580765
m74b,Kenya,courtship,gular,Leaf_B1,own,5.841949203,26.0898663
m74b,Kenya,courtship,gular,Leaf_B2,own,5.00559449,27.4085736
m74b,Kenya,courtship,gular,Leaf_T1,own,2.279894615,41.7437129
m74b,Kenya,courtship,gular,Leaf_T2,own,4.514062143,42.8195217
m74b,Kenya,courtship,gular,Stem1,own,5.449578494,36.6584114
m74b,Kenya,courtship,gular,Stem2,own,5.668260381,27.6887559
m74b,Kenya,courtship,gular,Leaf_B1,own,3.1667196,25.797707
m74b,Kenya,courtship,gular,Leaf_B2,own,2.388354816,27.1164144
m74b,Kenya,courtship,gular,Leaf_T1,own,0.94236684,41.4515536
m74b,Kenya,courtship,gular,Leaf_T2,own,1.812291212,42.5273625
m74b,Kenya,courtship,gular,Stem1,own,3.327298257,36.3662521
m74b,Kenya,courtship,gular,Stem2,own,3.921900761,27.3965967
m7a,Kenya,courtship,gular,Leaf_B1,own,2.35696653,25.7628227
m7a,Kenya,courtship,gular,Leaf_B2,own,3.009436699,27.0815301
m7a,Kenya,courtship,gular,Leaf_T1,own,5.67442368,41.4166693
m7a,Kenya,courtship,gular,Leaf_T2,own,3.472464944,42.4924781
m7a,Kenya,courtship,gular,Stem1,own,4.303623588,36.3313678
m7a,Kenya,courtship,gular,Stem2,own,4.920384232,27.3617123
m7c,Kenya,courtship,gular,Leaf_B1,own,4.520857915,16.2516236
m7c,Kenya,courtship,gular,Leaf_B2,own,3.746574428,17.5703309
m7c,Kenya,courtship,gular,Leaf_T1,own,1.218228604,31.9054702
m7c,Kenya,courtship,gular,Leaf_T2,own,3.289475496,32.981279
m7c,Kenya,courtship,gular,Stem1,own,4.829509324,26.8201687
m7c,Kenya,courtship,gular,Stem2,own,5.236028449,17.8505132
m8,Kenya,courtship,gular,Leaf_B1,own,2.772526187,6.6823019
m8,Kenya,courtship,gular,Leaf_B2,own,2.707417758,8.0010093
m8,Kenya,courtship,gular,Leaf_T1,own,4.487648225,22.3361485
m8,Kenya,courtship,gular,Leaf_T2,own,3.103157223,23.4119573
m8,Kenya,courtship,gular,Stem1,own,4.328593535,17.250847
m8,Kenya,courtship,gular,Stem2,own,4.676780551,8.2811915
m8a,Kenya,courtship,gular,Leaf_B1,own,3.8947197,20.6617357
m8a,Kenya,courtship,gular,Leaf_B2,own,3.163451826,21.980443
m8a,Kenya,courtship,gular,Leaf_T1,own,1.001184308,36.3155822
m8a,Kenya,courtship,gular,Leaf_T2,own,2.514776263,37.3913911
m8a,Kenya,courtship,gular,Stem1,own,3.68267299,31.2302808
m8a,Kenya,courtship,gular,Stem2,own,4.286548202,22.2606253
m8a,Kenya,courtship,gular,Leaf_B1,own,4.067553812,24.2772128
m8a,Kenya,courtship,gular,Leaf_B2,own,3.2993596,25.5959202
m8a,Kenya,courtship,gular,Leaf_T1,own,1.49865907,39.9310594
m8a,Kenya,courtship,gular,Leaf_T2,own,2.728368097,41.0068682
m8a,Kenya,courtship,gular,Stem1,own,3.532076928,34.8457579
m8a,Kenya,courtship,gular,Stem2,own,4.00677978,25.8761024
m8c,Kenya,courtship,gular,Leaf_B1,own,6.092911842,19.6142942
m8c,Kenya,courtship,gular,Leaf_B2,own,5.270810457,20.9330016
m8c,Kenya,courtship,gular,Leaf_T1,own,2.397662362,35.2681408
m8c,Kenya,courtship,gular,Leaf_T2,own,4.742736843,36.3439497
m8c,Kenya,courtship,gular,Stem1,own,5.714290923,30.1828393
m8c,Kenya,courtship,gular,Stem2,own,5.973833598,21.2131839
m8c,Kenya,courtship,gular,Leaf_B1,own,7.947832879,9.3205676
m8c,Kenya,courtship,gular,Leaf_B2,own,7.098322152,10.6392749
m8c,Kenya,courtship,gular,Leaf_T1,own,4.443229194,24.9744142
m8c,Kenya,courtship,gular,Leaf_T2,own,6.641701474,26.050223
m8c,Kenya,courtship,gular,Stem1,own,7.285858357,19.8891127
m8c,Kenya,courtship,gular,Stem2,own,7.316695093,10.9194572
X29a,Kenya,courtship,gular,Leaf_B1,own,6.849925901,18.5690813
X29a,Kenya,courtship,gular,Leaf_B2,own,6.00692026,19.8877887
X29a,Kenya,courtship,gular,Leaf_T1,own,3.279296663,34.2229279
X29a,Kenya,courtship,gular,Leaf_T2,own,5.529353417,35.2987368
X29a,Kenya,courtship,gular,Stem1,own,6.340706568,29.1376264
X29a,Kenya,courtship,gular,Stem2,own,6.470852717,20.167971
m101,Hawaii,courtship,gular,Leaf_B1,other,0.529849119,28.6533403
m101,Hawaii,courtship,gular,Leaf_B2,other,0.853787508,29.9720477
m101,Hawaii,courtship,gular,Leaf_T1,other,3.613590495,44.3071869
m101,Hawaii,courtship,gular,Leaf_T2,other,1.076770524,45.3829957
m101,Hawaii,courtship,gular,Stem1,other,2.318024254,39.2218854
m101,Hawaii,courtship,gular,Stem2,other,3.23835038,30.2522299
m101b,Hawaii,courtship,gular,Leaf_B1,other,3.018715402,25.1126382
m101b,Hawaii,courtship,gular,Leaf_B2,other,3.878134939,26.4313456
m101b,Hawaii,courtship,gular,Leaf_T1,other,6.723246767,40.7664848
m101b,Hawaii,courtship,gular,Leaf_T2,other,4.278604854,41.8422937
m101b,Hawaii,courtship,gular,Stem1,other,4.559067064,35.6811834
m101b,Hawaii,courtship,gular,Stem2,other,5.273447693,26.7115279
m101c,Hawaii,courtship,gular,Leaf_B1,other,1.825399473,15.0730689
m101c,Hawaii,courtship,gular,Leaf_B2,other,1.18654159,16.3917762
m101c,Hawaii,courtship,gular,Leaf_T1,other,2.316369602,30.7269155
m101c,Hawaii,courtship,gular,Leaf_T2,other,0.484370247,31.8027243
m101c,Hawaii,courtship,gular,Stem1,other,2.190658876,25.641614
m101c,Hawaii,courtship,gular,Stem2,other,3.072186694,16.6719585
m104,Hawaii,courtship,gular,Leaf_B1,other,8.368694054,19.6768709
m104,Hawaii,courtship,gular,Leaf_B2,other,7.563564125,20.9955782
m104,Hawaii,courtship,gular,Leaf_T1,other,4.814105436,35.3307175
m104,Hawaii,courtship,gular,Leaf_T2,other,7.020389351,36.4065263
m104,Hawaii,courtship,gular,Stem1,other,7.592909568,30.245416
m104,Hawaii,courtship,gular,Stem2,other,7.735565963,21.2757605
m21,Hawaii,courtship,gular,Leaf_B1,other,6.81135546,31.2488567
m21,Hawaii,courtship,gular,Leaf_B2,other,5.960447068,32.5675641
m21,Hawaii,courtship,gular,Leaf_T1,other,3.303495532,46.9027033
m21,Hawaii,courtship,gular,Leaf_T2,other,5.515284663,47.9785122
m21,Hawaii,courtship,gular,Stem1,other,6.345556762,41.8174018
m21,Hawaii,courtship,gular,Stem2,other,6.440845742,32.8477464
m2bh,Hawaii,courtship,gular,Leaf_B1,other,7.81179812,25.0093337
m2bh,Hawaii,courtship,gular,Leaf_B2,other,6.958961151,26.3280411
m2bh,Hawaii,courtship,gular,Leaf_T1,other,4.270453542,40.6631803
m2bh,Hawaii,courtship,gular,Leaf_T2,other,6.515584174,41.7389891
m2bh,Hawaii,courtship,gular,Stem1,other,7.271589478,35.5778788
m2bh,Hawaii,courtship,gular,Stem2,other,7.311840439,26.6082233
m2d,Hawaii,courtship,gular,Leaf_B1,other,4.010651716,29.0846802
m2d,Hawaii,courtship,gular,Leaf_B2,other,4.802405822,30.4033875
m2d,Hawaii,courtship,gular,Leaf_T1,other,7.71760565,44.7385268
m2d,Hawaii,courtship,gular,Leaf_T2,other,5.323676235,45.8143356
m2d,Hawaii,courtship,gular,Stem1,other,5.574657802,39.6532253
m2d,Hawaii,courtship,gular,Stem2,other,6.073637203,30.6835698
m40,Hawaii,courtship,gular,Leaf_B1,other,5.882833396,31.1393899
m40,Hawaii,courtship,gular,Leaf_B2,other,5.05504251,32.4580972
m40,Hawaii,courtship,gular,Leaf_T1,other,2.371382358,46.7932365
m40,Hawaii,courtship,gular,Leaf_T2,other,4.541506606,47.8690453
m40,Hawaii,courtship,gular,Stem1,other,5.371227062,41.707935
m40,Hawaii,courtship,gular,Stem2,other,5.600348403,32.7382795
m40c,Hawaii,courtship,gular,Leaf_B1,other,2.117480573,23.2006925
m40c,Hawaii,courtship,gular,Leaf_B2,other,1.574075736,24.5193998
m40c,Hawaii,courtship,gular,Leaf_T1,other,2.967340924,38.854539
m40c,Hawaii,courtship,gular,Leaf_T2,other,1.299582175,39.9303479
m40c,Hawaii,courtship,gular,Stem1,other,1.354934856,33.7692376
m40c,Hawaii,courtship,gular,Stem2,other,2.246300668,24.7995821
m40d,Hawaii,courtship,gular,Leaf_B1,other,2.539422023,13.4922792
m40d,Hawaii,courtship,gular,Leaf_B2,other,2.205474355,14.8109866
m40d,Hawaii,courtship,gular,Leaf_T1,other,3.435981441,29.1461258
m40d,Hawaii,courtship,gular,Leaf_T2,other,1.920066896,30.2219347
m40d,Hawaii,courtship,gular,Stem1,other,1.516306399,24.0608243
m40d,Hawaii,courtship,gular,Stem2,other,2.464184345,15.0911688
m44b,Hawaii,courtship,gular,Leaf_B1,other,1.015577809,27.9182503
m44b,Hawaii,courtship,gular,Leaf_B2,other,0.651267287,29.2369577
m44b,Hawaii,courtship,gular,Leaf_T1,other,3.000775029,43.5720969
m44b,Hawaii,courtship,gular,Leaf_T2,other,0.511063518,44.6479057
m44b,Hawaii,courtship,gular,Stem1,other,2.314591455,38.4867954
m44b,Hawaii,courtship,gular,Stem2,other,3.204587828,29.5171399
m67d,Hawaii,courtship,gular,Leaf_B1,other,3.142417982,29.5405662
m67d,Hawaii,courtship,gular,Leaf_B2,other,3.906976652,30.8592735
m67d,Hawaii,courtship,gular,Leaf_T1,other,6.87763468,45.1944127
m67d,Hawaii,courtship,gular,Leaf_T2,other,4.462465576,46.2702216
m67d,Hawaii,courtship,gular,Stem1,other,4.731847971,40.1091113
m67d,Hawaii,courtship,gular,Stem2,other,5.222116242,31.1394558
m69,Hawaii,courtship,gular,Leaf_B1,other,6.950013779,26.8484225
m69,Hawaii,courtship,gular,Leaf_B2,other,6.156536808,28.1671299
m69,Hawaii,courtship,gular,Leaf_T1,other,3.644498148,42.5022691
m69,Hawaii,courtship,gular,Leaf_T2,other,5.621268326,43.578078
m69,Hawaii,courtship,gular,Stem1,other,6.106947255,37.4169676
m69,Hawaii,courtship,gular,Stem2,other,6.286703032,28.4473122
m73d,Hawaii,courtship,gular,Leaf_B1,other,4.597595896,14.7936603
m73d,Hawaii,courtship,gular,Leaf_B2,other,3.753171073,16.1123677
m73d,Hawaii,courtship,gular,Leaf_T1,other,1.465014564,30.4475069
m73d,Hawaii,courtship,gular,Leaf_T2,other,3.324716787,31.5233158
m73d,Hawaii,courtship,gular,Stem1,other,4.426714246,25.3622054
m73d,Hawaii,courtship,gular,Stem2,other,4.691309238,16.39255
m78,Hawaii,courtship,gular,Leaf_B1,other,0.83020968,27.6617929
m78,Hawaii,courtship,gular,Leaf_B2,other,1.435320469,28.9805003
m78,Hawaii,courtship,gular,Leaf_T1,other,4.052019819,43.3156395
m78,Hawaii,courtship,gular,Leaf_T2,other,1.662470205,44.3914483
m78,Hawaii,courtship,gular,Stem1,other,2.840351091,38.230338
m78,Hawaii,courtship,gular,Stem2,other,3.744546966,29.2606825
m78b,Hawaii,courtship,gular,Leaf_B1,other,1.140416066,16.29947
m78b,Hawaii,courtship,gular,Leaf_B2,other,1.871144989,17.6181774
m78b,Hawaii,courtship,gular,Leaf_T1,other,4.771752168,31.9533166
m78b,Hawaii,courtship,gular,Leaf_T2,other,2.35129295,33.0291255
m78b,Hawaii,courtship,gular,Stem1,other,3.132537059,26.8680152
m78b,Hawaii,courtship,gular,Stem2,other,3.855789011,17.8983597
m79c,Hawaii,courtship,gular,Leaf_B1,other,5.164827576,26.105129
m79c,Hawaii,courtship,gular,Leaf_B2,other,4.346002919,27.4238363
m79c,Hawaii,courtship,gular,Leaf_T1,other,1.798365794,41.7589755
m79c,Hawaii,courtship,gular,Leaf_T2,other,3.818895982,42.8347844
m79c,Hawaii,courtship,gular,Stem1,other,4.673077627,36.6736741
m79c,Hawaii,courtship,gular,Stem2,other,4.971202142,27.7040186
m80b,Hawaii,courtship,gular,Leaf_B1,other,7.957427223,29.0265428
m80b,Hawaii,courtship,gular,Leaf_B2,other,7.137913595,30.3452502
m80b,Hawaii,courtship,gular,Leaf_T1,other,4.518134255,44.6803894
m80b,Hawaii,courtship,gular,Leaf_T2,other,6.630179277,45.7561982
m80b,Hawaii,courtship,gular,Stem1,other,7.130000915,39.5950879
m80b,Hawaii,courtship,gular,Stem2,other,7.218364134,30.6254324
m82d,Hawaii,courtship,gular,Leaf_B1,other,1.437318494,16.8329123
m82d,Hawaii,courtship,gular,Leaf_B2,other,1.895808746,18.1516197
m82d,Hawaii,courtship,gular,Leaf_T1,other,4.17306572,32.4867589
m82d,Hawaii,courtship,gular,Leaf_T2,other,1.853312671,33.5625678
m82d,Hawaii,courtship,gular,Stem1,other,2.485417407,27.4014575
m82d,Hawaii,courtship,gular,Stem2,other,3.572968599,18.431802
m89,Hawaii,courtship,gular,Leaf_B1,other,8.717985265,31.011267
m89,Hawaii,courtship,gular,Leaf_B2,other,7.903469207,32.3299743
m89,Hawaii,courtship,gular,Leaf_T1,other,5.210526636,46.6651135
m89,Hawaii,courtship,gular,Leaf_T2,other,7.382129461,47.7409224
m89,Hawaii,courtship,gular,Stem1,other,7.886740036,41.5798121
m89,Hawaii,courtship,gular,Stem2,other,7.974181021,32.6101566
m9,Hawaii,courtship,gular,Leaf_B1,other,2.254961307,18.7148208
m9,Hawaii,courtship,gular,Leaf_B2,other,1.415111903,20.0335282
m9,Hawaii,courtship,gular,Leaf_T1,other,2.021091445,34.3686674
m9,Hawaii,courtship,gular,Leaf_T2,other,1.017030962,35.4444763
m9,Hawaii,courtship,gular,Stem1,other,2.350758707,29.2833659
m9,Hawaii,courtship,gular,Stem2,other,2.956542494,20.3137105
m90,Hawaii,courtship,gular,Leaf_B1,other,4.127989071,26.8957915
m90,Hawaii,courtship,gular,Leaf_B2,other,3.406251853,28.2144989
m90,Hawaii,courtship,gular,Leaf_T1,other,1.997548787,42.5496381
m90,Hawaii,courtship,gular,Leaf_T2,other,2.847317679,43.6254469
m90,Hawaii,courtship,gular,Stem1,other,3.368571613,37.4643366
m90,Hawaii,courtship,gular,Stem2,other,3.853103969,28.4946811
m90,Hawaii,courtship,gular,Leaf_B1,other,4.127989071,26.8957915
m90,Hawaii,courtship,gular,Leaf_B2,other,3.406251853,28.2144989
m90,Hawaii,courtship,gular,Leaf_T1,other,1.997548787,42.5496381
m90,Hawaii,courtship,gular,Leaf_T2,other,2.847317679,43.6254469
m90,Hawaii,courtship,gular,Stem1,other,3.368571613,37.4643366
m90,Hawaii,courtship,gular,Stem2,other,3.853103969,28.4946811
m95d,Hawaii,courtship,gular,Leaf_B1,other,0.350105565,30.8331745
m95d,Hawaii,courtship,gular,Leaf_B2,other,0.797195414,32.1518819
m95d,Hawaii,courtship,gular,Leaf_T1,other,3.82838253,46.4870211
m95d,Hawaii,courtship,gular,Leaf_T2,other,1.190871364,47.56283
m95d,Hawaii,courtship,gular,Stem1,other,1.884294599,41.4017196
m95d,Hawaii,courtship,gular,Stem2,other,2.810241311,32.4320642
m95d,Hawaii,courtship,gular,Leaf_B1,other,4.753532894,32.8528423
m95d,Hawaii,courtship,gular,Leaf_B2,other,3.994047425,34.1715497
m95d,Hawaii,courtship,gular,Leaf_T1,other,2.345907125,48.5066889
m95d,Hawaii,courtship,gular,Leaf_T2,other,3.486515701,49.5824978
m95d,Hawaii,courtship,gular,Stem1,other,3.841191863,43.4213875
m95d,Hawaii,courtship,gular,Stem2,other,4.153432788,34.451732
m99,Hawaii,courtship,gular,Leaf_B1,other,2.588737258,26.6024072
m99,Hawaii,courtship,gular,Leaf_B2,other,3.019145749,27.9211145
m99,Hawaii,courtship,gular,Leaf_T1,other,5.805707997,42.2562538
m99,Hawaii,courtship,gular,Leaf_T2,other,3.653718308,43.3320626
m99,Hawaii,courtship,gular,Stem1,other,4.148851049,37.1709523
m99,Hawaii,courtship,gular,Stem2,other,4.454629008,28.2012968
ms5,Hawaii,courtship,gular,Leaf_B1,other,3.068267916,19.5335266
ms5,Hawaii,courtship,gular,Leaf_B2,other,2.339545981,20.852234
ms5,Hawaii,courtship,gular,Leaf_T1,other,0.941144599,35.1873732
ms5,Hawaii,courtship,gular,Leaf_T2,other,1.704812587,36.2631821
ms5,Hawaii,courtship,gular,Stem1,other,3.359952502,30.1020717
ms5,Hawaii,courtship,gular,Stem2,other,4.03478672,21.1324163
m108,Kenya,courtship,gular,Leaf_B1,other,3.324206522,29.482162
m108,Kenya,courtship,gular,Leaf_B2,other,3.521518401,29.5758657
m108,Kenya,courtship,gular,Leaf_T1,other,6.457766522,51.4172016
m108,Kenya,courtship,gular,Leaf_T2,other,4.5204821,49.8945826
m108,Kenya,courtship,gular,Stem1,other,4.334919147,31.518247
m108,Kenya,courtship,gular,Stem2,other,3.541853504,36.9430057
m11b,Kenya,courtship,gular,Leaf_B1,other,4.623984449,36.9456801
m11b,Kenya,courtship,gular,Leaf_B2,other,6.282988173,37.0393838
m11b,Kenya,courtship,gular,Leaf_T1,other,2.305344597,58.8807197
m11b,Kenya,courtship,gular,Leaf_T2,other,4.17986842,57.3581006
m11b,Kenya,courtship,gular,Stem1,other,7.128394134,38.9817651
m11b,Kenya,courtship,gular,Stem2,other,6.294729086,44.4065237
m13,Kenya,courtship,gular,Leaf_B1,other,5.857499157,26.6991754
m13,Kenya,courtship,gular,Leaf_B2,other,7.4789175,26.7928791
m13,Kenya,courtship,gular,Leaf_T1,other,2.904435744,48.634215
m13,Kenya,courtship,gular,Leaf_T2,other,5.278426507,47.1115959
m13,Kenya,courtship,gular,Stem1,other,8.160697963,28.7352604
m13,Kenya,courtship,gular,Stem2,other,7.457381835,34.160019
m17a,Kenya,courtship,gular,Leaf_B1,other,0.654123995,29.4349926
m17a,Kenya,courtship,gular,Leaf_B2,other,1.810261005,29.5286963
m17a,Kenya,courtship,gular,Leaf_T1,other,5.008368319,51.3700323
m17a,Kenya,courtship,gular,Leaf_T2,other,2.806304381,49.8474132
m17a,Kenya,courtship,gular,Stem1,other,2.432738463,31.4710776
m17a,Kenya,courtship,gular,Stem2,other,1.671692051,36.8958363
m17b,Kenya,courtship,gular,Leaf_B1,other,1.70517893,22.1061046
m17b,Kenya,courtship,gular,Leaf_B2,other,3.0377378,22.1998084
m17b,Kenya,courtship,gular,Leaf_T1,other,3.959686157,44.0411443
m17b,Kenya,courtship,gular,Leaf_T2,other,2.311241935,42.5185252
m17b,Kenya,courtship,gular,Stem1,other,4.207447853,24.1421897
m17b,Kenya,courtship,gular,Stem2,other,3.26056027,29.5669483
m18c,Kenya,courtship,gular,Leaf_B1,other,3.734574206,24.3129729
m18c,Kenya,courtship,gular,Leaf_B2,other,5.377921725,24.4066766
m18c,Kenya,courtship,gular,Leaf_T1,other,1.979618459,46.2480126
m18c,Kenya,courtship,gular,Leaf_T2,other,3.243335326,44.7253935
m18c,Kenya,courtship,gular,Stem1,other,6.304397134,26.3490579
m18c,Kenya,courtship,gular,Stem2,other,5.468473585,31.7738166
m19c,Kenya,courtship,gular,Leaf_B1,other,4.290159433,19.2227336
