ID,SVL,Population,Colour,BodyRegion,Background,dS,dL
m99,95,Hawaii,Courtship,gular,Leaf_B2,3.63168954,33.9431077
m99,95,Hawaii,Courtship,gular,Leaf_T1,7.557621348,55.7844436
m99,95,Hawaii,Courtship,gular,Leaf_T2,5.601201378,54.2618245
m99,95,Hawaii,Courtship,gular,Stem1,3.551717562,35.885489
m99,95,Hawaii,Courtship,gular,Stem2,3.013494148,41.3102476
m99,95,Hawaii,Courtship,midflank,Leaf_B1,1.991558465,21.8070832
m99,95,Hawaii,Courtship,midflank,Leaf_B2,3.480199296,21.900787
m99,95,Hawaii,Courtship,midflank,Leaf_T1,4.103069943,43.7421229
m99,95,Hawaii,Courtship,midflank,Leaf_T2,3.089160929,42.2195038
m99,95,Hawaii,Courtship,midflank,Stem1,3.892990099,23.8431683
m99,95,Hawaii,Courtship,midflank,Stem2,3.241120414,29.2679269
m99,95,Hawaii,Courtship,tailbase,Leaf_B1,2.776378479,14.3513994
m99,95,Hawaii,Courtship,tailbase,Leaf_B2,2.816400382,14.4451031
m99,95,Hawaii,Courtship,tailbase,Leaf_T1,6.997484686,36.286439
m99,95,Hawaii,Courtship,tailbase,Leaf_T2,4.993858016,34.76382
m99,95,Hawaii,Courtship,tailbase,Stem1,1.684120318,16.3874844
m99,95,Hawaii,Courtship,tailbase,Stem2,1.749375032,21.812243
m99,95,Hawaii,Courtship,topflank,Leaf_B1,4.10457881,17.5153482
m99,95,Hawaii,Courtship,topflank,Leaf_B2,5.38335751,17.6090519
m99,95,Hawaii,Courtship,topflank,Leaf_T1,4.957048716,39.4503878
m99,95,Hawaii,Courtship,topflank,Leaf_T2,4.925317937,37.9277687
m99,95,Hawaii,Courtship,topflank,Stem1,5.333968208,19.5514332
m99,95,Hawaii,Courtship,topflank,Stem2,4.947148499,24.9761918
ms5,118,Hawaii,Courtship,gular,Leaf_B1,2.314349359,26.7805234
ms5,118,Hawaii,Courtship,gular,Leaf_B2,3.955203421,26.8742271
ms5,118,Hawaii,Courtship,gular,Leaf_T1,2.726650548,48.715563
ms5,118,Hawaii,Courtship,gular,Leaf_T2,2.247045001,47.192944
ms5,118,Hawaii,Courtship,gular,Stem1,4.929848839,28.8166084
ms5,118,Hawaii,Courtship,gular,Stem2,4.084294826,34.2413671
ms5,118,Hawaii,Courtship,midflank,Leaf_B1,5.116525659,19.1847019
ms5,118,Hawaii,Courtship,midflank,Leaf_B2,6.754830779,19.2784056
ms5,118,Hawaii,Courtship,midflank,Leaf_T1,2.989742932,41.1197416
ms5,118,Hawaii,Courtship,midflank,Leaf_T2,4.853200464,39.5971225
ms5,118,Hawaii,Courtship,midflank,Stem1,7.346019917,21.2207869
ms5,118,Hawaii,Courtship,midflank,Stem2,6.645018944,26.6455456
ms5,118,Hawaii,Courtship,tailbase,Leaf_B1,2.826899022,20.5931842
ms5,118,Hawaii,Courtship,tailbase,Leaf_B2,2.689499599,20.6868879
ms5,118,Hawaii,Courtship,tailbase,Leaf_T1,6.908905904,42.5282239
ms5,118,Hawaii,Courtship,tailbase,Leaf_T2,4.682082194,41.0056048
ms5,118,Hawaii,Courtship,tailbase,Stem1,3.008285,22.6292692
ms5,118,Hawaii,Courtship,tailbase,Stem2,2.333791011,28.0540279
ms5,118,Hawaii,Courtship,topflank,Leaf_B1,4.391990415,5.7312731
ms5,118,Hawaii,Courtship,topflank,Leaf_B2,6.016314878,5.8249768
ms5,118,Hawaii,Courtship,topflank,Leaf_T1,2.02379343,27.6663127
ms5,118,Hawaii,Courtship,topflank,Leaf_T2,3.826679661,26.1436936
ms5,118,Hawaii,Courtship,topflank,Stem1,6.817157056,7.7673581
ms5,118,Hawaii,Courtship,topflank,Stem2,6.06788102,13.1921167
X29a,,Kenya,Courtship,gular,Leaf_B1,6.849925901,18.5690813
X29a,,Kenya,Courtship,gular,Leaf_B2,6.00692026,19.8877887
X29a,,Kenya,Courtship,gular,Leaf_T1,3.279296663,34.2229279
X29a,,Kenya,Courtship,gular,Leaf_T2,5.529353417,35.2987368
X29a,,Kenya,Courtship,gular,Stem1,6.340706568,29.1376264
X29a,,Kenya,Courtship,gular,Stem2,6.470852717,20.167971
X29a,,Kenya,Courtship,midflank,Leaf_B1,4.4212621,16.1408418
X29a,,Kenya,Courtship,midflank,Leaf_B2,3.554126131,17.4595491
X29a,,Kenya,Courtship,midflank,Leaf_T1,2.231736547,31.7946884
X29a,,Kenya,Courtship,midflank,Leaf_T2,3.289282226,32.8704972
X29a,,Kenya,Courtship,midflank,Stem1,3.968387813,26.7093869
X29a,,Kenya,Courtship,midflank,Stem2,4.018587808,17.7397314
X29a,,Kenya,Courtship,tailbase,Leaf_B1,1.286367037,9.845413
X29a,,Kenya,Courtship,tailbase,Leaf_B2,1.832274222,11.1641204
X29a,,Kenya,Courtship,tailbase,Leaf_T1,5.027709826,25.4992596
X29a,,Kenya,Courtship,tailbase,Leaf_T2,2.533806048,26.5750685
X29a,,Kenya,Courtship,tailbase,Stem1,2.642766308,20.4139581
X29a,,Kenya,Courtship,tailbase,Stem2,3.094658323,11.4443027
X29a,,Kenya,Courtship,topflank,Leaf_B1,2.10879833,3.2857897
X29a,,Kenya,Courtship,topflank,Leaf_B2,1.275878141,4.6044971
X29a,,Kenya,Courtship,topflank,Leaf_T1,2.177304274,18.9396363
X29a,,Kenya,Courtship,topflank,Leaf_T2,1.038549833,20.0154452
X29a,,Kenya,Courtship,topflank,Stem1,2.569244658,13.8543348
X29a,,Kenya,Courtship,topflank,Stem2,3.131805614,4.8846794
