ID,Population,Colour,SVL,PC1,PC2,BodyRegion,Background,dS,dL
m104c,Hawaii,Display,126,0.796235225,-0.111164262,tailbase,Leaf_T2,4.791598758,52.5235338
m104c,Hawaii,Display,126,0.796235225,-0.111164262,tailbase,Stem1,1.922672545,34.1471983
m104c,Hawaii,Display,126,0.796235225,-0.111164262,tailbase,Stem2,1.397057255,39.5719569
m104c,Hawaii,Display,126,0.796235225,-0.111164262,topflank,Leaf_B1,3.940020271,31.069181
m104c,Hawaii,Display,126,0.796235225,-0.111164262,topflank,Leaf_B2,5.611381262,31.1628847
m104c,Hawaii,Display,126,0.796235225,-0.111164262,topflank,Leaf_T1,3.044275046,53.0042206
m104c,Hawaii,Display,126,0.796235225,-0.111164262,topflank,Leaf_T2,4.07406992,51.4816015
m104c,Hawaii,Display,126,0.796235225,-0.111164262,topflank,Stem1,6.219096027,33.105266
m104c,Hawaii,Display,126,0.796235225,-0.111164262,topflank,Stem2,5.444330503,38.5300246
m21,Hawaii,Display,130,0.055131475,0.484036454,botflank,Leaf_B1,4.581118076,34.9803754
m21,Hawaii,Display,130,0.055131475,0.484036454,botflank,Leaf_B2,6.221439035,35.0740792
m21,Hawaii,Display,130,0.055131475,0.484036454,botflank,Leaf_T1,2.316132023,56.9154151
m21,Hawaii,Display,130,0.055131475,0.484036454,botflank,Leaf_T2,4.140738635,55.392796
m21,Hawaii,Display,130,0.055131475,0.484036454,botflank,Stem1,6.957351541,37.0164605
m21,Hawaii,Display,130,0.055131475,0.484036454,botflank,Stem2,6.213616491,42.4412191
m21,Hawaii,Display,130,0.055131475,0.484036454,gular,Leaf_B1,5.49580472,37.5865988
m21,Hawaii,Display,130,0.055131475,0.484036454,gular,Leaf_B2,7.132286677,37.6803025
m21,Hawaii,Display,130,0.055131475,0.484036454,gular,Leaf_T1,2.592360864,59.5216384
m21,Hawaii,Display,130,0.055131475,0.484036454,gular,Leaf_T2,4.92366434,57.9990193
m21,Hawaii,Display,130,0.055131475,0.484036454,gular,Stem1,7.857922686,39.6226838
m21,Hawaii,Display,130,0.055131475,0.484036454,gular,Stem2,7.124449575,45.0474424
m21,Hawaii,Display,130,0.055131475,0.484036454,midflank,Leaf_B1,10.80448834,33.3573322
m21,Hawaii,Display,130,0.055131475,0.484036454,midflank,Leaf_B2,12.43729338,33.4510359
m21,Hawaii,Display,130,0.055131475,0.484036454,midflank,Leaf_T1,6.993045863,55.2923719
m21,Hawaii,Display,130,0.055131475,0.484036454,midflank,Leaf_T2,9.987346428,53.7697528
m21,Hawaii,Display,130,0.055131475,0.484036454,midflank,Stem1,13.0985938,35.3934172
m21,Hawaii,Display,130,0.055131475,0.484036454,midflank,Stem2,12.4001852,40.8181759
m21,Hawaii,Display,130,0.055131475,0.484036454,tailbase,Leaf_B1,2.645327879,34.6347173
m21,Hawaii,Display,130,0.055131475,0.484036454,tailbase,Leaf_B2,3.065951203,34.728421
m21,Hawaii,Display,130,0.055131475,0.484036454,tailbase,Leaf_T1,6.480049593,56.5697569
m21,Hawaii,Display,130,0.055131475,0.484036454,tailbase,Leaf_T2,4.653352617,55.0471379
m21,Hawaii,Display,130,0.055131475,0.484036454,tailbase,Stem1,3.184537292,36.6708023
m21,Hawaii,Display,130,0.055131475,0.484036454,tailbase,Stem2,2.442964232,42.095561
m21,Hawaii,Display,130,0.055131475,0.484036454,topflank,Leaf_B1,3.784153707,33.1666606
m21,Hawaii,Display,130,0.055131475,0.484036454,topflank,Leaf_B2,5.386351463,33.2603643
m21,Hawaii,Display,130,0.055131475,0.484036454,topflank,Leaf_T1,2.929897265,55.1017003
m21,Hawaii,Display,130,0.055131475,0.484036454,topflank,Leaf_T2,3.774062303,53.5790812
m21,Hawaii,Display,130,0.055131475,0.484036454,topflank,Stem1,5.96054807,35.2027456
m21,Hawaii,Display,130,0.055131475,0.484036454,topflank,Stem2,5.282986415,40.6275043
m2bh,Hawaii,Display,132,0.741700506,1.270158332,botflank,Leaf_B1,5.6895544,28.0719076
m2bh,Hawaii,Display,132,0.741700506,1.270158332,botflank,Leaf_B2,7.24404075,28.1656113
m2bh,Hawaii,Display,132,0.741700506,1.270158332,botflank,Leaf_T1,3.988989305,50.0069472
m2bh,Hawaii,Display,132,0.741700506,1.270158332,botflank,Leaf_T2,5.616210686,48.4843281
m2bh,Hawaii,Display,132,0.741700506,1.270158332,botflank,Stem1,7.612903016,30.1079926
m2bh,Hawaii,Display,132,0.741700506,1.270158332,botflank,Stem2,7.03402282,35.5327512
m2bh,Hawaii,Display,132,0.741700506,1.270158332,gular,Leaf_B1,5.26427242,39.9933631
m2bh,Hawaii,Display,132,0.741700506,1.270158332,gular,Leaf_B2,6.741718487,40.0870668
m2bh,Hawaii,Display,132,0.741700506,1.270158332,gular,Leaf_T1,4.099858777,61.9284027
m2bh,Hawaii,Display,132,0.741700506,1.270158332,gular,Leaf_T2,5.299814796,60.4057837
m2bh,Hawaii,Display,132,0.741700506,1.270158332,gular,Stem1,7.041742676,42.0294481
m2bh,Hawaii,Display,132,0.741700506,1.270158332,gular,Stem2,6.524160996,47.4542068
m2bh,Hawaii,Display,132,0.741700506,1.270158332,midflank,Leaf_B1,6.852870786,31.0698818
m2bh,Hawaii,Display,132,0.741700506,1.270158332,midflank,Leaf_B2,8.415213517,31.1635855
m2bh,Hawaii,Display,132,0.741700506,1.270158332,midflank,Leaf_T1,4.68253198,53.0049214
m2bh,Hawaii,Display,132,0.741700506,1.270158332,midflank,Leaf_T2,6.678889246,51.4823023
m2bh,Hawaii,Display,132,0.741700506,1.270158332,midflank,Stem1,8.763964826,33.1059668
m2bh,Hawaii,Display,132,0.741700506,1.270158332,midflank,Stem2,8.194229863,38.5307254
m2bh,Hawaii,Display,132,0.741700506,1.270158332,tailbase,Leaf_B1,1.793854631,32.5203415
m2bh,Hawaii,Display,132,0.741700506,1.270158332,tailbase,Leaf_B2,2.678087469,32.6140452
m2bh,Hawaii,Display,132,0.741700506,1.270158332,tailbase,Leaf_T1,5.675248037,54.4553811
m2bh,Hawaii,Display,132,0.741700506,1.270158332,tailbase,Leaf_T2,3.966017394,52.932762
m2bh,Hawaii,Display,132,0.741700506,1.270158332,tailbase,Stem1,2.479547747,34.5564265
m2bh,Hawaii,Display,132,0.741700506,1.270158332,tailbase,Stem2,1.89775192,39.9811851
m2c,Hawaii,Display,110,1.210774969,-1.107195235,botflank,Leaf_B1,0.535745711,34.4110577
m2c,Hawaii,Display,110,1.210774969,-1.107195235,botflank,Leaf_B2,1.99346939,34.5047614
m2c,Hawaii,Display,110,1.210774969,-1.107195235,botflank,Leaf_T1,4.674780812,56.3460974
m2c,Hawaii,Display,110,1.210774969,-1.107195235,botflank,Leaf_T2,2.533593167,54.8234783
m2c,Hawaii,Display,110,1.210774969,-1.107195235,botflank,Stem1,2.760167358,36.4471427
m2c,Hawaii,Display,110,1.210774969,-1.107195235,botflank,Stem2,1.974494577,41.8719014
m2c,Hawaii,Display,110,1.210774969,-1.107195235,midflank,Leaf_B1,5.262594514,32.465483
m2c,Hawaii,Display,110,1.210774969,-1.107195235,midflank,Leaf_B2,6.844108098,32.5591867
m2c,Hawaii,Display,110,1.210774969,-1.107195235,midflank,Leaf_T1,2.695136176,54.4005227
m2c,Hawaii,Display,110,1.210774969,-1.107195235,midflank,Leaf_T2,4.711016263,52.8779036
m2c,Hawaii,Display,110,1.210774969,-1.107195235,midflank,Stem1,7.511311933,34.501568
m2c,Hawaii,Display,110,1.210774969,-1.107195235,midflank,Stem2,6.84288606,39.9263267
m2c,Hawaii,Display,110,1.210774969,-1.107195235,tailbase,Leaf_B1,2.69780206,22.394584
m2c,Hawaii,Display,110,1.210774969,-1.107195235,tailbase,Leaf_B2,1.757142786,22.4882877
m2c,Hawaii,Display,110,1.210774969,-1.107195235,tailbase,Leaf_T1,7.429989685,44.3296236
m2c,Hawaii,Display,110,1.210774969,-1.107195235,tailbase,Leaf_T2,4.826474263,42.8070046
m2c,Hawaii,Display,110,1.210774969,-1.107195235,tailbase,Stem1,1.075621274,24.430669
m2c,Hawaii,Display,110,1.210774969,-1.107195235,tailbase,Stem2,0.973909686,29.8554277
m2c,Hawaii,Display,110,1.210774969,-1.107195235,topflank,Leaf_B1,3.384801681,28.1132469
m2c,Hawaii,Display,110,1.210774969,-1.107195235,topflank,Leaf_B2,5.048277803,28.2069506
m2c,Hawaii,Display,110,1.210774969,-1.107195235,topflank,Leaf_T1,3.08731533,50.0482865
m2c,Hawaii,Display,110,1.210774969,-1.107195235,topflank,Leaf_T2,3.649877682,48.5256674
m2c,Hawaii,Display,110,1.210774969,-1.107195235,topflank,Stem1,5.645352619,30.1493319
m2c,Hawaii,Display,110,1.210774969,-1.107195235,topflank,Stem2,4.88539002,35.5740905
m40,Hawaii,Display,103,-0.225502993,0.230448632,botflank,Leaf_B1,1.779754636,35.8633003
m40,Hawaii,Display,103,-0.225502993,0.230448632,botflank,Leaf_B2,3.387611253,35.957004
m40,Hawaii,Display,103,-0.225502993,0.230448632,botflank,Leaf_T1,3.549886526,57.7983399
m40,Hawaii,Display,103,-0.225502993,0.230448632,botflank,Leaf_T2,2.476650355,56.2757208
m40,Hawaii,Display,103,-0.225502993,0.230448632,botflank,Stem1,4.105993925,37.8993853
m40,Hawaii,Display,103,-0.225502993,0.230448632,botflank,Stem2,3.360622472,43.3241439
m40,Hawaii,Display,103,-0.225502993,0.230448632,gular,Leaf_B1,2.845850367,36.9455161
m40,Hawaii,Display,103,-0.225502993,0.230448632,gular,Leaf_B2,4.506052206,37.0392198
m40,Hawaii,Display,103,-0.225502993,0.230448632,gular,Leaf_T1,3.341474676,58.8805557
m40,Hawaii,Display,103,-0.225502993,0.230448632,gular,Leaf_T2,3.353111143,57.3579366
m40,Hawaii,Display,103,-0.225502993,0.230448632,gular,Stem1,5.184349357,38.9816011
m40,Hawaii,Display,103,-0.225502993,0.230448632,gular,Stem2,4.348077073,44.4063597
m40,Hawaii,Display,103,-0.225502993,0.230448632,midflank,Leaf_B1,8.377368039,34.7690261
m40,Hawaii,Display,103,-0.225502993,0.230448632,midflank,Leaf_B2,9.978055744,34.8627298
m40,Hawaii,Display,103,-0.225502993,0.230448632,midflank,Leaf_T1,4.802970869,56.7040658
m40,Hawaii,Display,103,-0.225502993,0.230448632,midflank,Leaf_T2,7.602639561,55.1814467
m40,Hawaii,Display,103,-0.225502993,0.230448632,midflank,Stem1,10.63107481,36.8051111
m40,Hawaii,Display,103,-0.225502993,0.230448632,midflank,Stem2,9.963200577,42.2298698
m40,Hawaii,Display,103,-0.225502993,0.230448632,tailbase,Leaf_B1,1.919287988,29.2196305
m40,Hawaii,Display,103,-0.225502993,0.230448632,tailbase,Leaf_B2,3.113080938,29.3133342
m40,Hawaii,Display,103,-0.225502993,0.230448632,tailbase,Leaf_T1,5.191863423,51.1546702
m40,Hawaii,Display,103,-0.225502993,0.230448632,tailbase,Leaf_T2,3.766778217,49.6320511
m40,Hawaii,Display,103,-0.225502993,0.230448632,tailbase,Stem1,3.475642782,31.2557155
m40,Hawaii,Display,103,-0.225502993,0.230448632,tailbase,Stem2,2.620813039,36.6804742
m40,Hawaii,Display,103,-0.225502993,0.230448632,topflank,Leaf_B1,4.970334736,30.5679236
m40,Hawaii,Display,103,-0.225502993,0.230448632,topflank,Leaf_B2,6.635674424,30.6616273
m40,Hawaii,Display,103,-0.225502993,0.230448632,topflank,Leaf_T1,3.004549131,52.5029632
m40,Hawaii,Display,103,-0.225502993,0.230448632,topflank,Leaf_T2,4.800500376,50.9803441
m40,Hawaii,Display,103,-0.225502993,0.230448632,topflank,Stem1,7.245140642,32.6040086
m40,Hawaii,Display,103,-0.225502993,0.230448632,topflank,Stem2,6.501487178,38.0287672
m40c,Hawaii,Display,120,-0.924775516,0.165011176,botflank,Leaf_B1,5.259530294,30.9253425
m40c,Hawaii,Display,120,-0.924775516,0.165011176,botflank,Leaf_B2,6.820531101,31.0190462
m40c,Hawaii,Display,120,-0.924775516,0.165011176,botflank,Leaf_T1,3.071423398,52.8603821
m40c,Hawaii,Display,120,-0.924775516,0.165011176,botflank,Leaf_T2,4.856747784,51.337763
m40c,Hawaii,Display,120,-0.924775516,0.165011176,botflank,Stem1,7.394146017,32.9614275
m40c,Hawaii,Display,120,-0.924775516,0.165011176,botflank,Stem2,6.765006584,38.3861861
m40c,Hawaii,Display,120,-0.924775516,0.165011176,gular,Leaf_B1,2.838492019,36.3352184
m40c,Hawaii,Display,120,-0.924775516,0.165011176,gular,Leaf_B2,4.347988082,36.4289221
m40c,Hawaii,Display,120,-0.924775516,0.165011176,gular,Leaf_T1,3.302341293,58.270258
m40c,Hawaii,Display,120,-0.924775516,0.165011176,gular,Leaf_T2,3.080246823,56.7476389
m40c,Hawaii,Display,120,-0.924775516,0.165011176,gular,Stem1,4.917511705,38.3713034
m40c,Hawaii,Display,120,-0.924775516,0.165011176,gular,Stem2,4.28463324,43.796062
m40c,Hawaii,Display,120,-0.924775516,0.165011176,midflank,Leaf_B1,7.497986878,33.7507154
m40c,Hawaii,Display,120,-0.924775516,0.165011176,midflank,Leaf_B2,9.068773822,33.8444191
m40c,Hawaii,Display,120,-0.924775516,0.165011176,midflank,Leaf_T1,4.200533116,55.6857551
m40c,Hawaii,Display,120,-0.924775516,0.165011176,midflank,Leaf_T2,6.783447463,54.163136
m40c,Hawaii,Display,120,-0.924775516,0.165011176,midflank,Stem1,9.688224952,35.7868004
m40c,Hawaii,Display,120,-0.924775516,0.165011176,midflank,Stem2,9.05242843,41.2115591
