ID,Population,Colour,BodyRegion,Background,Background2,dS,dL
m67b,Hawaii,display,midflank,Leaf_T2,own,4.00157856,36.4146119
m67b,Hawaii,display,midflank,Stem1,own,1.167902433,18.0382764
m67b,Hawaii,display,midflank,Stem2,own,0.823734762,23.463035
m67d,Hawaii,display,midflank,Leaf_B1,own,1.525342861,19.1241459
m67d,Hawaii,display,midflank,Leaf_B2,own,2.783079441,19.2178497
m67d,Hawaii,display,midflank,Leaf_T1,own,4.966166057,41.0591856
m67d,Hawaii,display,midflank,Leaf_T2,own,3.404663361,39.5365665
m67d,Hawaii,display,midflank,Stem1,own,2.955012105,21.160231
m67d,Hawaii,display,midflank,Stem2,own,2.301459344,26.5849896
m69,Hawaii,display,midflank,Leaf_B1,own,7.414267404,27.7386953
m69,Hawaii,display,midflank,Leaf_B2,own,9.069696186,27.832399
m69,Hawaii,display,midflank,Leaf_T1,own,4.10727603,49.673735
m69,Hawaii,display,midflank,Leaf_T2,own,6.827239315,48.1511159
m69,Hawaii,display,midflank,Stem1,own,9.732085478,29.7747803
m69,Hawaii,display,midflank,Stem2,own,8.999782162,35.199539
m73d,Hawaii,display,midflank,Leaf_B1,own,6.632309664,13.5445166
m73d,Hawaii,display,midflank,Leaf_B2,own,8.263177619,13.6382203
m73d,Hawaii,display,midflank,Leaf_T1,own,4.549225968,35.4795562
m73d,Hawaii,display,midflank,Leaf_T2,own,6.588797944,33.9569371
m73d,Hawaii,display,midflank,Stem1,own,8.638756899,15.5806016
m73d,Hawaii,display,midflank,Stem2,own,7.991377945,21.0053602
m78,Hawaii,display,midflank,Leaf_B1,own,1.911732157,27.4493587
m78,Hawaii,display,midflank,Leaf_B2,own,3.571460938,27.5430624
m78,Hawaii,display,midflank,Leaf_T1,own,3.133180784,49.3843984
m78,Hawaii,display,midflank,Leaf_T2,own,2.232095728,47.8617793
m78,Hawaii,display,midflank,Stem1,own,4.484410744,29.4854437
m78,Hawaii,display,midflank,Stem2,own,3.650646371,34.9102024
m78b,Hawaii,display,midflank,Leaf_B1,own,4.64488204,28.9622278
m78b,Hawaii,display,midflank,Leaf_B2,own,6.317173999,29.0559315
m78b,Hawaii,display,midflank,Leaf_T1,own,2.959505461,50.8972674
m78b,Hawaii,display,midflank,Leaf_T2,own,4.554647892,49.3746483
m78b,Hawaii,display,midflank,Stem1,own,6.944275817,30.9983128
m78b,Hawaii,display,midflank,Stem2,own,6.177526548,36.4230714
m79c,Hawaii,display,midflank,Leaf_B1,own,4.971282016,30.6909342
m79c,Hawaii,display,midflank,Leaf_B2,own,6.646149299,30.784638
m79c,Hawaii,display,midflank,Leaf_T1,own,3.050428445,52.6259739
m79c,Hawaii,display,midflank,Leaf_T2,own,4.832205693,51.1033548
m79c,Hawaii,display,midflank,Stem1,own,7.287265804,32.7270193
m79c,Hawaii,display,midflank,Stem2,own,6.507921622,38.1517779
m80b,Hawaii,display,midflank,Leaf_B1,own,5.313115072,31.7221013
m80b,Hawaii,display,midflank,Leaf_B2,own,6.949922387,31.8158051
m80b,Hawaii,display,midflank,Leaf_T1,own,3.136804125,53.657141
m80b,Hawaii,display,midflank,Leaf_T2,own,5.057322514,52.1345219
m80b,Hawaii,display,midflank,Stem1,own,7.51932983,33.7581864
m80b,Hawaii,display,midflank,Stem2,own,6.825988746,39.182945
m81,Hawaii,display,midflank,Leaf_B1,own,3.415435543,22.8224226
m81,Hawaii,display,midflank,Leaf_B2,own,5.070949096,22.9161263
m81,Hawaii,display,midflank,Leaf_T1,own,3.05901995,44.7574623
m81,Hawaii,display,midflank,Leaf_T2,own,3.645503507,43.2348432
m81,Hawaii,display,midflank,Stem1,own,5.658621972,24.8585076
m81,Hawaii,display,midflank,Stem2,own,4.915449505,30.2832663
m82c,Hawaii,display,midflank,Leaf_B1,own,1.255781895,27.7506614
m82c,Hawaii,display,midflank,Leaf_B2,own,2.561525353,27.8443651
m82c,Hawaii,display,midflank,Leaf_T1,own,5.006555297,49.685701
m82c,Hawaii,display,midflank,Leaf_T2,own,3.309227952,48.1630819
m82c,Hawaii,display,midflank,Stem1,own,2.971139129,29.7867464
m82c,Hawaii,display,midflank,Stem2,own,2.122575651,35.211505
m83b,Hawaii,display,midflank,Leaf_B1,own,4.851166461,21.3398919
m83b,Hawaii,display,midflank,Leaf_B2,own,6.512153412,21.4335956
m83b,Hawaii,display,midflank,Leaf_T1,own,2.289287854,43.2749316
m83b,Hawaii,display,midflank,Leaf_T2,own,4.359793957,41.7523125
m83b,Hawaii,display,midflank,Stem1,own,7.326912408,23.3759769
m83b,Hawaii,display,midflank,Stem2,own,6.518556291,28.8007356
m84b,Hawaii,display,midflank,Leaf_B1,own,4.372671431,33.1544973
m84b,Hawaii,display,midflank,Leaf_B2,own,6.026831426,33.248201
m84b,Hawaii,display,midflank,Leaf_T1,own,2.54904391,55.089537
m84b,Hawaii,display,midflank,Leaf_T2,own,4.115166116,53.5669179
m84b,Hawaii,display,midflank,Stem1,own,6.711568715,35.1905823
m84b,Hawaii,display,midflank,Stem2,own,5.964992787,40.615341
m85,Hawaii,display,midflank,Leaf_B1,own,7.450790175,21.7820844
m85,Hawaii,display,midflank,Leaf_B2,own,9.100221495,21.8757881
m85,Hawaii,display,midflank,Leaf_T1,own,3.856606528,43.7171241
m85,Hawaii,display,midflank,Leaf_T2,own,6.713926174,42.194505
m85,Hawaii,display,midflank,Stem1,own,9.8520301,23.8181694
m85,Hawaii,display,midflank,Stem2,own,9.094643351,29.2429281
m9,Hawaii,display,midflank,Leaf_B1,own,5.37713729,22.4467667
m9,Hawaii,display,midflank,Leaf_B2,own,7.025929638,22.5404704
m9,Hawaii,display,midflank,Leaf_T1,own,2.935723557,44.3818064
m9,Hawaii,display,midflank,Leaf_T2,own,5.020884086,42.8591873
m9,Hawaii,display,midflank,Stem1,own,7.660502532,24.4828517
m9,Hawaii,display,midflank,Stem2,own,6.938842969,29.9076104
m90,Hawaii,display,midflank,Leaf_B1,own,7.350924939,32.493541
m90,Hawaii,display,midflank,Leaf_B2,own,8.983419903,32.5872447
m90,Hawaii,display,midflank,Leaf_T1,own,3.784037056,54.4285807
m90,Hawaii,display,midflank,Leaf_T2,own,6.59984464,52.9059616
m90,Hawaii,display,midflank,Stem1,own,9.708011833,34.529626
m90,Hawaii,display,midflank,Stem2,own,8.982878003,39.9543847
m90,Hawaii,display,midflank,Leaf_B1,own,7.350924939,32.493541
m90,Hawaii,display,midflank,Leaf_B2,own,8.983419903,32.5872447
m90,Hawaii,display,midflank,Leaf_T1,own,3.784037056,54.4285807
m90,Hawaii,display,midflank,Leaf_T2,own,6.59984464,52.9059616
m90,Hawaii,display,midflank,Stem1,own,9.708011833,34.529626
m90,Hawaii,display,midflank,Stem2,own,8.982878003,39.9543847
m91,Hawaii,display,midflank,Leaf_B1,own,3.395435324,22.3649744
m91,Hawaii,display,midflank,Leaf_B2,own,4.925088905,22.4586781
m91,Hawaii,display,midflank,Leaf_T1,own,2.799724849,44.300014
m91,Hawaii,display,midflank,Leaf_T2,own,3.220764634,42.7773949
m91,Hawaii,display,midflank,Stem1,own,5.586106925,24.4010594
m91,Hawaii,display,midflank,Stem2,own,4.935700226,29.825818
m91c,Hawaii,display,midflank,Leaf_B1,own,3.972833788,28.0379317
m91c,Hawaii,display,midflank,Leaf_B2,own,5.526187677,28.1316354
m91c,Hawaii,display,midflank,Leaf_T1,own,3.154182744,49.9729713
m91c,Hawaii,display,midflank,Leaf_T2,own,3.975618551,48.4503522
m91c,Hawaii,display,midflank,Stem1,own,6.032404555,30.0740167
m91c,Hawaii,display,midflank,Stem2,own,5.406747998,35.4987753
m92d,Hawaii,display,midflank,Leaf_B1,own,7.358527602,18.3420101
m92d,Hawaii,display,midflank,Leaf_B2,own,8.99468153,18.4357138
m92d,Hawaii,display,midflank,Leaf_T1,own,3.730585375,40.2770497
m92d,Hawaii,display,midflank,Leaf_T2,own,6.583760033,38.7544306
m92d,Hawaii,display,midflank,Stem1,own,9.743240856,20.3780951
m92d,Hawaii,display,midflank,Stem2,own,9.004861922,25.8028537
m95d,Hawaii,display,midflank,Leaf_B1,own,2.401373049,33.2055284
m95d,Hawaii,display,midflank,Leaf_B2,own,3.79448369,33.2992321
m95d,Hawaii,display,midflank,Leaf_T1,own,4.521569502,55.1405681
m95d,Hawaii,display,midflank,Leaf_T2,own,3.67766437,53.617949
m95d,Hawaii,display,midflank,Stem1,own,3.955054712,35.2416134
m95d,Hawaii,display,midflank,Stem2,own,3.377777268,40.6663721
m99,Hawaii,display,midflank,Leaf_B1,own,1.897385707,24.7631693
m99,Hawaii,display,midflank,Leaf_B2,own,3.342038654,24.856873
m99,Hawaii,display,midflank,Leaf_T1,own,4.324578571,46.6982089
m99,Hawaii,display,midflank,Leaf_T2,own,3.186355708,45.1755898
m99,Hawaii,display,midflank,Stem1,own,3.684328052,26.7992543
m99,Hawaii,display,midflank,Stem2,own,3.044121461,32.2240129
ms4,Hawaii,display,midflank,Leaf_B1,own,1.927885154,11.0600499
ms4,Hawaii,display,midflank,Leaf_B2,own,3.142083834,11.1537537
ms4,Hawaii,display,midflank,Leaf_T1,own,4.078499204,32.9950896
ms4,Hawaii,display,midflank,Leaf_T2,own,2.576023445,31.4724705
ms4,Hawaii,display,midflank,Stem1,own,3.747718166,13.096135
ms4,Hawaii,display,midflank,Stem2,own,3.197435052,18.5208936
ms5,Hawaii,display,midflank,Leaf_B1,own,6.678614485,20.9597399
ms5,Hawaii,display,midflank,Leaf_B2,own,8.283864092,21.0534436
ms5,Hawaii,display,midflank,Leaf_T1,own,3.756959486,42.8947796
ms5,Hawaii,display,midflank,Leaf_T2,own,6.160590991,41.3721605
ms5,Hawaii,display,midflank,Stem1,own,8.863599652,22.9958249
ms5,Hawaii,display,midflank,Stem2,own,8.207068607,28.4205836
m108,Kenya,display,midflank,Leaf_B1,own,6.585682935,19.7703372
m108,Kenya,display,midflank,Leaf_B2,own,5.782528426,21.0890446
m108,Kenya,display,midflank,Leaf_T1,own,3.133431032,35.4241838
m108,Kenya,display,midflank,Leaf_T2,own,5.238058415,36.4999927
m108,Kenya,display,midflank,Stem1,own,5.887580091,30.3388824
m108,Kenya,display,midflank,Stem2,own,6.109339604,21.3692269
m11b,Kenya,display,midflank,Leaf_B1,own,5.943291227,19.6808117
m11b,Kenya,display,midflank,Leaf_B2,own,5.077832599,20.9995191
m11b,Kenya,display,midflank,Leaf_T1,own,2.964566892,35.3346583
m11b,Kenya,display,midflank,Leaf_T2,own,4.724418839,36.4104671
m11b,Kenya,display,midflank,Stem1,own,5.342202239,30.2493568
m11b,Kenya,display,midflank,Stem2,own,5.334788038,21.2797013
m13,Kenya,display,midflank,Leaf_B1,own,6.693385333,21.3620972
m13,Kenya,display,midflank,Leaf_B2,own,5.836729292,22.6808045
m13,Kenya,display,midflank,Leaf_T1,own,3.507310607,37.0159437
m13,Kenya,display,midflank,Leaf_T2,own,5.429698155,38.0917526
m13,Kenya,display,midflank,Stem1,own,5.963898896,31.9306423
m13,Kenya,display,midflank,Stem2,own,5.962311986,22.9609868
m17a,Kenya,display,midflank,Leaf_B1,own,5.666302765,23.1247917
m17a,Kenya,display,midflank,Leaf_B2,own,4.80520015,24.443499
m17a,Kenya,display,midflank,Leaf_T1,own,2.611241216,38.7786382
m17a,Kenya,display,midflank,Leaf_T2,own,4.453544557,39.8544471
m17a,Kenya,display,midflank,Stem1,own,5.29694426,33.6933368
m17a,Kenya,display,midflank,Stem2,own,5.354832171,24.7236813
m17b,Kenya,display,midflank,Leaf_B1,own,6.070920676,20.189949
m17b,Kenya,display,midflank,Leaf_B2,own,5.226507024,21.5086564
m17b,Kenya,display,midflank,Leaf_T1,own,2.660957284,35.8437956
m17b,Kenya,display,midflank,Leaf_T2,own,4.757904326,36.9196044
m17b,Kenya,display,midflank,Stem1,own,5.522328237,30.7584941
m17b,Kenya,display,midflank,Stem2,own,5.670558443,21.7888386
m18c,Kenya,display,midflank,Leaf_B1,own,7.436030069,21.4309749
m18c,Kenya,display,midflank,Leaf_B2,own,6.592495175,22.7496822
m18c,Kenya,display,midflank,Leaf_T1,own,3.950028985,37.0848214
m18c,Kenya,display,midflank,Leaf_T2,own,6.120746506,38.1606303
m18c,Kenya,display,midflank,Stem1,own,6.762113037,31.99952
m18c,Kenya,display,midflank,Stem2,own,6.831668799,23.0298645
m19c,Kenya,display,midflank,Leaf_B1,own,7.869476804,17.3547223
m19c,Kenya,display,midflank,Leaf_B2,own,7.061841978,18.6734296
m19c,Kenya,display,midflank,Leaf_T1,own,3.978014529,33.0085689
m19c,Kenya,display,midflank,Leaf_T2,own,6.522495242,34.0843777
m19c,Kenya,display,midflank,Stem1,own,7.63190612,27.9232674
m19c,Kenya,display,midflank,Stem2,own,7.875268416,18.9536119
m201,Kenya,display,midflank,Leaf_B1,own,3.784135568,19.1159145
m201,Kenya,display,midflank,Leaf_B2,own,3.001211934,20.4346219
m201,Kenya,display,midflank,Leaf_T1,own,2.371594643,34.7697611
m201,Kenya,display,midflank,Leaf_T2,own,2.883674183,35.8455699
m201,Kenya,display,midflank,Stem1,own,4.098417071,29.6844596
m201,Kenya,display,midflank,Stem2,own,4.271937325,20.7148041
m20b,Kenya,display,midflank,Leaf_B1,own,6.210191942,19.4704808
m20b,Kenya,display,midflank,Leaf_B2,own,5.343370854,20.7891882
m20b,Kenya,display,midflank,Leaf_T1,own,3.254818788,35.1243274
m20b,Kenya,display,midflank,Leaf_T2,own,5.01924209,36.2001363
m20b,Kenya,display,midflank,Stem1,own,5.655925876,30.039026
m20b,Kenya,display,midflank,Stem2,own,5.605707586,21.0693705
m20b,Kenya,display,midflank,Leaf_B1,own,7.619354658,16.88125
m20b,Kenya,display,midflank,Leaf_B2,own,6.768852958,18.1999573
m20b,Kenya,display,midflank,Leaf_T1,own,4.298890522,32.5350966
m20b,Kenya,display,midflank,Leaf_T2,own,6.335238423,33.6109054
m20b,Kenya,display,midflank,Stem1,own,6.832882725,27.4497951
m20b,Kenya,display,midflank,Stem2,own,6.819932213,18.4801396
m211,Kenya,display,midflank,Leaf_B1,own,7.545644261,23.3181169
m211,Kenya,display,midflank,Leaf_B2,own,6.722141008,24.6368242
m211,Kenya,display,midflank,Leaf_T1,own,4.789711406,38.9719634
m211,Kenya,display,midflank,Leaf_T2,own,6.348587842,40.0477723
m211,Kenya,display,midflank,Stem1,own,6.378461297,33.886662
m211,Kenya,display,midflank,Stem2,own,6.230288192,24.9170065
m22a,Kenya,display,midflank,Leaf_B1,own,3.838309752,23.7037549
m22a,Kenya,display,midflank,Leaf_B2,own,3.043338694,25.0224622
m22a,Kenya,display,midflank,Leaf_T1,own,2.681089419,39.3576015
m22a,Kenya,display,midflank,Leaf_T2,own,2.784123174,40.4334103
m22a,Kenya,display,midflank,Stem1,own,2.738445525,34.2723
m22a,Kenya,display,midflank,Stem2,own,2.820602894,25.3026445
m23,Kenya,display,midflank,Leaf_B1,own,6.738007158,21.705038
m23,Kenya,display,midflank,Leaf_B2,own,5.914603325,23.0237454
m23,Kenya,display,midflank,Leaf_T1,own,3.83167778,37.3588846
m23,Kenya,display,midflank,Leaf_T2,own,5.489536978,38.4346934
m23,Kenya,display,midflank,Stem1,own,5.713219099,32.2735831
m23,Kenya,display,midflank,Stem2,own,5.702056739,23.3039276
m23,Kenya,display,midflank,Leaf_B1,own,6.826996326,21.4314802
m23,Kenya,display,midflank,Leaf_B2,own,5.985101111,22.7501875
m23,Kenya,display,midflank,Leaf_T1,own,3.758861362,37.0853267
m23,Kenya,display,midflank,Leaf_T2,own,5.56502435,38.1611356
m23,Kenya,display,midflank,Stem1,own,5.926205506,32.0000253
m23,Kenya,display,midflank,Stem2,own,5.912749138,23.0303698
m24b,Kenya,display,midflank,Leaf_B1,own,4.200329863,12.9044454
m24b,Kenya,display,midflank,Leaf_B2,own,3.429093333,14.2231527
m24b,Kenya,display,midflank,Leaf_T1,own,2.792978449,28.5582919
m24b,Kenya,display,midflank,Leaf_T2,own,3.112125821,29.6341008
m24b,Kenya,display,midflank,Stem1,own,3.00430813,23.4729905
m24b,Kenya,display,midflank,Stem2,own,3.10356868,14.503335
m24b,Kenya,display,midflank,Leaf_B1,own,6.970334425,10.9316036
m24b,Kenya,display,midflank,Leaf_B2,own,6.144295791,12.250311
m24b,Kenya,display,midflank,Leaf_T1,own,4.15047556,26.5854502
m24b,Kenya,display,midflank,Leaf_T2,own,5.747361979,27.661259
m24b,Kenya,display,midflank,Stem1,own,5.886957957,21.5001487
m24b,Kenya,display,midflank,Stem2,own,5.812189013,12.5304932
m28a,Kenya,display,midflank,Leaf_B1,own,5.142403411,19.0818997
m28a,Kenya,display,midflank,Leaf_B2,own,4.371750526,20.400607
m28a,Kenya,display,midflank,Leaf_T1,own,3.484524905,34.7357463
m28a,Kenya,display,midflank,Leaf_T2,own,4.086209949,35.8115551
m28a,Kenya,display,midflank,Stem1,own,3.789700833,29.6504448
m28a,Kenya,display,midflank,Stem2,own,3.681812676,20.6807893
m32a,Kenya,display,midflank,Leaf_B1,own,6.070900381,20.8553119
m32a,Kenya,display,midflank,Leaf_B2,own,5.232467467,22.1740192
m32a,Kenya,display,midflank,Leaf_T1,own,3.452948605,36.5091585
m32a,Kenya,display,midflank,Leaf_T2,own,4.875907859,37.5849673
m32a,Kenya,display,midflank,Stem1,own,5.056140583,31.423857
m32a,Kenya,display,midflank,Stem2,own,4.980483883,22.4542015
m48,Kenya,display,midflank,Leaf_B1,own,3.683344207,12.5717571
m48,Kenya,display,midflank,Leaf_B2,own,2.843342346,13.8904645
m48,Kenya,display,midflank,Leaf_T1,own,1.65349797,28.2256037
m48,Kenya,display,midflank,Leaf_T2,own,2.42022624,29.3014126
m48,Kenya,display,midflank,Stem1,own,3.168512719,23.1403022
m48,Kenya,display,midflank,Stem2,own,3.495489651,14.1706468
m52,Kenya,display,midflank,Leaf_B1,own,5.576582886,22.3295885
m52,Kenya,display,midflank,Leaf_B2,own,4.750218435,23.6482959
m52,Kenya,display,midflank,Leaf_T1,own,2.330199103,37.9834351
m52,Kenya,display,midflank,Leaf_T2,own,4.252510656,39.0592439
m52,Kenya,display,midflank,Stem1,own,4.928135903,32.8981336
m52,Kenya,display,midflank,Stem2,own,5.137783846,23.9284781
m52,Kenya,display,midflank,Leaf_B1,own,6.554022707,24.8978467
m52,Kenya,display,midflank,Leaf_B2,own,5.712377205,26.2165541
m52,Kenya,display,midflank,Leaf_T1,own,3.177147383,40.5516933
m52,Kenya,display,midflank,Leaf_T2,own,5.242593472,41.6275022
m52,Kenya,display,midflank,Stem1,own,5.882291185,35.4663918
m52,Kenya,display,midflank,Stem2,own,5.988018648,26.4967363
m52a,Kenya,display,midflank,Leaf_B1,own,5.303840169,19.2804991
m52a,Kenya,display,midflank,Leaf_B2,own,4.448767513,20.5992064
m52a,Kenya,display,midflank,Leaf_T1,own,2.645005416,34.9343457
m52a,Kenya,display,midflank,Leaf_T2,own,4.088037579,36.0101545
m52a,Kenya,display,midflank,Stem1,own,4.525398012,29.8490442
m52a,Kenya,display,midflank,Stem2,own,4.54622389,20.8793887
m52a,Kenya,display,midflank,Leaf_B1,own,6.023423388,21.8679921
m52a,Kenya,display,midflank,Leaf_B2,own,5.161716363,23.1866994
m52a,Kenya,display,midflank,Leaf_T1,own,3.144214901,37.5218386
m52a,Kenya,display,midflank,Leaf_T2,own,4.807529009,38.5976475
m52a,Kenya,display,midflank,Stem1,own,5.274908586,32.4365372
m52a,Kenya,display,midflank,Stem2,own,5.235832096,23.4668817
m55c,Kenya,display,midflank,Leaf_B1,own,6.055545141,21.7001566
m55c,Kenya,display,midflank,Leaf_B2,own,5.19859541,23.018864
m55c,Kenya,display,midflank,Leaf_T1,own,2.893644525,37.3540032
m55c,Kenya,display,midflank,Leaf_T2,own,4.787397773,38.4298121
m55c,Kenya,display,midflank,Stem1,own,5.41393348,32.2687017
m55c,Kenya,display,midflank,Stem2,own,5.468292209,23.2990463
m56c,Kenya,display,midflank,Leaf_B1,own,8.67131945,21.722025
m56c,Kenya,display,midflank,Leaf_B2,own,7.832302902,23.0407324
m56c,Kenya,display,midflank,Leaf_T1,own,5.180721781,37.3758716
m56c,Kenya,display,midflank,Leaf_T2,own,7.355218403,38.4516804
m56c,Kenya,display,midflank,Stem1,own,7.880503158,32.2905701
m56c,Kenya,display,midflank,Stem2,own,7.899446689,23.3209146
m56c,Kenya,display,midflank,Leaf_B1,own,7.740356133,22.0862565
m56c,Kenya,display,midflank,Leaf_B2,own,6.890410957,23.4049639
m56c,Kenya,display,midflank,Leaf_T1,own,4.272842444,37.7401031
m56c,Kenya,display,midflank,Leaf_T2,own,6.437743518,38.815912
m56c,Kenya,display,midflank,Stem1,own,7.062804234,32.6548017
m56c,Kenya,display,midflank,Stem2,own,7.092032527,23.6851462
m58,Kenya,display,midflank,Leaf_B1,own,5.772252252,22.0948247
m58,Kenya,display,midflank,Leaf_B2,own,4.907112781,23.4135321
m58,Kenya,display,midflank,Leaf_T1,own,2.847011316,37.7486713
m58,Kenya,display,midflank,Leaf_T2,own,4.554516937,38.8244801
m58,Kenya,display,midflank,Stem1,own,5.15722305,32.6633698
m58,Kenya,display,midflank,Stem2,own,5.157300424,23.6937143
m63a,Kenya,display,midflank,Leaf_B1,own,7.320606948,18.2606603
m63a,Kenya,display,midflank,Leaf_B2,own,6.474233545,19.5793677
m63a,Kenya,display,midflank,Leaf_T1,own,3.822600219,33.9145069
m63a,Kenya,display,midflank,Leaf_T2,own,6.008294529,34.9903157
m63a,Kenya,display,midflank,Stem1,own,6.69013389,28.8292054
m63a,Kenya,display,midflank,Stem2,own,6.762710716,19.8595499
m63b,Kenya,display,midflank,Leaf_B1,own,6.596492815,22.8385682
m63b,Kenya,display,midflank,Leaf_B2,own,5.738265889,24.1572755
m63b,Kenya,display,midflank,Leaf_T1,own,3.265070846,38.4924148
m63b,Kenya,display,midflank,Leaf_T2,own,5.323233043,39.5682236
m63b,Kenya,display,midflank,Stem1,own,6.038245222,33.4071133
m63b,Kenya,display,midflank,Stem2,own,6.083830703,24.4374578
m64,Kenya,display,midflank,Leaf_B1,own,8.839969632,25.4877503
m64,Kenya,display,midflank,Leaf_B2,own,7.980443566,26.8064576
m64,Kenya,display,midflank,Leaf_T1,own,5.436311941,41.1415969
m64,Kenya,display,midflank,Leaf_T2,own,7.568173821,42.2174057
m64,Kenya,display,midflank,Stem1,own,8.108852236,36.0562954
m64,Kenya,display,midflank,Stem2,own,8.03518572,27.0866399
m64b,Kenya,display,midflank,Leaf_B1,own,9.824252908,23.5182343
m64b,Kenya,display,midflank,Leaf_B2,own,8.997642507,24.8369416
m64b,Kenya,display,midflank,Leaf_T1,own,6.318134642,39.1720809
m64b,Kenya,display,midflank,Leaf_T2,own,8.500093847,40.2478897
m64b,Kenya,display,midflank,Stem1,own,8.950210423,34.0867794
m64b,Kenya,display,midflank,Stem2,own,8.962804863,25.1171239
m72,Kenya,display,midflank,Leaf_B1,own,5.044369379,19.4115417
m72,Kenya,display,midflank,Leaf_B2,own,4.197184984,20.7302491
m72,Kenya,display,midflank,Leaf_T1,own,1.778971408,35.0653883
m72,Kenya,display,midflank,Leaf_T2,own,3.746286736,36.1411972
m72,Kenya,display,midflank,Stem1,own,4.686329065,29.9800868
m72,Kenya,display,midflank,Stem2,own,4.908854845,21.0104314
m74a,Kenya,display,midflank,Leaf_B1,own,3.5263209,21.9606172
m74a,Kenya,display,midflank,Leaf_B2,own,2.667883303,23.2793245
m74a,Kenya,display,midflank,Leaf_T1,own,2.379426129,37.6144638
m74a,Kenya,display,midflank,Leaf_T2,own,2.504159412,38.6902726
m74a,Kenya,display,midflank,Stem1,own,2.982546461,32.5291623
m74a,Kenya,display,midflank,Stem2,own,3.05399882,23.5595068
m74b,Kenya,display,midflank,Leaf_B1,own,7.839313223,20.8875288
m74b,Kenya,display,midflank,Leaf_B2,own,6.985193738,22.2062362
m74b,Kenya,display,midflank,Leaf_T1,own,4.527979376,36.5413754
m74b,Kenya,display,midflank,Leaf_T2,own,6.637720315,37.6171842
m74b,Kenya,display,midflank,Stem1,own,7.490037415,31.4560739
m74b,Kenya,display,midflank,Stem2,own,7.450971639,22.4864184
m7a,Kenya,display,midflank,Leaf_B1,own,6.295611873,16.7171095
m7a,Kenya,display,midflank,Leaf_B2,own,5.469301794,18.0358169
m7a,Kenya,display,midflank,Leaf_T1,own,2.714667209,32.3709561
m7a,Kenya,display,midflank,Leaf_T2,own,4.950298465,33.446765
m7a,Kenya,display,midflank,Stem1,own,5.7741277,27.2856546
m7a,Kenya,display,midflank,Stem2,own,5.988199685,18.3159992
m7c,Kenya,display,midflank,Leaf_B1,own,8.291134312,18.6720598
m7c,Kenya,display,midflank,Leaf_B2,own,7.440116311,19.9907672
m7c,Kenya,display,midflank,Leaf_T1,own,4.853290516,34.3259064
m7c,Kenya,display,midflank,Leaf_T2,own,6.995489189,35.4017153
m7c,Kenya,display,midflank,Stem1,own,7.545392356,29.2406049
m7c,Kenya,display,midflank,Stem2,own,7.532476302,20.2709495
m8,Kenya,display,midflank,Leaf_B1,own,4.12047626,12.6086902
m8,Kenya,display,midflank,Leaf_B2,own,3.25896618,13.9273975
m8,Kenya,display,midflank,Leaf_T1,own,2.162531224,28.2625367
m8,Kenya,display,midflank,Leaf_T2,own,2.966507568,29.3383456
m8,Kenya,display,midflank,Stem1,own,3.491840195,23.1772353
m8,Kenya,display,midflank,Stem2,own,3.585384452,14.2075798
m8a,Kenya,display,midflank,Leaf_B1,own,10.81822409,20.6806441
m8a,Kenya,display,midflank,Leaf_B2,own,9.982682511,21.9993515
m8a,Kenya,display,midflank,Leaf_T1,own,7.090808267,36.3344907
m8a,Kenya,display,midflank,Leaf_T2,own,9.476947712,37.4102996
m8a,Kenya,display,midflank,Stem1,own,10.16813904,31.2491892
m8a,Kenya,display,midflank,Stem2,own,10.21052685,22.2795337
m8c,Kenya,display,midflank,Leaf_B1,own,5.192945182,16.4138723
m8c,Kenya,display,midflank,Leaf_B2,own,4.335532153,17.7325797
m8c,Kenya,display,midflank,Leaf_T1,own,2.118718611,32.0677189
m8c,Kenya,display,midflank,Leaf_T2,own,3.925770727,33.1435278
m8c,Kenya,display,midflank,Stem1,own,4.719776045,26.9824174
m8c,Kenya,display,midflank,Stem2,own,4.860302721,18.012762
X29,Kenya,display,midflank,Leaf_B1,own,6.974014705,25.515536
X29,Kenya,display,midflank,Leaf_B2,own,6.109489593,26.8342433
X29,Kenya,display,midflank,Leaf_T1,own,3.832792815,41.1693825
X29,Kenya,display,midflank,Leaf_T2,own,5.742183906,42.2451914
X29,Kenya,display,midflank,Stem1,own,6.290968799,36.0840811
X29,Kenya,display,midflank,Stem2,own,6.22975135,27.1144256
X29,Kenya,display,midflank,Leaf_B1,own,10.93588779,27.9848924
X29,Kenya,display,midflank,Leaf_B2,own,10.08281893,29.3035998
X29,Kenya,display,midflank,Leaf_T1,own,7.371039176,43.638739
X29,Kenya,display,midflank,Leaf_T2,own,9.634484399,44.7145479
X29,Kenya,display,midflank,Stem1,own,10.18782653,38.5534375
X29,Kenya,display,midflank,Stem2,own,10.11964311,29.5837821
X29a,Kenya,display,midflank,Leaf_B1,own,5.877549507,21.2241967
X29a,Kenya,display,midflank,Leaf_B2,own,5.011483816,22.5429041
X29a,Kenya,display,midflank,Leaf_T1,own,2.973892995,36.8780433
X29a,Kenya,display,midflank,Leaf_T2,own,4.670251282,37.9538521
X29a,Kenya,display,midflank,Stem1,own,5.254485195,31.7927418
X29a,Kenya,display,midflank,Stem2,own,5.231433428,22.8230863
m101,Hawaii,display,tailbase,Leaf_B1,own,1.931987776,28.8121333
m101,Hawaii,display,tailbase,Leaf_B2,own,1.996900078,28.905837
