wavelength,leafb1,leafb2,leafb3,leafb4,leafb5,leafb6,leafb7,leafb8,leafb9,leafb10,leafb11,leafb12,leafb13,leafb14,leafb15,leafb16,leafb17,leafb18,leafb19,leafb20,leafb21,leafb22,leafb23,leafb24,leafb25,leafb26,leafb27,leafb28,leafb29,leafb30,leafb31,leafb32,leafb33,leafb34,leafb35,leafb36,leafb37,leafb38,leafb39,leafb40,leaft1,leaft2,leaft3,leaft4,leaft5,leaft6,leaft7,leaft8,leaft9,leaft10,leaft11,leaft12,leaft13,leaft14,leaft15,leaft16,leaft17,leaft18,leaft19,leaft20,leaft21,leaft22,leaft23,leaft24,leaft25,leaft26,leaft27,leaft28,leaft29,leaft30,leaft31,leaft32,leaft33,leaft34,leaft35,leaft36,leaft37,leaft38,leaft39,leaft40,stem1,stem2,stem3,stem4,stem5,stem6,stem7,stem8,stem9,stem10,stem11,stem12,stem13,stem14,stem15,stem16,stem17,stem18,stem19,stem20,stem21,stem22,stem23,stem24,stem25,stem26,stem27,stem28,stem29,stem30,stem31,stem32,stem33,stem34,stem35,stem36,stem37,stem38,stem39,stem40
350,3.996259259,0.677592593,0.242,0.154518519,2.380555556,5.546666667,2.637444444,1.092555556,2.570666667,3.141703704,0.39762963,1.846222222,0.313851852,2.292111111,0.702259259,1.298222222,0.702407407,1.753777778,0.01837037,1.448222222,0.493,6.198407407,0.140851852,1.927925926,1.103037037,2.792777778,1.301407407,0.693666667,-0.234851852,0.824518519,4.413777778,1.067740741,8.330407407,19.55448148,0.415703704,12.20940741,-0.196777778,1.771851852,-0.044111111,6.651592593,0.340925926,0.749666667,-0.040888889,1.54737037,0.223296296,2.688222222,2.162148148,0.932814815,1.468111111,0.280925926,0.340888889,-0.263518519,-0.315481481,-0.499740741,0.242185185,-0.129666667,-0.103851852,0.339407407,-0.498333333,0.536555556,-0.243740741,-0.039296296,3.043814815,1.638592593,-0.766333333,1.047777778,1.820333333,-0.022296296,-0.893111111,0.843703704,-0.536407407,-0.462,1.85537037,7.809037037,-1.016407407,3.525444444,-0.419444444,1.408962963,0.265111111,5.218814815,5.502259259,2.204851852,0.589074074,-0.709296296,0.746888889,-1.131814815,1.979555556,6.626074074,7.158814815,-0.999962963,0.907037037,5.036074074,-0.556740741,4.596925926,14.70233333,5.515481481,-0.279037037,2.500666667,-1.046407407,6.203148148,5.411444444,0.782148148,-0.475148148,1.412888889,-0.593148148,0.741407407,0.815407407,5.165407407,2.047851852,3.794666667,5.249740741,5.580777778,2.073,1.653333333,3.061555556,2.229222222,1.232555556,1.918222222,1.003481481,-0.883925926
355,3.949851852,0.636,0.342444444,0.04862963,2.839555556,5.586444444,2.325259259,1.589259259,2.822259259,3.883444444,0.471407407,1.880851852,0.020555556,2.874555556,0.824259259,1.324555556,1.106,1.898037037,0.45537037,1.671296296,0.254222222,7.11737037,0.48337037,2.779666667,0.896592593,2.879259259,1.590888889,1.208740741,-0.34062963,1.247074074,4.939111111,1.526555556,8.606814815,20.14955556,0.455111111,12.20407407,-0.21362963,2.055740741,-0.007111111,6.633703704,0.184851852,0.748925926,0.091481481,1.150333333,0.480888889,2.576296296,1.969777778,1.211888889,1.61137037,0.614296296,0.205888889,-0.269814815,-0.14562963,-0.619666667,0.242592593,0.339851852,-0.108481481,0.579592593,-0.42037037,0.221851852,-0.406740741,0.067518519,3.093407407,1.467185185,-0.611814815,1.049111111,1.74337037,-0.119592593,-0.831185185,0.774962963,-0.576703704,-0.527777778,1.631666667,7.414407407,-0.865074074,3.41862963,-0.180185185,1.117851852,0.228444444,5.287074074,5.94437037,1.996888889,0.669740741,-0.523148148,1.042259259,-0.947592593,1.854444444,6.846148148,6.717851852,-0.414074074,1.203518519,5.285888889,-0.511148148,4.057555556,14.93088889,5.155814815,-0.190037037,2.423888889,-1.26937037,7.08162963,5.318259259,0.549481481,-0.504407407,1.636666667,-0.643185185,0.443518519,0.715148148,5.083703704,1.670481481,3.445592593,5.233555556,5.586851852,1.880666667,1.877,2.926074074,2.157925926,1.307074074,1.943444444,0.873222222,-0.802703704
360,3.970392857,0.709321429,0.455607143,0.085035714,3.591642857,5.4825,2.054928571,2.45175,3.196107143,4.042071429,1.032214286,1.8655,-0.322892857,3.311142857,1.062535714,1.405857143,1.134357143,2.494071429,1.087857143,2.274107143,0.302607143,8.11475,0.852071429,4.113785714,0.923857143,3.109357143,1.973642857,1.823964286,-0.15175,1.546714286,5.254428571,2.018714286,8.403928571,20.44764286,0.200035714,12.23853571,0.001714286,2.202071429,-0.098428571,6.907714286,0.180892857,0.728,0.253285714,0.870535714,0.512178571,2.248571429,1.962571429,1.12,1.425357143,0.800321429,0.284107143,-0.130321429,0.100321429,-0.543321429,0.357821429,0.281571429,-0.166392857,0.555214286,-0.335642857,0.462214286,-0.2165,0.207071429,2.910214286,1.503642857,-0.316142857,0.930214286,1.528892857,0.111857143,-0.500464286,0.806071429,-0.414142857,-0.242107143,1.488178571,7.341785714,-0.76275,3.057071429,0.093107143,0.904035714,0.385928571,5.110678571,6.953428571,2.009,0.710392857,-0.021107143,1.431964286,-0.799535714,1.617071429,6.737464286,6.558964286,-0.250964286,1.448571429,5.2885,-0.408357143,3.974142857,14.89417857,4.787428571,0.004,2.585642857,-1.199107143,7.795178571,5.687678571,0.652785714,-0.426,1.717785714,-0.561428571,0.411821429,0.740785714,5.164035714,1.842178571,3.397857143,5.040821429,5.745928571,1.886785714,2.128571429,2.800714286,2.230428571,1.3695,1.851642857,0.943035714,-0.757357143
365,3.903814815,0.669481481,0.446074074,0.033777778,4.09162963,5.507148148,2.119555556,2.852814815,3.53237037,4.190222222,1.344703704,1.855185185,-0.375148148,3.379037037,1.511185185,1.519888889,1.458037037,2.68237037,1.588333333,2.879333333,0.445185185,9.160888889,1.01562963,5.560666667,0.969407407,3.050074074,2.139074074,2.050296296,-0.191148148,1.519222222,5.602888889,2.450925926,8.126925926,20.26996296,0.088777778,12.07351852,0.008148148,2.09962963,-0.066,7.05562963,0.108814815,0.668222222,0.505703704,0.823925926,0.298148148,2.09737037,1.782888889,0.931037037,1.109740741,0.616962963,0.240555556,0.116259259,-0.13562963,-0.642555556,0.269592593,0.136333333,-0.221148148,0.280666667,-0.261851852,0.449481481,-0.253925926,0.058111111,2.652555556,1.433666667,-0.421851852,1.023888889,1.451296296,0.237296296,-0.617481481,0.642703704,-0.309074074,-0.021777778,1.464925926,7.056925926,-1.031333333,2.913,0.181259259,0.789074074,0.265925926,4.778666667,7.576555556,2.103185185,0.600296296,0.207925926,1.437925926,-0.69937037,1.787259259,6.431185185,6.614148148,-0.478407407,1.572222222,5.001481481,-0.455518519,3.997666667,14.54259259,4.556555556,0.171037037,2.546666667,-0.969851852,8.251925926,5.827222222,0.677407407,-0.434851852,1.595444444,-0.544851852,0.598111111,0.647851852,4.789518519,2.064074074,3.398296296,4.988037037,5.835407407,1.966333333,2.147518519,2.769777778,2.246851852,1.594444444,1.980703704,1.069851852,-0.898814815
370,3.814,0.522555556,0.437,-0.215222222,4.485851852,5.439407407,2.077185185,3.237481481,3.654333333,4.372518519,1.483333333,1.776814815,-0.232592593,3.293074074,1.810407407,1.736259259,2.320037037,2.725259259,2.008518519,3.224592593,0.466666667,10.1892963,1.187444444,6.686148148,0.985444444,3.052444444,2.152185185,2.345703704,-0.27437037,1.740888889,5.842777778,2.634333333,7.778333333,19.78714815,0.011222222,11.64807407,-0.100481481,2.110851852,-0.157407407,7.071,0.066333333,0.599703704,0.393962963,0.754407407,0.082555556,2.097148148,1.618148148,0.906259259,1.032666667,0.513333333,0.055259259,-0.059333333,-0.222407407,-0.78937037,0.261037037,-0.031444444,0.211555556,0.111333333,-0.367407407,0.257777778,-0.348259259,-0.001333333,2.53462963,1.480111111,-0.703888889,0.987740741,1.287592593,0.114037037,-0.856037037,0.568444444,-0.288185185,-0.163925926,1.451444444,6.637555556,-1.203037037,2.89862963,0.012296296,0.67237037,0.046185185,4.504333333,7.919851852,2.033666667,0.373703704,0.370407407,1.507148148,-0.646407407,1.95762963,6.273074074,6.422925926,-0.530703704,1.672148148,4.779814815,-0.607555556,3.662518519,14.16288889,4.403962963,0.471185185,2.259111111,-1.065481481,8.803592593,6.282888889,0.488851852,-0.565407407,1.583037037,-0.64437037,0.760518519,0.334111111,4.439925926,1.855925926,3.224222222,4.705074074,6.020333333,1.852814815,1.986259259,2.559777778,1.806148148,1.719222222,2.029296296,0.910888889,-1.017296296
375,3.875392857,0.562392857,0.634071429,-0.276785714,4.727392857,5.370571429,1.978964286,3.52525,3.584964286,4.51475,1.621392857,1.707571429,-0.334607143,3.254285714,2.125678571,1.921035714,3.46875,2.74925,2.366678571,3.379071429,0.5055,11.14275,1.514142857,7.36475,0.795892857,3.018892857,2.2025,2.869392857,-0.14275,1.965642857,5.784821429,2.88625,7.391178571,19.21264286,0.119178571,11.41439286,-0.108428571,2.26125,-0.296142857,6.844142857,0.018857143,0.493321429,0.274607143,0.709285714,0.068285714,2.121464286,1.468714286,1.074857143,0.760035714,0.419071429,0.054892857,-0.174464286,-0.236071429,-0.758357143,0.276535714,-0.114535714,0.437285714,0.221678571,-0.544071429,0.421678571,-0.353928571,0.176321429,2.653464286,1.613714286,-0.71,0.897964286,1.099642857,0.197,-0.857785714,0.640285714,-0.342571429,-0.155392857,1.278857143,6.440142857,-1.129607143,2.71525,-0.243214286,0.58875,-0.096071429,4.307964286,8.066964286,1.844178571,0.311,0.462214286,1.633642857,-0.523285714,1.972714286,6.408714286,6.128071429,-0.461571429,1.849535714,4.574714286,-0.559321429,3.364321429,13.73428571,4.287964286,0.894321429,2.021607143,-1.00425,9.037928571,6.66675,0.488285714,-0.571607143,1.525392857,-0.631928571,0.848607143,0.259392857,4.380821429,1.770035714,3.080714286,4.395392857,6.390785714,1.853892857,1.894535714,2.277642857,1.637035714,1.846571429,1.975285714,0.71625,-0.980714286
380,3.837642857,0.669035714,1.019214286,-0.260428571,4.914321429,5.525035714,2.003357143,3.601071429,3.427928571,4.715392857,1.725964286,1.839714286,-0.466785714,3.275464286,2.576071429,2.121642857,4.497821429,2.763821429,2.543678571,3.544535714,0.335428571,11.77807143,1.696357143,7.616285714,0.646107143,2.855071429,2.350785714,3.130035714,-0.12275,1.740142857,5.521214286,3.058285714,6.996071429,18.41614286,0.371,11.431,-0.208821429,2.349892857,-0.294178571,6.73725,0.012892857,0.398607143,0.263964286,0.57525,0.075714286,2.004428571,1.3475,1.087892857,0.629178571,0.428071429,0.029285714,-0.149142857,-0.422071429,-0.836214286,0.170142857,-0.091607143,0.24425,0.222392857,-0.56225,0.371928571,-0.489892857,0.185857143,2.542642857,1.636428571,-0.779678571,0.876285714,0.9675,0.2415,-0.796071429,0.459714286,-0.331785714,-0.174571429,1.174892857,6.142714286,-1.127357143,2.465607143,-0.374142857,0.456,-0.142892857,4.094107143,8.119321429,1.620821429,0.374178571,0.362785714,1.665785714,-0.246642857,2.072928571,6.570285714,6.047142857,-0.521142857,1.964321429,4.5065,-0.352964286,3.252428571,13.33767857,4.026785714,1.40025,1.884607143,-1.048357143,9.110928571,6.750857143,0.523857143,-0.453321429,1.502321429,-0.218428571,1.001964286,0.287892857,4.206892857,1.760178571,2.764785714,4.235785714,6.896464286,1.896071429,1.696464286,2.228321429,1.689928571,1.928964286,2.033464286,0.813678571,-0.8085
385,3.906777778,0.781925926,1.484333333,-0.293888889,5.229851852,5.928703704,2.295962963,3.769592593,3.342666667,5.042185185,1.830962963,1.902259259,-0.468037037,3.331814815,2.969111111,2.364555556,5.413851852,2.861703704,2.681777778,3.755222222,0.20862963,12.09174074,1.895444444,7.7,0.604444444,2.788111111,2.375148148,3.284444444,-0.241703704,1.603444444,5.422407407,3.022037037,6.902814815,17.88444444,0.635333333,11.60544444,-0.213703704,2.550555556,-0.161481481,6.883962963,0.127740741,0.321962963,0.211074074,0.480814815,0.086037037,1.979925926,1.382407407,1.02637037,0.799592593,0.553037037,0.010666667,-0.151407407,-0.463740741,-0.898703704,0.111444444,-0.096925926,0.182925926,0.022185185,-0.533555556,0.31062963,-0.606740741,0.191962963,2.348333333,1.612222222,-0.830259259,0.867259259,0.964814815,0.212814815,-0.637851852,0.40662963,-0.348740741,-0.208148148,1.248814815,5.75762963,-1.116148148,2.330592593,-0.374888889,0.399481481,-0.192666667,3.837,8.292222222,1.594296296,0.441296296,0.362222222,1.774222222,0.175111111,2.310074074,6.952407407,6.284333333,-0.283444444,2.057962963,4.564148148,-0.225444444,3.192666667,13.03966667,3.780703704,1.774962963,1.89362963,-1.121333333,9.448148148,7.010444444,0.542296296,-0.300814815,1.58262963,0.69662963,1.257592593,0.368592593,3.905481481,1.765037037,2.673925926,4.069333333,7.471148148,1.976851852,1.743481481,2.444,1.776222222,2.04837037,2.238962963,0.93162963,-0.616333333
390,4.228518519,0.979074074,2.285296296,-0.220851852,5.520481481,6.497592593,2.789666667,4.078925926,3.388296296,5.434296296,2.159814815,2.023740741,-0.375518519,3.637851852,3.439111111,2.508740741,6.192333333,3.003481481,2.943074074,4.004925926,0.41037037,12.40562963,2.431407407,7.822,0.724851852,2.878925926,2.393888889,3.495111111,-0.069666667,1.791037037,5.492333333,3.093296296,6.969444444,17.56455556,1.286037037,12.09088889,-0.023074074,2.882,-0.066444444,7.086851852,0.238851852,0.368962963,0.344851852,0.696592593,0.093037037,2.075666667,1.465925926,1.280185185,0.912925926,0.796962963,0.081185185,-0.019740741,-0.362111111,-0.799555556,0.309740741,-0.057962963,0.328,0.024925926,-0.468740741,0.414481481,-0.51,0.364592593,2.369222222,1.664222222,-0.648666667,0.966259259,1.112777778,0.320333333,-0.391555556,0.519407407,-0.308111111,-0.19737037,1.385925926,5.576555556,-0.999148148,2.48162963,-0.225888889,0.415444444,-0.123962963,3.878666667,8.707333333,1.623074074,0.601333333,0.413592593,2.012481481,0.792962963,2.681481481,7.607259259,6.565333333,0.039592593,2.232851852,4.741666667,-0.046777778,3.14537037,12.97233333,3.764592593,2.152111111,1.987814815,-0.995592593,9.744703704,7.430074074,0.727666667,-0.149740741,1.761,1.824888889,1.564111111,0.643074074,3.844925926,1.968037037,2.675777778,4.049185185,8.039407407,2.153666667,1.990222222,2.599740741,1.94362963,2.314148148,2.512259259,1.006148148,-0.347333333
395,4.523464286,1.150857143,3.036107143,-0.109714286,5.664142857,7.105142857,3.360107143,4.079214286,3.360892857,5.73125,2.317678571,2.145571429,-0.181107143,3.876321429,3.72075,2.52175,6.574464286,3.195071429,3.033392857,4.058607143,0.640928571,12.59260714,2.773071429,7.795678571,0.816821429,2.983214286,2.437428571,3.453285714,0.148107143,1.8835,5.453821429,3.04225,6.806428571,17.36410714,1.977785714,12.45189286,0.061392857,3.250178571,-0.038178571,7.213821429,0.331642857,0.433035714,0.435857143,0.945142857,0.100821429,2.190357143,1.430928571,1.493214286,0.893714286,0.822642857,0.102035714,-0.06725,-0.282535714,-0.668071429,0.424892857,-0.071607143,0.347107143,0.110821429,-0.408142857,0.379892857,-0.463285714,0.466642857,2.499857143,1.598142857,-0.559392857,1.013821429,1.13625,0.316571429,-0.299571429,0.576642857,-0.225464286,-0.185892857,1.306035714,5.51025,-0.871285714,2.588571429,-0.320571429,0.33375,-0.010178571,3.888785714,8.993428571,1.62125,0.711892857,0.415821429,2.209178571,1.339678571,2.993678571,8.2785,6.528892857,0.217357143,2.38075,4.889464286,0.032428571,3.142285714,13.07414286,3.729785714,2.471107143,2.142892857,-0.9815,9.854142857,7.559857143,0.941821429,-0.047607143,1.839107143,2.703607143,1.769571429,0.795607143,3.857785714,2.104107143,2.564392857,4.04025,8.517214286,2.30475,2.072571429,2.695678571,2.049571429,2.511107143,2.800928571,1.171607143,-0.348392857
400,4.704321429,1.349857143,3.684,-0.053392857,5.679107143,7.764392857,4.124071429,4.035785714,3.225964286,5.801642857,2.314214286,2.197785714,-0.140785714,3.873571429,3.74475,2.517357143,6.725642857,3.193321429,2.970571429,3.980535714,0.771321429,12.53203571,3.050821429,7.472464286,0.878392857,2.865892857,2.351,3.275571429,0.289857143,1.754214286,5.276178571,2.837,6.595,17.12357143,2.564071429,12.69614286,0.174857143,3.598892857,0.036857143,7.282928571,0.42325,0.313678571,0.41675,1.086357143,0.13225,2.235714286,1.400964286,1.517892857,0.826035714,0.751857143,0.029321429,-0.168428571,-0.301285714,-0.625571429,0.352571429,-0.147535714,0.248607143,0.092821429,-0.424964286,0.358785714,-0.430178571,0.456178571,2.4585,1.479035714,-0.560464286,0.927214286,1.106607143,0.2415,-0.366892857,0.565071429,-0.257964286,-0.2275,1.177607143,5.317607143,-0.771285714,2.507892857,-0.403142857,0.286607143,-0.132464286,3.727571429,9.03475,1.660678571,0.703035714,0.367928571,2.227464286,1.717071429,3.1025,8.961928571,6.497214286,0.374464286,2.481321429,5.011392857,0.060892857,3.151607143,13.07657143,3.651535714,2.628035714,2.074535714,-0.850892857,9.846464286,7.58975,1.123928571,-0.015571429,1.916428571,3.161321429,1.89625,0.717785714,3.892964286,2.2195,2.573285714,4.025571429,8.895964286,2.443428571,2.016535714,2.839392857,2.1855,2.6055,3.156214286,1.277821429,-0.41025
405,4.798821429,1.649571429,4.403285714,0.127964286,5.675428571,8.4525,4.83675,4.010357143,3.128321429,5.753071429,2.338214286,2.266464286,-0.018571429,3.816214286,3.771821429,2.548464286,6.664571429,3.136678571,2.831857143,3.949035714,0.935392857,12.30767857,3.355071429,7.073107143,1.006142857,2.743035714,2.257035714,3.081392857,0.614321429,1.698071429,5.096392857,2.70175,6.460821429,16.71728571,3.137357143,12.87607143,0.398357143,3.884071429,0.300821429,7.286392857,0.493714286,0.291892857,0.535,1.289178571,0.12475,2.401214286,1.503392857,1.492392857,0.807821429,0.856071429,0.098214286,-0.118214286,-0.248071429,-0.537571429,0.296714286,-0.146178571,0.208392857,0.088357143,-0.47375,0.405428571,-0.404607143,0.3995,2.527607143,1.501321429,-0.521,0.850464286,1.121785714,0.243535714,-0.308392857,0.558464286,-0.272214286,-0.238678571,1.254714286,5.234107143,-0.735714286,2.520285714,-0.282214286,0.390142857,-0.12275,3.616107143,8.963285714,1.728607143,0.829464286,0.325642857,2.308964286,2.060714286,3.216321429,9.643392857,6.594214286,0.375571429,2.531107143,5.125821429,0.080607143,3.257821429,13.12182143,3.703964286,2.818142857,2.076035714,-0.653892857,9.834178571,7.537214286,1.335392857,-0.019142857,2.033928571,3.38025,2.041535714,0.704357143,4.019107143,2.489892857,2.65975,4.084321429,9.061464286,2.672178571,2.069,2.984142857,2.349928571,2.7205,3.588821429,1.384035714,-0.334107143
410,4.795148148,1.84637037,4.787333333,0.252777778,5.558407407,9.00662963,5.320703704,3.736555556,3.080740741,5.593407407,2.216703704,2.339518519,0.119185185,3.663592593,3.786740741,2.509814815,6.467703704,2.923962963,2.63137037,3.795222222,1.096518519,11.9167037,3.455111111,6.646592593,1.067592593,2.615851852,2.104037037,2.794740741,0.861259259,1.573962963,4.799888889,2.573888889,6.311555556,16.30974074,3.471740741,12.97859259,0.447962963,4.029518519,0.576925926,7.130703704,0.460592593,0.272481481,0.490111111,1.442888889,0.08062963,2.435296296,1.512333333,1.410925926,0.735444444,0.851925926,0.104925926,-0.129222222,-0.237777778,-0.510592593,0.279851852,-0.176703704,0.207740741,0.056777778,-0.533740741,0.377407407,-0.511037037,0.304259259,2.547592593,1.395851852,-0.487296296,0.810259259,1.041074074,0.205148148,-0.279037037,0.493074074,-0.387814815,-0.242259259,1.292074074,5.110037037,-0.718037037,2.435296296,-0.351814815,0.417259259,-0.094037037,3.538407407,8.821259259,1.72437037,0.883518519,0.225407407,2.400296296,2.332592593,3.296962963,10.12611111,6.635111111,0.302222222,2.55462963,5.081814815,-0.061037037,3.309962963,13.19192593,3.654703704,2.872740741,2.137111111,-0.563333333,9.774333333,7.423481481,1.490592593,-0.078518519,1.996037037,3.490185185,2.096037037,0.764851852,4.063481481,2.805481481,2.673407407,4.066333333,9.043222222,2.854407407,2.027222222,3.032444444,2.443777778,2.735592593,3.985407407,1.371777778,-0.396740741
415,4.783518519,2.021259259,4.900814815,0.271222222,5.265888889,9.313740741,5.745407407,3.498814815,2.935814815,5.490148148,2.059555556,2.402222222,0.237740741,3.413222222,3.721777778,2.424703704,6.19237037,2.813777778,2.445481481,3.57162963,1.177481481,11.48648148,3.503,6.203962963,1.102407407,2.457888889,1.941444444,2.578407407,1.002481481,1.385518519,4.469296296,2.346777778,6.065333333,15.91914815,3.712518519,13.089,0.443962963,4.065518519,0.825962963,6.909296296,0.322074074,0.187296296,0.359592593,1.509518519,-0.000814815,2.418481481,1.47937037,1.279814815,0.680851852,0.773481481,-0.039703704,-0.225703704,-0.315888889,-0.588888889,0.243222222,-0.295555556,0.172481481,-0.004037037,-0.601703704,0.281962963,-0.544296296,0.219185185,2.401481481,1.23,-0.542185185,0.776851852,0.900296296,0.053259259,-0.341296296,0.499962963,-0.480481481,-0.312518519,1.220851852,4.866148148,-0.634222222,2.308222222,-0.426814815,0.403888889,-0.106074074,3.467777778,8.597296296,1.719740741,0.86337037,0.071518519,2.382555556,2.580703704,3.322037037,10.40574074,6.581814815,0.250592593,2.442555556,5.066407407,-0.209592593,3.287925926,13.19462963,3.58062963,2.820962963,2.063481481,-0.476222222,9.594703704,7.272148148,1.625925926,-0.157481481,1.90962963,3.462185185,2.05937037,0.737703704,4.018555556,3.046,2.666111111,4.092111111,9.005740741,2.993444444,1.888259259,3.15862963,2.547666667,2.74737037,4.254333333,1.321814815,-0.451777778
420,4.919964286,2.275607143,4.965964286,0.427071429,5.183,9.524357143,6.157642857,3.456178571,2.837392857,5.519571429,2.116285714,2.424035714,0.482071429,3.259571429,3.760178571,2.411714286,6.056285714,2.907714286,2.338357143,3.509892857,1.283464286,11.23732143,3.631,5.912714286,1.295714286,2.396857143,1.896535714,2.518892857,1.238821429,1.381857143,4.362607143,2.269642857,5.908107143,15.61871429,3.9625,13.231,0.563214286,4.174214286,1.106,6.792678571,0.343035714,0.250964286,0.440071429,1.630107143,-0.000964286,2.531142857,1.523392857,1.270607143,0.779071429,0.839285714,0.004428571,-0.212178571,-0.219464286,-0.532607143,0.257357143,-0.252178571,0.211107143,0.044607143,-0.587785714,0.305071429,-0.493964286,0.260964286,2.383964286,1.196964286,-0.497714286,0.789142857,0.946107143,0.03,-0.238035714,0.634642857,-0.407928571,-0.288571429,1.229964286,4.764678571,-0.512642857,2.374535714,-0.361428571,0.488678571,0.025071429,3.428285714,8.456964286,1.809535714,1.036785714,0.057607143,2.462785714,2.877428571,3.484142857,10.71139286,6.639678571,0.28475,2.459392857,5.242285714,-0.162035714,3.439107143,13.28289286,3.67875,2.90675,2.132892857,-0.250357143,9.604,7.225928571,1.805571429,-0.094964286,1.970785714,3.462392857,2.129642857,0.772285714,4.071928571,3.30375,2.768821429,4.189,9.062821429,3.160071429,1.970535714,3.379821429,2.804821429,2.87725,4.507321429,1.469107143,-0.360107143
425,5.069714286,2.439178571,4.963464286,0.641428571,5.179607143,9.763214286,6.544107143,3.474107143,2.847607143,5.495035714,2.158821429,2.459321429,0.625928571,3.181035714,3.823785714,2.416142857,5.965607143,2.906464286,2.285964286,3.444,1.398785714,11.01607143,3.696785714,5.7495,1.474214286,2.382964286,1.868285714,2.450357143,1.435642857,1.469428571,4.2705,2.260285714,5.819178571,15.34953571,4.001,13.22557143,0.624678571,4.286142857,1.409892857,6.69675,0.4075,0.344857143,0.54675,1.76025,0.051785714,2.608142857,1.586357143,1.330678571,0.833285714,0.880071429,0.1,-0.177535714,-0.107392857,-0.418035714,0.316428571,-0.196428571,0.269392857,0.079035714,-0.534392857,0.367071429,-0.455428571,0.316392857,2.42775,1.197642857,-0.372964286,0.806714286,1.005107143,0.065142857,-0.113642857,0.675571429,-0.350357143,-0.21325,1.237285714,4.729,-0.447178571,2.435357143,-0.299,0.618214286,0.120892857,3.396464286,8.270964286,1.87925,1.267964286,0.10225,2.545928571,3.09575,3.613928571,10.89346429,6.693107143,0.329464286,2.560857143,5.389,-0.102464286,3.626107143,13.39635714,3.728035714,2.975785714,2.226571429,0.004107143,9.611571429,7.151928571,2.008678571,-0.014428571,2.068714286,3.468214286,2.226642857,0.807,4.128892857,3.510464286,2.880035714,4.22725,9.06225,3.237035714,2.017,3.566214286,3.00225,2.964571429,4.725214286,1.557178571,-0.2605
430,5.12175,2.43825,4.863321429,0.703071429,5.04775,9.830642857,6.740464286,3.40175,2.818535714,5.478642857,2.125535714,2.425035714,0.681178571,3.057892857,3.768821429,2.40025,5.778642857,2.825107143,2.140321429,3.354392857,1.356678571,10.76478571,3.694071429,5.557214286,1.501571429,2.309428571,1.777214286,2.356892857,1.481321429,1.436857143,4.13625,2.172821429,5.717464286,15.09260714,3.897964286,13.15735714,0.582964286,4.248821429,1.640321429,6.533535714,0.359785714,0.293285714,0.515357143,1.792964286,-0.008142857,2.635607143,1.560464286,1.294678571,0.800428571,0.809321429,0.066607143,-0.204535714,-0.125178571,-0.475285714,0.297607143,-0.246464286,0.241392857,0.03125,-0.5705,0.299535714,-0.497107143,0.260571429,2.394392857,1.160785714,-0.416,0.785857143,0.913857143,0.026821429,-0.130428571,0.627964286,-0.412571429,-0.249392857,1.2165,4.623892857,-0.43875,2.405642857,-0.316035714,0.672142857,0.108714286,3.2825,7.964464286,1.917857143,1.415607143,0.054214286,2.510392857,3.221642857,3.5945,10.93171429,6.665428571,0.264892857,2.550642857,5.458428571,-0.154035714,3.638964286,13.40239286,3.733321429,2.930357143,2.220071429,0.13025,9.465928571,6.997571429,2.1385,-0.05,2.058178571,3.392607143,2.224785714,0.762321429,4.161642857,3.600464286,3.000892857,4.236821429,8.975642857,3.26975,1.945,3.654928571,3.029857143,2.88875,4.862035714,1.509357143,-0.290178571
435,5.181357143,2.424607143,4.830428571,0.734285714,4.965535714,9.866571429,6.815,3.347857143,2.772785714,5.503892857,2.138571429,2.418464286,0.777642857,2.95475,3.765,2.376178571,5.667214286,2.805035714,2.061107143,3.29425,1.31175,10.68871429,3.721428571,5.460428571,1.585642857,2.262571429,1.6995,2.305392857,1.548964286,1.360964286,4.036928571,2.067928571,5.637535714,14.88064286,3.848785714,13.23175,0.576678571,4.180428571,1.798,6.416642857,0.354714286,0.263678571,0.471964286,1.804464286,-0.080678571,2.639071429,1.510714286,1.253964286,0.79425,0.804535714,0.007035714,-0.19675,-0.155392857,-0.513571429,0.224535714,-0.28375,0.162071429,0.026357143,-0.593678571,0.239857143,-0.531178571,0.207892857,2.348821429,1.13375,-0.451607143,0.755321429,0.895178571,0.063035714,-0.143678571,0.637928571,-0.447607143,-0.263892857,1.233892857,4.502357143,-0.41,2.335714286,-0.361928571,0.684142857,0.105,3.190464286,7.772071429,2.009392857,1.556642857,0.0155,2.4715,3.361678571,3.568321429,11.08167857,6.714928571,0.235785714,2.517,5.599178571,-0.175071429,3.676928571,13.46582143,3.772892857,2.918571429,2.26325,0.214,9.431357143,6.957892857,2.261107143,-0.040357143,2.040107143,3.371321429,2.225607143,0.747357143,4.220964286,3.703607143,3.102214286,4.284571429,8.941714286,3.290714286,1.92325,3.713642857,3.06475,2.871285714,4.994857143,1.482178571,-0.310785714
