"wavelength","m101.courtbotflank","m101.courtgular","m101.courtmidflank","m101.courttailbase","m101b.courtbotflank","m101b.courtgular","m101b.courtmidflank","m101b.courttailbase","m101b.courttopflank","m101c.courtbotflank","m101c.courtgular","m101c.courtmidflank","m101c.courttailbase","m101c.courttopflank","m104.courtbotflank","m104.courtgular","m104.courtmidflank","m104.courttailbase","m104.courttopflank","m21.courtbotflank","m21.courtgular","m21.courtmidflank","m21.courttailbase","m21.courttopflank","m2bh.courtbotflank","m2bh.courtgular","m2bh.courtmidflank","m2bh.courttailbase","m2d.courtbotflank","m2d.courtgular","m2d.courtmidflank","m2d.courttailbase","m2d.courttopflank","m40.courtbotflank","m40.courtgular","m40.courtmidflank","m40.courttailbase","m40.courttopflank","m40c.courtbotflank","m40c.courtgular","m40c.courtmidflank","m40c.courttailbase","m40c.courttopflank","m40d.courtbotflank","m40d.courtgular","m40d.courtmidflank","m40d.courttailbase","m40d.courttopflank","m44b.courtbotflank","m44b.courtgular","m44b.courtmidflank","m44b.courttailbase","m44b.courttopflank","m67d.courtbotflank","m67d.courtgular","m67d.courtmidflank","m67d.courttailbase","m67d.courttopflank","m69.courtbotflank","m69.courtgular","m69.courtmidflank","m69.courttailbase","m69.courttopflank","m73d.courtbotflank","m73d.courtgular","m73d.courtmidflank","m73d.courttailbase","m73d.courttopflank","m78.courtbotflank","m78.courtgular","m78.courtmidflank","m78.courttailbase","m78.courttopflank","m78b.courtbotflank","m78b.courtgular","m78b.courtmidflank","m78b.courttailbase","m78b.courttopflank","m79c.courtbotflank","m79c.courtgular","m79c.courtmidflank","m79c.courttailbase","m79c.courttopflank","m80b.courtbotflank","m80b.courtgular","m80b.courtmidflank","m80b.courttailbase","m80b.courttopflank","m82d.courtbotflank","m82d.courtgular","m82d.courtmidflank","m82d.courttailbase","m82d.courttopflank","m89.courtbotflank","m89.courtgular","m89.courtmidflank","m89.courttailbase","m9.courtbotflank","m9.courtgular","m9.courtmidflank","m9.courttailbase","m9.courttopflank","m90.courtbotflank","m90.courtgular","m90.courtmidflank","m90.courttailbase","m90.courttopflank","m90processed.courtbotflank","m90processed.courtgular","m90processed.courtmidflank","m90processed.courttailbase","m90processed.courttopflank","m95d.courtbotflank","m95d.courtgular","m95d.courtmidflank","m95d.courttailbase","m95d.courttopflank","m95d.courtgular2","m99.courtbotflank","m99.courtgular","m99.courtmidflank","m99.courttailbase","m99.courttopflank","ms5.courtbotflank","ms5.courtgular","ms5.courtmidflank","ms5.courttailbase","ms5.courttopflank"
300,3.77338461538462,6.23376923076923,4.04680769230769,2.54988461538462,2.35496153846154,7.44976923076923,2.45319230769231,3.13796153846154,2.37692307692308,4.36615384615385,-2.29042307692308,3.37761538461538,1.75330769230769,3.29753846153846,5.15411538461538,3.53426923076923,4.06046153846154,11.7360769230769,3.77326923076923,4.47853846153846,6.17584615384615,6.06842307692308,2.276,4.60119230769231,2.36396153846154,1.87626923076923,5.12273076923077,1.14888461538462,4.58419230769231,7.87676923076923,4.05865384615385,7.6185,2.72842307692308,4.26446153846154,8.083,4.60403846153846,4.71380769230769,6.49746153846154,4.03203846153846,5.82896153846154,3.55738461538462,3.31730769230769,5.02557692307692,1.64003846153846,5.85469230769231,5.26853846153846,3.42315384615385,4.51219230769231,4.76319230769231,7.6878076923077,4.88726923076923,4.24496153846154,4.53546153846154,1.54846153846154,7.72042307692308,2.60976923076923,6.91130769230769,0.981153846153846,5.35423076923077,6.57957692307692,4.04815384615385,7.66838461538461,3.37442307692308,5.54257692307692,5.25915384615385,4.80453846153846,4.54538461538461,2.82992307692308,6.14496153846154,6.68496153846154,4.25007692307692,2.85119230769231,4.13923076923077,5.65030769230769,6.9355,4.70226923076923,6.18273076923077,4.41811538461538,4.44869230769231,6.97934615384616,6.24734615384616,7.00561538461538,3.84488461538462,3.54507692307692,5.57192307692308,3.13292307692308,3.19523076923077,2.69207692307692,3.51280769230769,3.72461538461538,2.90061538461538,4.85669230769231,4.05419230769231,6.23488461538461,6.35357692307692,3.88223076923077,6.04619230769231,3.94473076923077,3.087,3.73130769230769,5.05,5.28876923076923,12.8898846153846,5.6545,6.23492307692308,9.41238461538462,4.80876923076923,12.8898846153846,5.6545,6.23492307692308,9.41238461538462,4.80876923076923,3.198,6.97042307692308,2.52803846153846,3.88396153846154,3.279,7.095,6.02111538461538,4.78884615384615,5.76069230769231,3.35146153846154,6.17911538461538,4.33138461538462,6.65907692307692,2.86803846153846,5.25157692307692,1.88357692307692
305,4.5067037037037,6.52640740740741,4.48711111111111,2.7277037037037,3.24122222222222,9.40962962962963,3.46651851851852,3.77044444444444,2.50181481481481,4.27155555555555,-2.89081481481481,3.61481481481482,1.30092592592593,3.4627037037037,5.01711111111111,3.20281481481481,3.99255555555556,12.2106666666667,4.21696296296296,4.75803703703704,5.99374074074074,6.37459259259259,1.82925925925926,5.04862962962963,2.72174074074074,1.97922222222222,5.36422222222222,1.36137037037037,3.54337037037037,7.7112962962963,3.65696296296296,7.46062962962963,2.06474074074074,4.68411111111111,8.62314814814815,5.04244444444444,5.0352962962963,6.40585185185185,3.8637037037037,6.02303703703704,3.22177777777778,3.02740740740741,4.93614814814815,1.70022222222222,6.16262962962963,5.61862962962963,3.23,5.22437037037037,5.16811111111111,8.66892592592593,5.66377777777778,4.01337037037037,5.00611111111111,1.74718518518519,8.15903703703704,2.84425925925926,7.24118518518519,1.12525925925926,5.67214814814815,6.73707407407407,4.23666666666667,8.4997037037037,3.51522222222222,5.395,5.04381481481482,4.75822222222222,4.33266666666667,2.11981481481482,6.01844444444444,7.26322222222222,4.11903703703704,3.01255555555556,3.95674074074074,5.59551851851852,7.00122222222222,4.86540740740741,6.61562962962963,5.06559259259259,4.69581481481482,6.92088888888889,7.21574074074074,7.48,4.08325925925926,4.12722222222222,6.34081481481481,3.99022222222222,3.96192592592593,3.21648148148148,3.42507407407407,3.42392592592593,2.64351851851852,4.69611111111111,3.6767037037037,6.56233333333333,6.81551851851852,4.29788888888889,6.1487037037037,4.16977777777778,3.55511111111111,4.72948148148148,5.54174074074074,5.70466666666667,13.7220740740741,5.93225925925926,6.18340740740741,9.77214814814815,5.39737037037037,13.7220740740741,5.93225925925926,6.18340740740741,9.77214814814815,5.39737037037037,3.18107407407407,7.48277777777778,2.91962962962963,4.28562962962963,3.69651851851852,7.75037037037037,6.70785185185185,4.8112962962963,6.02740740740741,3.564,6.25107407407407,4.15314814814815,6.52759259259259,2.81425925925926,5.21674074074074,1.95814814814815
310,4.34492592592593,6.83048148148148,4.41644444444444,2.58733333333333,3.82262962962963,10.5625185185185,3.34374074074074,3.69785185185185,2.48362962962963,4.57240740740741,-1.89422222222222,4.41677777777778,1.70548148148148,3.66318518518518,4.53340740740741,2.85318518518518,4.08933333333333,12.2717037037037,3.97807407407407,4.90811111111111,5.56981481481481,6.48559259259259,1.22133333333333,5.18374074074074,2.95918518518519,1.97114814814815,5.39666666666667,1.68425925925926,3.60725925925926,8.09903703703703,3.48588888888889,7.47092592592593,2.70137037037037,5.32311111111111,8.1472962962963,5.51981481481482,5.24055555555556,7.07781481481481,4.05488888888889,6.26848148148148,3.4832962962963,3.571,4.74085185185185,1.39207407407407,6.20292592592593,5.15,3.61837037037037,5.52677777777778,5.43292592592593,8.82874074074074,6.156,3.82414814814815,5.04151851851852,2.04566666666667,8.6792962962963,2.89355555555556,7.61337037037037,1.27585185185185,6.0777037037037,7.17211111111111,3.92025925925926,8.4424074074074,4.03637037037037,5.68137037037037,5.299,5.05525925925926,4.47196296296296,2.44455555555556,6.49940740740741,7.99722222222222,5.12981481481482,3.84625925925926,3.98603703703704,5.53966666666667,6.90925925925926,4.62362962962963,6.662,5.27533333333333,4.90685185185185,7.01907407407407,7.3357037037037,7.09974074074074,4.2122962962963,4.22448148148148,6.02248148148148,3.92092592592593,4.11811111111111,3.51892592592593,3.44281481481482,3.42092592592593,2.88855555555556,4.5962962962963,3.83518518518519,6.4994074074074,6.79644444444444,4.473,6.17596296296296,4.17585185185185,4.06222222222222,4.64262962962963,5.86251851851852,5.6397037037037,14.2439259259259,6.21525925925926,5.72033333333333,9.00414814814815,5.21722222222222,14.2439259259259,6.21525925925926,5.72033333333333,9.00414814814815,5.21722222222222,3.18314814814815,7.59151851851852,3.15514814814815,4.35525925925926,3.99396296296296,8.14366666666667,6.94688888888889,4.5952962962963,5.41822222222222,3.95603703703704,5.96274074074074,4.314,6.36981481481481,3.17477777777778,5.43844444444444,1.88062962962963
315,4.41596296296296,7.68814814814815,4.41,2.74803703703704,3.75685185185185,11.1877407407407,3.31177777777778,3.11037037037037,2.22540740740741,4.8237037037037,-1.63262962962963,4.5782962962963,2.21885185185185,3.56181481481482,5.25796296296296,3.82633333333333,4.825,12.7583333333333,4.47922222222222,5.03918518518518,6.26544444444444,6.25848148148148,1.86322222222222,5.05837037037037,2.95048148148148,2.62288888888889,5.75577777777778,1.91914814814815,4.84655555555555,9.12722222222222,4.3227037037037,7.95988888888889,3.39381481481481,5.68288888888889,8.18529629629629,5.52325925925926,4.94814814814815,7.23525925925926,4.21288888888889,6.25496296296296,3.82359259259259,3.6537037037037,4.91225925925926,1.06448148148148,5.56588888888889,5.01466666666667,3.76092592592593,5.02581481481481,5.71959259259259,8.67337037037037,5.49218518518519,3.72274074074074,4.80677777777778,2.05759259259259,8.72840740740741,2.89888888888889,8.07966666666667,1.33755555555556,6.12255555555556,7.10125925925926,3.93848148148148,8.19548148148148,3.89133333333333,5.98862962962963,5.63718518518519,5.10062962962963,4.67792592592593,2.77244444444444,7.49022222222222,8.3657037037037,5.8392962962963,3.68025925925926,4.06003703703704,5.64062962962963,7.16422222222222,4.59788888888889,6.76648148148148,4.98685185185185,4.96548148148148,7.19318518518519,7.40503703703704,7.0902962962963,4.05188888888889,3.52155555555556,5.49507407407408,3.39411111111111,3.68866666666667,3.47314814814815,4.11888888888889,4.54407407407408,3.42422222222222,4.93277777777778,4.71625925925926,6.34092592592592,6.65033333333333,4.13877777777778,6.26648148148148,4.30418518518518,4.10607407407407,4.708,5.88777777777778,5.15155555555556,13.9050740740741,6.28203703703704,6.03488888888889,8.68207407407407,5.01544444444444,13.9050740740741,6.28203703703704,6.03488888888889,8.68207407407407,5.01544444444444,3.19392592592593,7.68207407407407,3.0157037037037,3.65111111111111,3.46618518518519,7.87577777777778,6.794,4.68114814814815,5.08748148148148,3.28659259259259,5.6447037037037,4.33937037037037,6.32407407407408,3.72292592592593,5.70118518518518,1.81485185185185
320,5.62785185185185,8.53281481481481,5.53403703703704,3.00807407407407,3.71844444444444,12.0471481481482,4.16537037037037,3.18122222222222,2.28725925925926,5.06755555555556,-2.00762962962963,4.64733333333333,2.35459259259259,3.55240740740741,6.00362962962963,3.81766666666667,4.61918518518519,13.2374814814815,4.70244444444444,5.393,6.14807407407408,5.79059259259259,2.47814814814815,5.68951851851852,3.66918518518519,3.36492592592593,6.22851851851852,2.259,4.7717037037037,8.91022222222222,4.15322222222222,7.2132962962963,2.61385185185185,5.4852962962963,8.34877777777778,5.23033333333333,4.7082962962963,6.44055555555556,4.30892592592593,5.88092592592593,4.03718518518518,3.50340740740741,5.40651851851852,1.71048148148148,6.32503703703704,5.66244444444444,3.47166666666667,5.05322222222222,6.25955555555556,9.41403703703704,6.17018518518519,3.7807037037037,4.843,2.584,9.32933333333333,3.17907407407407,8.88818518518519,1.81866666666667,6.47314814814815,7.18259259259259,4.06285185185185,8.77996296296296,3.17140740740741,5.99518518518519,6.11622222222222,5.27237037037037,5.27822222222222,2.66114814814815,8.11877777777778,9.40774074074074,5.73562962962963,3.714,4.33303703703704,6.10196296296296,7.98222222222222,4.97774074074074,7.36577777777778,4.8432962962963,5.20174074074074,7.49677777777778,8.53377777777778,7.695,4.50177777777778,3.3612962962963,5.76766666666667,3.68025925925926,3.49322222222222,3.32488888888889,4.46992592592593,4.81192592592593,2.9137037037037,4.48974074074074,4.31114814814815,7.18733333333333,7.1582962962963,4.31688888888889,6.52651851851852,4.70377777777778,4.30918518518519,5.17555555555556,6.24292592592593,5.56359259259259,14.5005185185185,6.80677777777778,6.61485185185185,9.43214814814815,5.34551851851852,14.5005185185185,6.80677777777778,6.61485185185185,9.43214814814815,5.34551851851852,3.89177777777778,8.7932962962963,3.28488888888889,4.13066666666667,3.9357037037037,8.03214814814815,7.32692592592593,4.83077777777778,5.67666666666667,3.6757037037037,5.5122962962963,5.02348148148148,6.7142962962963,3.61292592592593,5.88355555555555,2.08455555555556
325,6.11540740740741,9.1432962962963,6.24596296296296,2.78851851851852,3.61444444444444,12.6452592592593,4.08066666666667,3.57092592592593,2.84481481481481,5.85777777777778,-0.984,5.51288888888889,2.60933333333333,3.71555555555556,5.69696296296296,3.08944444444444,3.49392592592593,13.5388888888889,3.38762962962963,5.20448148148148,5.28407407407408,5.18033333333333,2.32677777777778,6.07088888888889,3.9062962962963,3.28311111111111,5.68922222222222,2.53455555555556,4.35796296296296,8.45803703703704,3.28781481481481,6.24933333333333,2.06688888888889,5.18359259259259,7.88248148148148,4.98662962962963,4.56518518518519,5.46848148148148,4.73607407407407,5.96177777777778,4.08148148148148,3.90696296296296,5.13477777777778,3.30362962962963,7.84837037037037,6.93692592592593,4.09322222222222,5.93788888888889,6.97492592592593,10.1264444444444,7.13077777777778,4.37248148148148,5.15937037037037,3.40907407407408,10.3249259259259,3.99714814814815,9.75651851851852,2.35403703703704,7.08603703703704,7.7797037037037,3.61333333333333,8.98044444444444,2.60955555555556,5.80525925925926,6.44477777777778,4.92722222222222,5.38351851851852,2.30625925925926,9.43296296296296,11.7835925925926,5.72648148148148,4.43251851851852,5.13007407407407,6.20907407407407,8.47792592592593,4.70018518518519,7.48359259259259,4.90407407407407,5.5047037037037,8.17655555555555,9.20674074074074,8.2637037037037,4.79688888888889,3.95866666666667,5.54411111111111,3.61566666666667,3.21811111111111,2.81114814814815,4.16618518518519,4.95614814814815,2.39848148148148,4.05725925925926,3.58381481481481,8.58833333333333,7.50574074074074,4.45785185185185,6.531,5.577,5.12366666666667,4.98411111111111,6.42537037037037,6.00785185185185,15.2672222222222,7.52011111111111,6.61125925925926,9.73666666666667,5.15296296296296,15.2672222222222,7.52011111111111,6.61125925925926,9.73666666666667,5.15296296296296,5.22766666666667,10.3450740740741,4.406,5.1142962962963,5.01888888888889,9.13822222222222,7.76659259259259,5.02248148148148,6.12766666666667,4.44896296296296,5.34840740740741,6.48174074074074,8.01451851851852,3.95322222222222,6.69222222222222,2.77088888888889
330,5.80811111111111,10.9365925925926,5.84359259259259,3.21881481481481,4.20751851851852,14.5495185185185,4.16207407407407,3.91525925925926,2.78192592592593,6.11714814814815,-0.584851851851852,5.90474074074074,2.40651851851852,3.43414814814815,7.26640740740741,4.36607407407407,5.11625925925926,16.9776666666667,4.32207407407407,5.91296296296296,6.49181481481482,5.53481481481482,2.4682962962963,5.24196296296296,3.817,2.79018518518519,5.24014814814815,2.24674074074074,6.02962962962963,10.6754444444444,4.23581481481481,7.288,3.13948148148148,5.81122222222222,8.55692592592593,5.83355555555556,5.085,5.84833333333333,5.42985185185185,6.41840740740741,3.45833333333333,4.01714814814815,4.30648148148148,3.94385185185185,7.96633333333333,7.81385185185185,5.2022962962963,6.21681481481481,8.624,10.9668148148148,6.45192592592593,4.84451851851852,5.48996296296296,4.15,12.1275925925926,4.55077777777778,10.2676666666667,2.13414814814815,7.96948148148148,8.11177777777778,3.63681481481481,9.05585185185185,3.31651851851852,5.20214814814815,5.88333333333334,4.13503703703704,4.40711111111111,1.72337037037037,12.2965555555556,13.5778148148148,6.25488888888889,4.7747037037037,4.72159259259259,6.11396296296296,8.06503703703703,4.39748148148148,7.54159259259259,4.6782962962963,4.8697037037037,8.38337037037037,8.31085185185185,7.70459259259259,3.77074074074074,5.38959259259259,5.31485185185185,3.91140740740741,3.45211111111111,2.71096296296296,5.18907407407407,7.05907407407407,3.29696296296296,5.62385185185185,4.67466666666667,10.4487777777778,7.50711111111111,4.12522222222222,6.50022222222222,5.81737037037037,5.55314814814815,4.58655555555556,5.81440740740741,5.43485185185185,16.3564444444444,8.29522222222222,6.48396296296296,10.0734444444444,4.88018518518519,16.3564444444444,8.29522222222222,6.48396296296296,10.0734444444444,4.88018518518518,5.94107407407407,11.3881851851852,5.38914814814815,5.06440740740741,4.99359259259259,10.0251851851852,8.48833333333333,6.24559259259259,6.32618518518519,4.34714814814815,5.25318518518518,6.47425925925926,8.00311111111111,3.98644444444444,6.20592592592593,2.94592592592593
335,6.18671428571429,13.4027857142857,6.06,4.32646428571429,5.51753571428572,17.0427857142857,5.49821428571429,4.30578571428571,2.75535714285714,5.78189285714286,-0.270178571428571,5.75878571428571,2.13007142857143,3.45864285714286,8.99746428571429,5.198,6.89971428571429,20.34425,5.96792857142857,7.01003571428571,7.55432142857143,6.1435,2.41775,4.79971428571429,4.47421428571429,3.00735714285714,5.57732142857143,2.66496428571429,7.59460714285714,13.201,5.40071428571429,8.20417857142857,3.70482142857143,6.76567857142857,9.293,6.78257142857143,5.83746428571428,6.82071428571429,6.5475,7.12842857142857,3.14917857142857,4.20596428571429,4.31260714285714,3.83342857142857,7.96175,7.428,5.21182142857143,5.78253571428571,10.5856785714286,11.7125,6.10228571428571,5.02264285714286,5.50603571428572,4.24592857142857,13.0201071428571,3.97135714285714,10.9443571428571,1.69946428571429,8.67389285714286,7.92671428571429,4.41482142857143,9.62457142857143,4.38335714285714,5.33557142857143,5.65003571428571,4.32464285714286,4.71075,2.07389285714286,14.3045,14.2350714285714,6.06996428571429,4.82096428571429,3.79003571428571,6.94628571428571,7.81589285714286,4.56275,8.29510714285714,4.46246428571429,4.58782142857143,7.85085714285714,7.7395,7.39346428571429,3.14289285714286,6.91592857142857,5.81442857142857,5.09635714285714,4.83528571428571,3.85910714285714,6.36092857142857,8.66621428571428,4.47957142857143,7.55657142857143,5.266,12.0643571428571,7.30146428571429,4.2965,6.73607142857143,5.74139285714286,5.51367857142857,4.38753571428572,5.7395,5.07671428571429,17.9842857142857,8.63110714285714,6.29878571428571,10.9016071428571,4.7175,17.9842857142857,8.63110714285714,6.29878571428571,10.9016071428571,4.7175,6.02907142857143,12.2298571428571,4.87517857142857,4.28117857142857,3.96103571428571,10.1009285714286,9.27178571428572,7.25553571428571,6.45757142857143,4.72457142857143,5.28560714285714,5.82710714285714,7.09789285714286,3.6265,5.31446428571429,2.30417857142857
340,7.05877777777778,14.8935555555556,6.58185185185185,5.52637037037037,6.33585185185185,18.3130740740741,5.85474074074074,4.60285185185185,3.03622222222222,5.87637037037037,0.456,5.92485185185185,2.489,3.56596296296296,9.43274074074074,5.21944444444445,7.09514814814815,21.849037037037,6.39288888888889,6.93014814814815,7.24907407407407,5.7377037037037,2.36974074074074,4.59085185185185,4.95948148148148,3.71048148148148,5.74981481481482,3.61459259259259,7.83518518518519,13.7244074074074,5.28937037037037,8.58796296296296,3.40203703703704,6.54244444444444,8.73162962962963,6.52718518518519,5.88974074074074,6.19337037037037,7.89725925925926,7.87244444444445,3.51362962962963,5.00381481481481,4.51574074074074,3.97088888888889,8.54,7.37703703703704,5.01655555555556,5.99262962962963,11.9096296296296,12.1781851851852,6.00218518518519,5.56192592592593,5.21248148148148,4.36837037037037,13.2768518518519,3.92237037037037,11.8827407407407,1.42022222222222,8.57803703703704,7.39337037037037,4.32503703703704,9.62951851851852,4.24940740740741,5.67955555555556,5.75555555555555,4.36125925925926,5.50748148148148,2.57325925925926,14.5737777777778,14.7014074074074,5.33366666666667,4.83237037037037,3.57088888888889,8.27477777777778,8.27551851851852,4.79974074074074,9.23188888888889,4.68155555555556,4.94381481481481,7.77188888888889,7.95977777777778,7.9055925925926,3.55751851851852,7.57922222222222,6.26444444444444,5.68251851851852,5.84259259259259,4.36388888888889,6.68685185185185,9.42366666666667,4.71325925925926,8.6557037037037,4.69,13.4724444444444,7.34066666666667,4.7167037037037,7.38988888888889,6.13503703703704,5.706,4.3902962962963,6.10422222222222,5.25722222222222,20.2023333333333,8.95088888888889,6.60618518518518,12.0316296296296,4.53055555555556,20.2023333333333,8.95088888888889,6.60618518518518,12.0316296296296,4.53055555555556,6.58974074074074,13.1452592592593,4.52048148148148,3.71814814814815,3.90392592592593,10.349,9.57781481481481,7.6382962962963,6.612,5.06451851851852,5.07762962962963,5.89737037037037,6.85596296296296,3.51588888888889,5.37644444444445,2.1092962962963
345,7.12622222222222,15.229,6.47548148148148,6.07733333333333,6.43085185185185,18.9261851851852,5.49374074074074,5.16351851851852,3.28937037037037,6.56992592592593,1.17814814814815,6.1742962962963,3.35888888888889,3.95859259259259,9.52492592592593,4.92744444444444,7.14874074074074,22.791962962963,6.75392592592593,6.72062962962963,6.72548148148148,5.22759259259259,2.853,4.06422222222222,4.98525925925926,3.78833333333333,5.94877777777778,3.7947037037037,8.44825925925926,14.0248148148148,5.31177777777778,9.28503703703704,3.55337037037037,6.21074074074074,8.30122222222222,5.90833333333334,5.96607407407407,5.539,9.08396296296296,8.28925925925926,3.72603703703704,5.93474074074074,4.54551851851852,4.06540740740741,8.66,7.82144444444445,4.90859259259259,6.05685185185185,12.7113703703704,12.6534444444444,5.90992592592593,6.10351851851852,5.13596296296296,4.84292592592593,13.6806296296296,4.01848148148148,12.4234814814815,1.38266666666667,8.20903703703704,7.24392592592593,3.98896296296296,9.72744444444444,3.93781481481481,5.42881481481481,5.19266666666667,4.19807407407407,5.64948148148148,2.09237037037037,14.9489259259259,15.0595185185185,5.7272962962963,5.19340740740741,3.87625925925926,9.83651851851852,8.62903703703704,4.73048148148148,9.94288888888889,5.10585185185185,5.17037037037037,7.79611111111111,8.12677777777778,8.18174074074074,3.75940740740741,7.70592592592593,6.16666666666667,5.697,6.16344444444444,4.17881481481481,7.51307407407407,10.5462962962963,4.96588888888889,9.39055555555555,4.77366666666667,14.2585185185185,7.47422222222222,4.58455555555556,8.42492592592593,6.16703703703704,6.00007407407407,4.25351851851852,5.96485185185185,5.35522222222222,22.6960740740741,9.52351851851852,7.06803703703704,12.8865185185185,4.78622222222222,22.6960740740741,9.52351851851852,7.06803703703704,12.8865185185185,4.78622222222222,6.81592592592593,13.7748148148148,4.9752962962963,3.66859259259259,4.09785185185185,10.6585185185185,9.57711111111111,7.90844444444445,6.76007407407407,5.2357037037037,4.8392962962963,6.29288888888889,7.21681481481481,3.62307407407407,5.89688888888889,2.38625925925926
