wavelength,leafb1,leafb2,leafb3,leafb4,leafb5,leafb6,leafb7,leafb8,leafb9,leafb10,leafb11,leafb12,leafb13,leafb14,leafb15,leafb16,leafb17,leafb18,leafb19,leafb20,leafb21,leafb22,leafb23,leafb25,leafb26,leafb27,leafb28,leafb29,leafb30,leafb31,leafb32,leafb33,leafb34,leafb35,leafb36,leafb37,leafb38,leafb39,leafb40,leaft1,leaft2,leaft3,leaft4,leaft5,leaft6,leaft7,leaft8,leaft9,leaft10,leaft11,leaft12,leaft13,leaft14,leaft15,leaft16,leaft17,leaft18,leaft19,leaft20,leaft21,leaft22,leaft23,leaft24,leaft25,leaft26,leaft27,leaft28,leaft29,leaft30,leaft31,leaft32,leaft33,leaft34,leaft35,leaft36,leaft37,leaft38,leaft39,leaft40,stem1,stem2,stem3,stem4,stem5,stem6,stem7,stem8,stem9,stem10,stem11,stem12,stem13,stem14,stem15,stem16,stem17,stem18,stem19,stem20,stem21,stem22,stem23,stem24,stem25,stem26,stem29,stem30,stem31,stem32,stem33,stem34,stem35,stem36,stem37,stem38,stem39,stem40
350,1.348925926,1.040333333,1.423703704,0.945481481,-0.015333333,0.082296296,1.110814815,-0.071407407,-1.363814815,-0.867333333,0.540296296,0.630037037,6.192777778,4.839148148,6.122,0.070703704,-0.164888889,1.09362963,5.244111111,4.526703704,1.140259259,0.042444444,1.070666667,0.213,2.671481481,3.636777778,5.39862963,-0.305259259,2.02462963,0.762074074,1.02762963,2.436777778,1.067407407,1.044148148,0.515666667,2.54237037,1.594148148,2.510407407,1.480074074,-1.291962963,-0.830296296,0.525074074,0.40962963,1.51,2.50162963,0.792148148,1.653814815,0.166148148,0.092888889,-0.552333333,-0.492185185,1.999333333,1.212740741,1.416777778,1.539296296,1.122259259,0.996666667,2.708407407,2.341148148,2.117148148,1.187,3.055259259,0.047444444,1.022444444,-0.408888889,2.003851852,1.181777778,0.956666667,1.784555556,1.776814815,1.937592593,3.671,3.633222222,1.237148148,0.942666667,0.973259259,0.452703704,0.396148148,0.504148148,0.449111111,-0.461222222,1.865407407,4.477,2.714148148,2.737962963,1.572296296,2.814740741,0.637481481,-0.257444444,-0.056074074,0.009962963,1.864185185,1.911074074,1.702703704,5.355185185,3.664888889,0.708,0.620222222,-0.163814815,3.073888889,0.472814815,1.547518519,0.645925926,4.056444444,5.30137037,1.994444444,2.710074074,3.289222222,2.763925926,3.648037037,0.424259259,1.211814815,1.171148148,2.860814815,5.864666667,1.458296296,2.510037037
355,1.621222222,0.834740741,1.404703704,0.905740741,0.240703704,0.098185185,0.944518519,0.003925926,-1.013,-0.830518519,0.731111111,0.899037037,6.716814815,5.327111111,6.538111111,0.213148148,0.043074074,1.347962963,5.199185185,4.563074074,1.503888889,0.498222222,1.45337037,0.53862963,2.773814815,3.901074074,6.149333333,0.193740741,2.673037037,1.027333333,1.543444444,2.544481481,1.451851852,1.070888889,0.498,2.411888889,1.721148148,2.833962963,1.570888889,-1.187851852,-0.758777778,0.336851852,0.28262963,1.419740741,2.508333333,0.867259259,1.553296296,0.216407407,0.151481481,-0.756703704,-0.521444444,1.932259259,1.240962963,1.669148148,1.732518519,1.140407407,1.026888889,2.608074074,2.181259259,2.315925926,1.116851852,3.404296296,0.346518519,1.190148148,-0.112962963,2.233888889,1.164185185,1.162925926,1.938296296,1.839444444,2.152444444,3.970740741,3.798851852,1.115555556,0.921037037,1.081444444,0.518518519,0.468740741,0.56062963,0.360185185,-0.220851852,2.119333333,4.581259259,2.79362963,2.795851852,1.504703704,2.73437037,0.57462963,-0.177962963,-0.048148148,0.148666667,2.163,2.314962963,2.018888889,5.536,3.795222222,0.832111111,1.010111111,0.204666667,3.095592593,0.880962963,1.571185185,0.992037037,4.247851852,5.342,2.363222222,2.947407407,3.358592593,2.930481481,3.887148148,0.423259259,1.355444444,1.469074074,2.775666667,6.102703704,1.672148148,2.255
360,2.039357143,1.256607143,1.497,0.711214286,0.294428571,0.18325,1.226785714,0.388571429,-0.858035714,-0.6505,1.28225,1.218,7.336178571,5.464928571,6.561357143,0.196785714,0.086392857,1.574607143,5.110892857,4.45725,1.832357143,0.842,1.621785714,0.649607143,2.926607143,4.292178571,6.571571429,0.512392857,2.661821429,1.274321429,1.608285714,2.638035714,1.67425,0.921392857,0.324392857,2.431178571,1.763785714,2.906357143,1.586142857,-0.900178571,-0.707107143,0.600928571,0.254678571,1.483285714,2.703928571,0.757357143,1.768178571,0.55325,0.04725,-0.614464286,-0.463178571,1.904,1.186321429,1.559321429,1.56975,1.080107143,1.065285714,2.445214286,2.241214286,2.348571429,0.967392857,3.297821429,0.45275,1.194357143,-0.1005,2.335285714,1.1485,1.345392857,1.873714286,1.821892857,2.221892857,3.789285714,3.902285714,1.033892857,1.024357143,1.114571429,0.57025,0.660071429,0.753571429,0.481285714,0.071464286,2.193535714,4.668464286,2.916964286,3.026428571,1.499357143,2.908214286,0.479464286,0.065178571,-0.000357143,0.10125,1.992607143,2.244892857,2.076714286,5.677642857,3.734678571,0.898642857,1.138964286,0.180392857,2.945535714,0.769535714,1.523892857,1.280678571,4.343678571,5.24175,2.582428571,3.039321429,3.316428571,3.210392857,3.934642857,0.653607143,1.538464286,1.309428571,2.764678571,6.142285714,1.639214286,2.162928571
365,2.743740741,1.707222222,1.721148148,0.830592593,0.479851852,0.172259259,1.304037037,0.54737037,-0.825444444,-0.556296296,1.907148148,1.626703704,7.668259259,5.54937037,6.556444444,0.038,-0.016962963,1.637222222,4.937740741,4.339407407,2.212962963,0.991740741,1.993481481,0.521259259,2.822740741,5.000888889,6.940111111,0.854037037,2.530703704,1.294407407,1.670407407,2.724851852,1.552592593,0.933074074,0.273703704,2.480703704,1.949925926,2.922777778,1.782481481,-0.58837037,-0.719185185,0.656074074,0.39637037,1.590407407,2.790148148,0.741148148,1.952407407,0.636037037,0.031777778,-0.505259259,-0.397481481,1.814555556,1.195074074,1.22337037,1.310407407,0.907,0.931037037,2.441925926,2.191851852,2.081518519,1.111296296,3.173777778,0.215777778,1.177111111,-0.084222222,2.323407407,1.124814815,1.373185185,1.850111111,1.841851852,2.262740741,3.701703704,3.96037037,1.062925926,1.053407407,1.146259259,0.421222222,0.670333333,0.81237037,0.781518519,0.247592593,2.207481481,4.762777778,3.087851852,3.172444444,1.714,2.997259259,0.493296296,0.171407407,-0.024185185,0.109703704,2.017851852,2.004814815,1.90662963,5.626222222,3.751518519,0.960444444,0.997148148,0.073481481,2.791148148,0.652740741,1.551925926,1.403481481,4.352518519,5.260888889,2.768074074,2.93462963,3.289222222,3.257888889,4.054592593,0.866037037,1.487851852,1.370037037,2.75562963,6.138074074,1.710814815,2.271666667
370,3.484740741,2.149407407,1.845518519,1.282222222,0.678814815,0.518259259,1.335148148,0.441666667,-0.893407407,-0.471407407,2.772074074,2.221777778,7.858740741,5.786333333,6.887407407,0.104925926,0.209074074,1.730074074,4.887666667,4.272407407,2.573,1.494925926,2.295111111,0.739925926,2.856962963,5.666814815,7.397888889,1.228407407,2.664740741,1.421592593,1.849222222,2.771925926,1.666703704,1.253851852,0.377037037,2.375555556,1.857851852,3.231703704,1.876740741,-0.642074074,-0.965703704,0.649222222,0.419,1.443111111,2.784592593,0.834925926,1.728111111,0.437777778,0.026481481,-0.381851852,-0.305481481,1.817222222,1.121814815,1.057296296,1.28962963,0.802518519,0.737518519,2.391185185,2.066185185,2.066296296,1.228814815,3.247592593,0.152148148,1.204962963,-0.120148148,2.178259259,1.101555556,1.31337037,1.80862963,1.742296296,2.369407407,3.666333333,4.003296296,0.964,1.007851852,1.315259259,0.582666667,0.490037037,0.850333333,0.982518519,0.402740741,2.289222222,4.849333333,3.281481481,3.383074074,1.641703704,2.795481481,0.458740741,0.122185185,-0.03862963,0.242111111,2.133333333,2.028222222,1.785222222,5.459814815,3.674444444,0.978666667,0.89662963,0.213148148,2.771333333,0.659925926,1.707111111,1.445111111,4.178148148,5.146962963,2.855518519,2.99737037,3.312148148,3.161296296,4.044111111,0.862111111,1.266037037,1.36537037,2.813148148,6.209888889,1.640518519,2.341888889
375,4.267464286,2.917785714,1.82375,1.572821429,0.921464286,1.090035714,1.579821429,0.43175,-0.758607143,-0.39475,3.862214286,3.177285714,8.252928571,6.046321429,7.428357143,0.579571429,0.787285714,2.066357143,4.899071429,4.248535714,2.776857143,1.900357143,2.517214286,0.727142857,2.913071429,6.240714286,7.755071429,1.390142857,2.876535714,1.448035714,1.702464286,2.867642857,1.941285714,1.350642857,0.496642857,2.256464286,1.7225,3.5655,2.00075,-0.661857143,-0.898535714,0.765571429,0.50475,1.488714286,2.897571429,0.818857143,1.792357143,0.389642857,0.065142857,-0.243357143,-0.272428571,2.02575,1.102,1.344428571,1.384857143,0.940321429,0.884857143,2.424285714,2.158892857,2.274678571,1.206428571,3.348571429,0.138607143,1.024821429,-0.21975,2.134642857,1.101785714,1.207,1.801321429,1.60475,2.255535714,3.617,3.969678571,0.688821429,1.015642857,1.287392857,0.592678571,0.321535714,0.875107143,1.160035714,0.595607143,2.427678571,4.7695,3.234,3.6165,1.588928571,2.717285714,0.463071429,0.246892857,0.187214286,0.529607143,2.2015,2.166892857,1.984964286,5.460464286,3.617392857,1.067821429,1.01975,0.200857143,3.108535714,0.808785714,1.773642857,1.430285714,4.027357143,5.169821429,2.982142857,2.962714286,3.248285714,3.123785714,3.943214286,0.632464286,1.216285714,1.37475,2.817071429,6.27975,1.549964286,2.480142857
380,5.126214286,3.615857143,1.950535714,1.632714286,1.247321429,1.549857143,1.694821429,0.373464286,-0.544571429,-0.515,4.739357143,4.010392857,8.657714286,6.258142857,7.7885,1.200535714,1.591607143,2.729392857,4.993142857,4.308607143,2.9445,1.9635,2.838857143,0.450178571,2.709928571,6.641678571,8.030714286,1.576285714,3.12175,1.479785714,1.804428571,3.098571429,2.164928571,1.598142857,0.599678571,2.172571429,1.824607143,3.739107143,2.250714286,-0.683785714,-0.795571429,0.676321429,0.356535714,1.545714286,2.845535714,0.700857143,1.751035714,0.212035714,0.044678571,-0.211964286,-0.390178571,2.014678571,1.093285714,1.42025,1.424214286,1.078178571,1.085071429,2.406964286,2.162321429,2.23025,1.120928571,3.249178571,0.103071429,0.901,-0.237678571,2.1795,1.007214286,1.149178571,1.662357143,1.58075,2.008892857,3.434428571,3.747892857,0.634678571,0.924607143,1.156821429,0.278428571,0.319,0.737321429,1.174821429,0.796071429,2.688964286,4.653607143,3.159571429,3.453464286,1.601928571,2.718964286,0.366035714,0.221821429,0.391642857,0.7395,2.112464286,2.084892857,2.151321429,5.6145,3.683821429,1.072571429,1.163107143,0.012321429,3.323607143,0.904714286,1.962071429,1.490464286,3.92175,5.111428571,3.241071429,2.822928571,3.238392857,3.054357143,3.856714286,0.521535714,1.1795,1.30925,2.697785714,6.246214286,1.519321429,2.451642857
385,6.055074074,4.224814815,2.222777778,1.863333333,1.649888889,2.212592593,1.910259259,0.379296296,-0.488333333,-0.546555556,5.37237037,4.506777778,9.099555556,6.65862963,8.147962963,2.025851852,2.666518519,4.005888889,5.254407407,4.558074074,3.187962963,2.259740741,3.251666667,0.527,2.621148148,7.059925926,8.468703704,1.979814815,3.552888889,1.994222222,2.415481481,3.582851852,2.382296296,2.122592593,1.060259259,2.282296296,2.002703704,4.064740741,2.562666667,-0.654185185,-0.775740741,0.539814815,0.162222222,1.399407407,2.882481481,0.703777778,1.62762963,0.091518519,0.040111111,-0.214962963,-0.307555556,1.912740741,1.122,1.292851852,1.568740741,1.11662963,1.350888889,2.458592593,2.171740741,2.157851852,1.099740741,3.345925926,0.144518519,0.953888889,-0.169148148,2.304,1.166481481,1.226740741,1.57037037,1.756962963,2.03862963,3.314259259,3.607555556,0.788407407,1.02937037,1.201444444,0.226962963,0.292518519,0.569074074,1.297703704,0.949407407,2.772333333,4.745333333,3.108888889,3.299925926,1.566592593,2.750407407,0.222148148,0.033222222,0.712296296,0.98662963,2.115296296,2.088,2.270111111,5.826333333,3.87262963,1.132962963,1.229518519,-0.030592593,3.470148148,1.088222222,2.33862963,1.594,4.026074074,5.118962963,3.467925926,2.894111111,3.272185185,3.170481481,3.891888889,0.549555556,1.281703704,1.277740741,2.662592593,6.408592593,1.661,2.451
390,6.972888889,4.927666667,2.613555556,2.387185185,2.260518519,3.129666667,2.473592593,0.426703704,-0.376518519,-0.484333333,5.776259259,4.825518519,9.65862963,7.071185185,8.594,2.976555556,3.758444444,5.457888889,5.395851852,4.730518519,3.416925926,2.531592593,3.587555556,0.785851852,2.701740741,7.638111111,8.880111111,2.273444444,4.366037037,2.654148148,3.053666667,4.347555556,2.534111111,2.903148148,1.891481481,2.462962963,2.103962963,4.512407407,2.872222222,-0.452444444,-0.731074074,0.478074074,0.241518519,1.386518519,3.087703704,0.891666667,1.760666667,0.11762963,-0.045481481,-0.038444444,-0.144555556,1.787148148,1.048703704,1.244962963,1.625333333,1.040333333,1.422962963,2.466444444,2.126814815,2.216962963,1.304259259,3.485333333,0.119888889,0.983222222,-0.143962963,2.399814815,1.309148148,1.292777778,1.628,1.874,2.172666667,3.330703704,3.706,0.89162963,1.160777778,1.114777778,0.31637037,0.280592593,0.533592593,1.633777778,1.169,3.036481481,4.951481481,3.188185185,3.43737037,1.60737037,2.833185185,0.287074074,-0.090703704,1.018962963,1.191518519,2.122555556,2.104666667,2.306185185,5.933888889,3.947925926,1.222925926,1.234481481,-0.038740741,3.578740741,1.342148148,2.672444444,1.795851852,4.247,5.211703704,3.742888889,3.051740741,3.242074074,3.345296296,4.04037037,0.52362963,1.450703704,1.270111111,2.679148148,6.603074074,1.836074074,2.568481481
395,7.634357143,5.632107143,3.136785714,2.822214286,2.871428571,3.857642857,3.020285714,0.497892857,-0.114142857,-0.357892857,6.009357143,5.092392857,10.33275,7.561392857,9.263535714,3.822107143,4.614607143,6.610714286,5.505464286,4.881928571,3.542678571,2.568571429,3.806678571,0.884464286,2.807785714,8.125107143,9.316785714,2.392678571,5.323107143,3.196107143,3.643571429,5.134678571,2.727357143,3.629928571,2.735357143,2.465392857,2.295857143,4.956142857,3.16325,-0.287607143,-0.518857143,0.5725,0.335142857,1.678607143,3.318285714,1.087428571,1.896535714,0.193607143,-0.085464286,0.152607143,-0.064,1.810607143,1.05575,1.236392857,1.6745,1.164321429,1.52375,2.462714286,2.014321429,2.381107143,1.580678571,3.508571429,0.234714286,1.021285714,-0.145892857,2.462071429,1.485464286,1.334071429,1.734428571,1.87125,2.306142857,3.370321429,3.796535714,1.008428571,1.204285714,0.976678571,0.367,0.266571429,0.591178571,1.831607143,1.379535714,3.455,5.212785714,3.370214286,3.617285714,1.756607143,2.900607143,0.451071429,-0.055785714,1.207892857,1.37575,2.117571429,2.151142857,2.264785714,5.968964286,3.997714286,1.303678571,1.280178571,0.058107143,3.813321429,1.52875,3.04225,2.039285714,4.3345,5.216607143,4.036892857,3.190571429,3.25975,3.323428571,4.197107143,0.563607143,1.534607143,1.338464286,2.73075,6.751214286,1.951071429,2.702392857
400,8.150392857,6.146,3.640857143,3.037928571,3.331,4.395285714,3.442142857,0.633178571,0.086535714,-0.222571429,6.045142857,5.214678571,11.20503571,8.31925,10.23482143,4.448107143,5.196285714,7.449,5.736357143,5.023178571,3.580107143,2.647214286,3.891535714,0.980892857,2.90525,8.534571429,9.779178571,2.364857143,6.11975,3.715035714,4.289107143,5.87025,3.023607143,4.201892857,3.627892857,2.504571429,2.539678571,5.431035714,3.376321429,-0.141678571,-0.281107143,0.773035714,0.433714286,1.92925,3.523357143,1.257357143,1.86325,0.244928571,-0.031857143,0.227178571,0.061928571,1.885321429,1.065607143,1.216464286,1.875392857,1.3825,1.72925,2.437535714,2.018392857,2.605607143,1.756785714,3.555142857,0.452107143,0.9945,-0.144178571,2.507571429,1.726428571,1.434642857,1.812928571,1.879035714,2.394357143,3.453678571,3.88375,1.14925,1.302285714,0.958535714,0.334785714,0.306428571,0.607,2.072785714,1.509607143,3.656285714,5.396785714,3.503928571,3.6595,1.8885,2.923642857,0.458535714,0.020785714,1.42775,1.636607143,2.202392857,2.256678571,2.279392857,5.988392857,4.124642857,1.417535714,1.307428571,0.082428571,4.068607143,1.744142857,3.433857143,2.310892857,4.400571429,5.251214286,4.280821429,3.162107143,3.335785714,3.367035714,4.334,0.623571429,1.511107143,1.45225,2.689857143,7.049357143,2.073642857,2.874357143
405,8.467178571,6.372678571,4.023892857,3.062571429,3.582857143,4.711071429,3.704964286,0.686392857,0.15575,-0.140857143,5.884464286,5.086285714,12.24782143,9.172464286,11.38082143,4.731964286,5.346428571,7.819892857,5.952714286,5.119785714,3.613142857,2.673285714,3.93825,1.195142857,3.084714286,8.871964286,10.23803571,2.284571429,6.671392857,4.158714286,4.792785714,6.38575,3.262,4.67075,4.467607143,2.647321429,2.815178571,5.789285714,3.494178571,-0.116964286,-0.270357143,0.853178571,0.534357143,2.098964286,3.607107143,1.442,1.83825,0.278071429,-0.035392857,0.175464286,0.174428571,1.911,1.078321429,1.235035714,2.031178571,1.533035714,1.863428571,2.389178571,2.120642857,2.820035714,1.881714286,3.670107143,0.57025,0.904892857,-0.119464286,2.578107143,1.775357143,1.569285714,1.923392857,2.0165,2.410821429,3.543214286,3.936464286,1.409642857,1.622571429,1.002107143,0.342571429,0.379642857,0.680035714,2.276107143,1.566821429,3.700392857,5.368392857,3.54975,3.682428571,1.861571429,2.781607143,0.392428571,0.004357143,1.611464286,1.752464286,2.243071429,2.316571429,2.34525,6.090214286,4.206964286,1.478571429,1.274964286,0.037,4.329857143,2.05475,3.847607143,2.58275,4.547928571,5.264035714,4.427964286,3.087464286,3.464428571,3.458714286,4.343035714,0.647035714,1.400571429,1.5205,2.681142857,7.418071429,2.228607143,3.069035714
410,8.662888889,6.562185185,4.239555556,2.986666667,3.704925926,4.926444444,3.904888889,0.761777778,0.25462963,-0.068666667,5.606296296,4.83537037,13.28048148,10.10966667,12.57722222,4.754111111,5.336148148,7.829481481,6.00137037,5.186481481,3.670111111,2.662740741,3.990222222,1.439148148,3.278666667,9.084444444,10.80711111,2.254703704,7.232407407,4.573851852,5.157296296,6.782962963,3.669666667,5.010111111,5.106925926,2.795740741,3.189037037,6.037,3.600555556,-0.211481481,-0.204888889,0.860888889,0.572481481,2.215333333,3.67137037,1.641740741,1.889444444,0.253814815,-0.116,0.136444444,0.276444444,1.976740741,1.121888889,1.309296296,2.141481481,1.604407407,1.865481481,2.359925926,2.041333333,3.102925926,2.135259259,3.895962963,0.632666667,1.026814815,-0.044185185,2.688407407,1.900666667,1.710185185,2.092592593,2.302037037,2.562,3.665814815,4.019777778,1.74537037,1.972222222,1.053888889,0.412888889,0.518814815,0.817222222,2.426148148,1.552555556,3.842259259,5.438592593,3.536925926,3.701518519,1.77762963,2.771925926,0.347962963,0.008,1.644814815,1.768925926,2.316407407,2.380185185,2.358222222,6.214444444,4.139296296,1.440925926,1.233703704,0.086814815,4.722333333,2.474777778,4.337,2.864296296,4.768333333,5.339925926,4.674814815,3.21662963,3.643333333,3.56237037,4.410666667,0.648111111,1.344407407,1.584592593,2.745814815,8.007333333,2.464111111,3.312666667
415,8.754333333,6.735222222,4.504740741,2.927444444,3.824111111,5.116296296,4.133481481,0.988481481,0.439592593,0.139925926,5.261518519,4.617333333,14.24533333,11.15048148,13.88114815,4.586,5.193703704,7.621518519,5.939518519,5.222111111,3.632185185,2.615703704,3.923222222,1.640074074,3.497703704,9.242296296,11.17566667,2.090740741,7.665111111,4.939333333,5.497259259,7.084481481,4.121222222,5.207111111,5.525777778,2.952074074,3.486037037,6.156814815,3.578740741,-0.198185185,-0.013888889,0.990740741,0.592111111,2.245592593,3.760259259,1.743222222,1.888185185,0.311740741,-0.043777778,0.114185185,0.188777778,2.019814815,1.235703704,1.428148148,2.176888889,1.65037037,1.798481481,2.346111111,1.954740741,3.397111111,2.434518519,4.084740741,0.709925926,1.164777778,0.025814815,2.691666667,2.097888889,1.804,2.24962963,2.501888889,2.778703704,3.755185185,4.059592593,1.971407407,2.137666667,1.114222222,0.47162963,0.649592593,0.858037037,2.598,1.524259259,3.96962963,5.528444444,3.580814815,3.705925926,1.892851852,2.904888889,0.455555556,0.093407407,1.617592593,1.800888889,2.329,2.453888889,2.398444444,6.193666667,4.008703704,1.369518519,1.204740741,0.083703704,5.016814815,2.749851852,4.73237037,3.104777778,4.904222222,5.416481481,4.877851852,3.404444444,3.680518519,3.68037037,4.559592593,0.632888889,1.432481481,1.570703704,2.799962963,8.543592593,2.771666667,3.545333333
420,8.828821429,6.7835,4.662785714,2.881892857,3.977892857,5.229464286,4.319321429,1.188428571,0.611035714,0.324,5.044214286,4.405071429,15.066,12.0675,14.88928571,4.373571429,4.954,7.416642857,6.018321429,5.35225,3.581642857,2.517892857,3.876964286,1.859321429,3.763428571,9.433214286,11.37335714,1.951928571,8.069428571,5.196607143,5.760428571,7.317821429,4.427892857,5.323142857,5.800214286,3.171607143,3.701928571,6.258678571,3.48225,-0.140821429,0.069785714,1.119071429,0.625107143,2.317071429,3.860035714,1.748607143,1.872821429,0.404642857,0.08975,0.091785714,0.097142857,2.187107143,1.491642857,1.610535714,2.201107143,1.693214286,1.763392857,2.358214286,1.922964286,3.585535714,2.637892857,4.219357143,0.826928571,1.189357143,0.078607143,2.691107143,2.188214286,1.942928571,2.407178571,2.666607143,3.008428571,3.89475,4.145178571,2.119821429,2.281535714,1.167428571,0.556178571,0.66925,0.936142857,2.6615,1.542392857,3.954107143,5.422642857,3.701714286,3.760678571,1.952678571,3.008928571,0.642071429,0.196071429,1.607107143,1.792535714,2.421964286,2.56425,2.547642857,6.205857143,4.020035714,1.361178571,1.207714286,0.045821429,5.218892857,2.977535714,5.091178571,3.3365,5.026428571,5.461714286,5.056428571,3.525857143,3.744607143,3.828821429,4.731142857,0.691214286,1.600571429,1.644857143,2.978714286,9.143892857,3.0125,3.789428571
425,8.912571429,6.830142857,4.720714286,2.873857143,4.225035714,5.40875,4.542785714,1.387821429,0.710964286,0.457821429,4.919035714,4.263178571,15.72903571,12.87878571,15.65725,4.252535714,4.805214286,7.290678571,6.231357143,5.617607143,3.573214286,2.454321429,3.857678571,2.065535714,4.042392857,9.692178571,11.7665,1.921892857,8.684607143,5.522928571,6.198,7.669,4.895642857,5.46,6.018571429,3.429285714,3.995428571,6.497964286,3.487357143,-0.156821429,0.066142857,1.238535714,0.695928571,2.375642857,3.969642857,1.77175,1.907642857,0.409035714,0.133642857,0.080464286,0.132607143,2.602357143,1.823428571,1.942535714,2.270928571,1.714428571,1.77875,2.394464286,1.894785714,3.770571429,2.820178571,4.385142857,0.999785714,1.295428571,0.122428571,2.752892857,2.278357143,2.113428571,2.558285714,2.881607143,3.208035714,4.063642857,4.32075,2.256714286,2.462821429,1.2585,0.657107143,0.688357143,1.041285714,2.700071429,1.5975,4.020392857,5.39825,3.860035714,3.847107143,1.950928571,3.265464286,0.7985,0.297321429,1.629285714,1.859178571,2.636285714,2.75925,2.786071429,6.345214286,4.094285714,1.41125,1.243035714,0.000785714,5.562,3.295178571,5.490428571,3.642892857,5.268321429,5.586571429,5.37225,3.639107143,3.965535714,4.000285714,4.951714286,0.792571429,1.722142857,1.72525,3.274678571,10.01435714,3.264142857,4.119035714
430,8.913285714,6.93325,4.796178571,2.904642857,4.450428571,5.651392857,4.832,1.558642857,0.749892857,0.522928571,4.7115,4.07775,16.10007143,13.32910714,16.10196429,4.059785714,4.561285714,7.019178571,6.499321429,5.879428571,3.603892857,2.441,3.881464286,2.183357143,4.26825,9.897714286,12.08028571,1.906107143,9.311535714,5.889714286,6.680464286,8.068214286,5.319214286,5.459678571,6.090142857,3.647071429,4.2285,6.640178571,3.514964286,-0.21575,0.028714286,1.327821429,0.731285714,2.388392857,4.081178571,1.798071429,1.966,0.375357143,0.177392857,0.027964286,0.123857143,3.039785714,2.058142857,2.334821429,2.242071429,1.672678571,1.769214286,2.392642857,1.890321429,4.03675,3.012535714,4.62925,1.13975,1.445142857,0.201,2.811178571,2.359821429,2.305535714,2.7295,3.081964286,3.401642857,4.173107143,4.473857143,2.365,2.575964286,1.324464286,0.722714286,0.751107143,1.094214286,2.730678571,1.645107143,4.116642857,5.492928571,3.974464286,3.976214286,2.041392857,3.645857143,0.953785714,0.415678571,1.603714286,1.870607143,2.786678571,2.970857143,2.991,6.415071429,4.09075,1.381535714,1.252535714,0.065571429,6.020642857,3.649428571,5.953392857,4.026535714,5.637892857,5.742892857,5.683142857,3.815321429,4.160964286,4.153607143,5.183714286,0.868571429,1.774392857,1.805821429,3.626785714,10.69603571,3.492035714,4.419928571
435,8.901892857,7.024035714,4.833964286,2.902357143,4.5935,5.871285714,5.133607143,1.66075,0.836714286,0.599607143,4.583035714,3.978178571,16.39885714,13.68142857,16.415,3.942714286,4.359857143,6.816785714,6.899,6.284535714,3.575107143,2.419357143,3.922785714,2.335071429,4.442857143,10.01978571,12.28317857,1.839142857,9.871571429,6.209142857,7.014678571,8.33575,5.589035714,5.385464286,6.097535714,3.817178571,4.381,6.686214286,3.499035714,-0.199392857,0.060428571,1.352392857,0.760178571,2.46575,4.222428571,1.860142857,1.977785714,0.406928571,0.230714286,0.035571429,0.069071429,3.453071429,2.317107143,2.710964286,2.25375,1.722964286,1.77,2.439,1.95925,4.266571429,3.153392857,4.866857143,1.225178571,1.546357143,0.274857143,2.837785714,2.391,2.517607143,2.874035714,3.213464286,3.604607143,4.254357143,4.559214286,2.454714286,2.635178571,1.403071429,0.78075,0.796142857,1.070714286,2.786607143,1.7015,4.245392857,5.551714286,4.068928571,4.106071429,2.127464286,4.161464286,1.096535714,0.570821429,1.666321429,1.955857143,3.005357143,3.207285714,3.195035714,6.498071429,4.121607143,1.390035714,1.368428571,0.192857143,6.480214286,4.024678571,6.469964286,4.454214286,5.953035714,5.964392857,5.963714286,3.981535714,4.315857143,4.323357143,5.387214286,0.94775,1.819035714,1.930821429,4.001071429,11.13107143,3.684535714,4.692214286
440,8.99825,7.102607143,4.917178571,2.895178571,4.73975,6.114071429,5.4,1.801785714,0.926678571,0.720714286,4.641285714,4.025678571,16.71428571,14.09971429,16.78610714,4.017357143,4.446785714,6.95725,7.404107143,6.846392857,3.519392857,2.420464286,4.023535714,2.505035714,4.634607143,10.162,12.40875,1.82625,10.35721429,6.518535714,7.339607143,8.598321429,5.83,5.493928571,6.174035714,3.965535714,4.522214286,6.778821429,3.503142857,-0.117178571,0.139714286,1.434321429,0.796642857,2.553714286,4.368214286,1.918678571,2.01775,0.461714286,0.301035714,0.058857143,0.071928571,3.823107143,2.568285714,2.98775,2.294285714,1.776392857,1.769178571,2.542821429,2.002035714,4.375428571,3.1915,5.054392857,1.258607143,1.577214286,0.2995,2.811357143,2.405964286,2.667821429,2.931928571,3.281392857,3.749571429,4.315857143,4.599357143,2.495892857,2.670785714,1.444142857,0.824107143,0.78625,1.062285714,2.92175,1.766321429,4.464607143,5.64325,4.225642857,4.273178571,2.225357143,4.760785714,1.264964286,0.728571429,1.775464286,2.076964286,3.229357143,3.393178571,3.367642857,6.631928571,4.230785714,1.435142857,1.482821429,0.245607143,6.896821429,4.354,6.927035714,4.812285714,6.21275,6.182214286,6.249,4.121892857,4.40775,4.449107143,5.588107143,1.034607143,1.874321429,1.984142857,4.340821429,11.57425,3.927964286,4.935285714
